"","Date","Cumulative cases","Cumulative deaths"
"1083",2022-12-18,1571419,20819
"1084",2022-12-19,1572966,20823
"1085",2022-12-20,1574363,20826
"1086",2022-12-21,1575801,20828
"1087",2022-12-22,1577184,20832
"1088",2022-12-23,1578241,20836
"1089",2022-12-24,1579079,20842
"1090",2022-12-25,1579532,20846
"1091",2022-12-26,1581100,20859
"1092",2022-12-27,1583085,20864
"1093",2022-12-28,1584987,20871
"1094",2022-12-29,1586749,20875
"1095",2022-12-30,1588270,20882
"1096",2022-12-31,1589268,20884
"1097",2023-01-01,1590096,20892
"1098",2023-01-02,1591798,20901
"1099",2023-01-03,1593707,20906
"1100",2023-01-04,1595383,20909
"1101",2023-01-05,1596853,20915
"1102",2023-01-06,1597999,20919
"1103",2023-01-07,1598712,20928
"1104",2023-01-08,1599430,20932
"1105",2023-01-09,1600831,20937
"1106",2023-01-10,1602099,20943
"1107",2023-01-11,1603269,20952
"1108",2023-01-12,1604349,20963
"1109",2023-01-13,1605265,20964
"1110",2023-01-14,1605870,20965
"1111",2023-01-15,1606452,20967
"1112",2023-01-16,1607442,20973
"1113",2023-01-17,1608807,20979
"1114",2023-01-18,1610007,20984
"1115",2023-01-19,1611029,20987
"1116",2023-01-20,1612052,20987
"1117",2023-01-21,1612685,20990
"1118",2023-01-22,1613308,20993
"1119",2023-01-23,1614673,20997
"1120",2023-01-24,1615863,20997
"1121",2023-01-25,1616995,20999
"1122",2023-01-26,1617983,21003
"1123",2023-01-27,1618979,21004
"1124",2023-01-28,1619626,21007
"1125",2023-01-29,1620302,21011
"1126",2023-01-30,1621737,21011
"1127",2023-01-31,1622859,21013
"1128",2023-02-01,1624143,21014
"1129",2023-02-02,1625156,21016
"1130",2023-02-03,1625918,21016
"1131",2023-02-04,1626504,21018
"1132",2023-02-05,1627096,21020
"1133",2023-02-06,1628295,21020
"1134",2023-02-07,1629367,21021
"1135",2023-02-08,1630500,21022
"1136",2023-02-09,1631477,21023
"1137",2023-02-10,1632307,21023
"1138",2023-02-11,1632827,21024
"1139",2023-02-12,1633379,21024
"1140",2023-02-13,1634361,21025
"1141",2023-02-14,1635174,21027
"1142",2023-02-15,1635959,21028
"1143",2023-02-16,1636630,21028
"1144",2023-02-17,1637233,21028
"1145",2023-02-18,1637674,21028
"1146",2023-02-19,1638114,21028
"1147",2023-02-20,1638792,21029
"1148",2023-02-21,1639512,21029
"1149",2023-02-22,1640150,21029
"1150",2023-02-23,1640701,21029
"1151",2023-02-24,1641144,21031
"1152",2023-02-25,1641458,21031
"1153",2023-02-26,1641745,21031
"1154",2023-02-27,1642256,21031
"1155",2023-02-28,1642652,21031
"1156",2023-03-01,1643103,21031
"1157",2023-03-02,1643456,21032
"1158",2023-03-03,1643736,21032
"1159",2023-03-04,1643945,21032
"1160",2023-03-05,1644133,21032
"1161",2023-03-06,1644432,21032
"1162",2023-03-07,1644533,21032
