"","Date","Deaths per day","Cumulative deaths","Deaths in the last 7 days","7-day average of daily deaths","14-day average of daily deaths"
"1015",2022-10-11,2,20608,20,3,3
"1016",2022-10-12,3,20611,16,2,3
"1017",2022-10-13,1,20612,15,2,3
"1018",2022-10-14,1,20613,14,2,3
"1019",2022-10-15,0,20613,13,2,3
"1020",2022-10-16,1,20614,11,2,3
"1021",2022-10-17,3,20617,11,2,3
"1022",2022-10-18,4,20621,13,2,2
"1023",2022-10-19,2,20623,12,2,2
"1024",2022-10-20,1,20624,12,2,2
"1025",2022-10-21,3,20627,14,2,2
"1026",2022-10-22,2,20629,16,2,2
"1027",2022-10-23,0,20629,15,2,2
"1028",2022-10-24,8,20637,20,3,2
"1029",2022-10-25,4,20641,20,3,2
"1030",2022-10-26,0,20641,18,3,2
"1031",2022-10-27,4,20645,21,3,2
"1032",2022-10-28,3,20648,21,3,2
"1033",2022-10-29,1,20649,20,3,3
"1034",2022-10-30,0,20649,20,3,2
"1035",2022-10-31,3,20652,15,2,2
"1036",2022-11-01,3,20655,14,2,2
"1037",2022-11-02,2,20657,16,2,2
"1038",2022-11-03,4,20661,16,2,3
"1039",2022-11-04,0,20661,13,2,2
"1040",2022-11-05,0,20661,12,2,2
"1041",2022-11-06,3,20664,15,2,2
"1042",2022-11-07,6,20670,18,3,2
"1043",2022-11-08,7,20677,22,3,3
"1044",2022-11-09,1,20678,21,3,3
"1045",2022-11-10,3,20681,20,3,3
"1046",2022-11-11,3,20684,23,3,3
"1047",2022-11-12,2,20686,25,4,3
"1048",2022-11-13,3,20689,25,4,3
"1049",2022-11-14,2,20691,21,3,3
"1050",2022-11-15,1,20692,15,2,3
"1051",2022-11-16,2,20694,16,2,3
"1052",2022-11-17,3,20697,16,2,3
"1053",2022-11-18,3,20700,16,2,3
"1054",2022-11-19,0,20700,14,2,3
"1055",2022-11-20,0,20700,11,2,3
"1056",2022-11-21,5,20705,14,2,2
"1057",2022-11-22,3,20708,16,2,2
"1058",2022-11-23,4,20712,18,3,2
"1059",2022-11-24,2,20714,17,2,2
"1060",2022-11-25,4,20718,18,3,2
"1061",2022-11-26,1,20719,19,3,2
"1062",2022-11-27,0,20719,19,3,2
"1063",2022-11-28,6,20725,20,3,2
"1064",2022-11-29,3,20728,20,3,3
"1065",2022-11-30,4,20732,20,3,3
"1066",2022-12-01,0,20732,18,3,2
"1067",2022-12-02,7,20739,21,3,3
"1068",2022-12-03,2,20741,22,3,3
"1069",2022-12-04,0,20741,22,3,3
"1070",2022-12-05,6,20747,22,3,3
"1071",2022-12-06,6,20753,25,4,3
"1072",2022-12-07,8,20761,29,4,4
"1073",2022-12-08,9,20770,38,5,4
"1074",2022-12-09,5,20775,36,5,4
"1075",2022-12-10,1,20776,35,5,4
"1076",2022-12-11,1,20777,36,5,4
"1077",2022-12-12,6,20783,36,5,4
"1078",2022-12-13,1,20784,31,4,4
"1079",2022-12-14,4,20788,27,4,4
"1080",2022-12-15,2,20790,20,3,4
"1081",2022-12-16,6,20796,21,3,4
"1082",2022-12-17,1,20797,21,3,4
"1083",2022-12-18,1,20798,21,3,4
"1084",2022-12-19,9,20807,24,3,4
"1085",2022-12-20,1,20808,24,3,4
"1086",2022-12-21,0,20808,20,3,3
"1087",2022-12-22,4,20812,22,3,3
"1088",2022-12-23,5,20817,21,3,3
"1089",2022-12-24,0,20817,20,3,3
"1090",2022-12-25,2,20819,21,3,3
"1091",2022-12-26,1,20820,13,2,3
"1092",2022-12-27,3,20823,15,2,3
"1093",2022-12-28,0,20823,15,2,2
"1094",2022-12-29,1,20824,12,2,2
"1095",2022-12-30,0,20824,7,1,2
"1096",2022-12-31,0,20824,7,1,2
"1097",2023-01-01,0,20824,5,1,2
"1098",2023-01-02,0,20824,4,1,1
"1099",2023-01-03,5,20829,6,1,2
"1100",2023-01-04,0,20829,6,1,2
"1101",2023-01-05,0,20829,5,1,1
"1102",2023-01-06,4,20833,9,1,1
"1103",2023-01-07,0,20833,9,1,1
"1104",2023-01-08,0,20833,9,1,1
"1105",2023-01-09,11,20844,20,3,2
"1106",2023-01-10,3,20847,18,3,2
"1107",2023-01-11,6,20853,24,3,2
"1108",2023-01-12,0,20853,24,3,2
"1109",2023-01-13,3,20856,23,3,2
"1110",2023-01-14,0,20856,23,3,2
"1111",2023-01-15,0,20856,23,3,2
"1112",2023-01-16,0,20856,12,2,2
"1113",2023-01-17,2,20858,11,2,2
