"","DtCaseOrDeathOrTest","Jurisdiction","MPctPos7Naat"
"68371",2021-04-22,"TALLAPOOSA","5%"
"68372",2021-04-23,"TALLAPOOSA","4.5%"
"68373",2021-04-24,"TALLAPOOSA","3.8%"
"68374",2021-04-25,"TALLAPOOSA","4.1%"
"68375",2021-04-26,"TALLAPOOSA","3.8%"
"68376",2021-04-27,"TALLAPOOSA","3.7%"
"68377",2021-04-28,"TALLAPOOSA","4.9%"
"68378",2021-04-29,"TALLAPOOSA","4.4%"
"68379",2021-04-30,"TALLAPOOSA","5%"
"68380",2021-05-01,"TALLAPOOSA","5.1%"
"68381",2021-05-02,"TALLAPOOSA","5.2%"
"68382",2021-05-03,"TALLAPOOSA","5%"
"68383",2021-05-04,"TALLAPOOSA","4.8%"
"68384",2021-05-05,"TALLAPOOSA","4.1%"
"68385",2021-05-06,"TALLAPOOSA","5.1%"
"68386",2021-05-07,"TALLAPOOSA","4.8%"
"68387",2021-05-08,"TALLAPOOSA","5.1%"
"68388",2021-05-09,"TALLAPOOSA","4.9%"
"68389",2021-05-10,"TALLAPOOSA","5.1%"
"68390",2021-05-11,"TALLAPOOSA","5.2%"
"68391",2021-05-12,"TALLAPOOSA","4.4%"
"68392",2021-05-13,"TALLAPOOSA","3.5%"
"68393",2021-05-14,"TALLAPOOSA","3.6%"
"68394",2021-05-15,"TALLAPOOSA","3.3%"
"68395",2021-05-16,"TALLAPOOSA","3.4%"
"68396",2021-05-17,"TALLAPOOSA","3.5%"
"68397",2021-05-18,"TALLAPOOSA","3.9%"
"68398",2021-05-19,"TALLAPOOSA","4.9%"
"68399",2021-05-20,"TALLAPOOSA","4.6%"
"68400",2021-05-21,"TALLAPOOSA","4.7%"
"68401",2021-05-22,"TALLAPOOSA","4.5%"
"68402",2021-05-23,"TALLAPOOSA","5%"
"68403",2021-05-24,"TALLAPOOSA","5.2%"
"68404",2021-05-25,"TALLAPOOSA","4.4%"
"68405",2021-05-26,"TALLAPOOSA","5.4%"
"68406",2021-05-27,"TALLAPOOSA","5.7%"
"68407",2021-05-28,"TALLAPOOSA","5.8%"
"68408",2021-05-29,"TALLAPOOSA","6.3%"
"68409",2021-05-30,"TALLAPOOSA","5.9%"
"68410",2021-05-31,"TALLAPOOSA","5.5%"
"68411",2021-06-01,"TALLAPOOSA","5.9%"
"68412",2021-06-02,"TALLAPOOSA","4.4%"
"68413",2021-06-03,"TALLAPOOSA","3.6%"
"68414",2021-06-04,"TALLAPOOSA","3.5%"
"68415",2021-06-05,"TALLAPOOSA","3%"
"68416",2021-06-06,"TALLAPOOSA","2.3%"
"68417",2021-06-07,"TALLAPOOSA","2%"
"68418",2021-06-08,"TALLAPOOSA","1.3%"
"68419",2021-06-09,"TALLAPOOSA","1.5%"
"68420",2021-06-10,"TALLAPOOSA","2.1%"
"68421",2021-06-11,"TALLAPOOSA","2%"
"68422",2021-06-12,"TALLAPOOSA","2%"
"68423",2021-06-13,"TALLAPOOSA","2.2%"
"68424",2021-06-14,"TALLAPOOSA","3.1%"
"68425",2021-06-15,"TALLAPOOSA","3.7%"
"68426",2021-06-16,"TALLAPOOSA","4.2%"
"68427",2021-06-17,"TALLAPOOSA","4%"
"68428",2021-06-18,"TALLAPOOSA","3.6%"
"68429",2021-06-19,"TALLAPOOSA","3.4%"
"68430",2021-06-20,"TALLAPOOSA","3.6%"
"68431",2021-06-21,"TALLAPOOSA","3.3%"
"68432",2021-06-22,"TALLAPOOSA","3.9%"
"68433",2021-06-23,"TALLAPOOSA","2.8%"
"68434",2021-06-24,"TALLAPOOSA","2.7%"
"68435",2021-06-25,"TALLAPOOSA","2.8%"
"68436",2021-06-26,"TALLAPOOSA","2.8%"
"68437",2021-06-27,"TALLAPOOSA","2.5%"
"68438",2021-06-28,"TALLAPOOSA","2.7%"
"68439",2021-06-29,"TALLAPOOSA","2%"
"68440",2021-06-30,"TALLAPOOSA","3.3%"
"68441",2021-07-01,"TALLAPOOSA","3.3%"
"68442",2021-07-02,"TALLAPOOSA","3.3%"
"68443",2021-07-03,"TALLAPOOSA","3.3%"
"68444",2021-07-04,"TALLAPOOSA","3.7%"
"68445",2021-07-05,"TALLAPOOSA","4.1%"
"68446",2021-07-06,"TALLAPOOSA","6%"
"68447",2021-07-07,"TALLAPOOSA","7.5%"
"68448",2021-07-08,"TALLAPOOSA","8.7%"
"68449",2021-07-09,"TALLAPOOSA","8.9%"
"68450",2021-07-10,"TALLAPOOSA","11.3%"
"68451",2021-07-11,"TALLAPOOSA","11.8%"
"68452",2021-07-12,"TALLAPOOSA","13.5%"
"68453",2021-07-13,"TALLAPOOSA","13.2%"
"68454",2021-07-14,"TALLAPOOSA","12.4%"
"68455",2021-07-15,"TALLAPOOSA","12.6%"
"68456",2021-07-16,"TALLAPOOSA","12.3%"
"68457",2021-07-17,"TALLAPOOSA","11.5%"
"68458",2021-07-18,"TALLAPOOSA","12.1%"
"68459",2021-07-19,"TALLAPOOSA","11.7%"
"68460",2021-07-20,"TALLAPOOSA","11.4%"
"68461",2021-07-21,"TALLAPOOSA","11.6%"
"68462",2021-07-22,"TALLAPOOSA","11.3%"
"68463",2021-07-23,"TALLAPOOSA","12.5%"
"68464",2021-07-24,"TALLAPOOSA","12.6%"
"68465",2021-07-25,"TALLAPOOSA","12.6%"
"68466",2021-07-26,"TALLAPOOSA","12.7%"
"68467",2021-07-27,"TALLAPOOSA","15.5%"
"68468",2021-07-28,"TALLAPOOSA","15.2%"
"68469",2021-07-29,"TALLAPOOSA","15.7%"
"68470",2021-07-30,"TALLAPOOSA","16.9%"
"68471",2021-07-31,"TALLAPOOSA","17.6%"
"68472",2021-08-01,"TALLAPOOSA","18.4%"
"68473",2021-08-02,"TALLAPOOSA","19%"
"68474",2021-08-03,"TALLAPOOSA","16.7%"
"68475",2021-08-04,"TALLAPOOSA","18.3%"
"68476",2021-08-05,"TALLAPOOSA","18.7%"
"68477",2021-08-06,"TALLAPOOSA","18%"
"68478",2021-08-07,"TALLAPOOSA","18.6%"
"68479",2021-08-08,"TALLAPOOSA","18.4%"
"68480",2021-08-09,"TALLAPOOSA","19.1%"
"68481",2021-08-10,"TALLAPOOSA","17.5%"
"68482",2021-08-11,"TALLAPOOSA","17%"
"68483",2021-08-12,"TALLAPOOSA","17.8%"
"68484",2021-08-13,"TALLAPOOSA","18.5%"
"68485",2021-08-14,"TALLAPOOSA","18.8%"
"68486",2021-08-15,"TALLAPOOSA","19.6%"
"68487",2021-08-16,"TALLAPOOSA","19%"
"68488",2021-08-17,"TALLAPOOSA","19.8%"
"68489",2021-08-18,"TALLAPOOSA","20.8%"
"68490",2021-08-19,"TALLAPOOSA","19.6%"
"68491",2021-08-20,"TALLAPOOSA","19.8%"
"68492",2021-08-21,"TALLAPOOSA","18.8%"
"68493",2021-08-22,"TALLAPOOSA","18.2%"
"68494",2021-08-23,"TALLAPOOSA","16.9%"
"68495",2021-08-24,"TALLAPOOSA","16.5%"
"68496",2021-08-25,"TALLAPOOSA","16.7%"
"68497",2021-08-26,"TALLAPOOSA","16.8%"
"68498",2021-08-27,"TALLAPOOSA","15.9%"
"68499",2021-08-28,"TALLAPOOSA","16.1%"
"68500",2021-08-29,"TALLAPOOSA","15.4%"
"68501",2021-08-30,"TALLAPOOSA","15.6%"
"68502",2021-08-31,"TALLAPOOSA","17.1%"
"68503",2021-09-01,"TALLAPOOSA","16.4%"
"68504",2021-09-02,"TALLAPOOSA","15.7%"
"68505",2021-09-03,"TALLAPOOSA","15.5%"
"68506",2021-09-04,"TALLAPOOSA","15%"
"68507",2021-09-05,"TALLAPOOSA","15.5%"
"68508",2021-09-06,"TALLAPOOSA","16.5%"
"68509",2021-09-07,"TALLAPOOSA","15.2%"
"68510",2021-09-08,"TALLAPOOSA","15.8%"
"68511",2021-09-09,"TALLAPOOSA","15.7%"
"68512",2021-09-10,"TALLAPOOSA","15.6%"
"68513",2021-09-11,"TALLAPOOSA","15.8%"
"68514",2021-09-12,"TALLAPOOSA","15.2%"
"68515",2021-09-13,"TALLAPOOSA","13.3%"
"68516",2021-09-14,"TALLAPOOSA","13.9%"
"68517",2021-09-15,"TALLAPOOSA","12.7%"
"68518",2021-09-16,"TALLAPOOSA","11.5%"
"68519",2021-09-17,"TALLAPOOSA","11.6%"
"68520",2021-09-18,"TALLAPOOSA","10.7%"
"68521",2021-09-19,"TALLAPOOSA","10.9%"
"68522",2021-09-20,"TALLAPOOSA","11.6%"
"68523",2021-09-21,"TALLAPOOSA","11.9%"
"68524",2021-09-22,"TALLAPOOSA","11.5%"
"68525",2021-09-23,"TALLAPOOSA","12.6%"
"68526",2021-09-24,"TALLAPOOSA","12.2%"
"68527",2021-09-25,"TALLAPOOSA","13.2%"
"68528",2021-09-26,"TALLAPOOSA","12.4%"
"68529",2021-09-27,"TALLAPOOSA","13.8%"
"68530",2021-09-28,"TALLAPOOSA","11.2%"
"68531",2021-09-29,"TALLAPOOSA","11.4%"
"68532",2021-09-30,"TALLAPOOSA","11.6%"
"68533",2021-10-01,"TALLAPOOSA","11.8%"
"68534",2021-10-02,"TALLAPOOSA","11.6%"
"68535",2021-10-03,"TALLAPOOSA","12.6%"
"68536",2021-10-04,"TALLAPOOSA","11.6%"
"68537",2021-10-05,"TALLAPOOSA","14.3%"
"68538",2021-10-06,"TALLAPOOSA","14.9%"
"68539",2021-10-07,"TALLAPOOSA","15.2%"
"68540",2021-10-08,"TALLAPOOSA","14.9%"
"68541",2021-10-09,"TALLAPOOSA","15.3%"
"68542",2021-10-10,"TALLAPOOSA","15%"
"68543",2021-10-11,"TALLAPOOSA","13.7%"
"68544",2021-10-12,"TALLAPOOSA","12.9%"
"68545",2021-10-13,"TALLAPOOSA","11.2%"
"68546",2021-10-14,"TALLAPOOSA","9.9%"
"68547",2021-10-15,"TALLAPOOSA","10.1%"
"68548",2021-10-16,"TALLAPOOSA","9.4%"
"68549",2021-10-17,"TALLAPOOSA","8.4%"
"68550",2021-10-18,"TALLAPOOSA","7.9%"
"68551",2021-10-19,"TALLAPOOSA","7.2%"
"68552",2021-10-20,"TALLAPOOSA","7.5%"
"68553",2021-10-21,"TALLAPOOSA","7%"
"68554",2021-10-22,"TALLAPOOSA","6.3%"
"68555",2021-10-23,"TALLAPOOSA","5.6%"
"68556",2021-10-24,"TALLAPOOSA","5.8%"
"68557",2021-10-25,"TALLAPOOSA","6.6%"
"68558",2021-10-26,"TALLAPOOSA","7.1%"
"68559",2021-10-27,"TALLAPOOSA","5.1%"
"68560",2021-10-28,"TALLAPOOSA","5.5%"
"68561",2021-10-29,"TALLAPOOSA","5.3%"
"68562",2021-10-30,"TALLAPOOSA","5.3%"
"68563",2021-10-31,"TALLAPOOSA","4.9%"
"68564",2021-11-01,"TALLAPOOSA","3.2%"
"68565",2021-11-02,"TALLAPOOSA","2.8%"
"68566",2021-11-03,"TALLAPOOSA","3.5%"
"68567",2021-11-04,"TALLAPOOSA","3.1%"
"68568",2021-11-05,"TALLAPOOSA","3.1%"
"68569",2021-11-06,"TALLAPOOSA","3.6%"
"68570",2021-11-07,"TALLAPOOSA","4.3%"
"68571",2021-11-08,"TALLAPOOSA","5.6%"
"68572",2021-11-09,"TALLAPOOSA","5.8%"
"68573",2021-11-10,"TALLAPOOSA","5.7%"
"68574",2021-11-11,"TALLAPOOSA","6.6%"
"68575",2021-11-12,"TALLAPOOSA","6.4%"
"68576",2021-11-13,"TALLAPOOSA","5.8%"
"68577",2021-11-14,"TALLAPOOSA","5.1%"
"68578",2021-11-15,"TALLAPOOSA","4.1%"
"68579",2021-11-16,"TALLAPOOSA","3.8%"
"68580",2021-11-17,"TALLAPOOSA","3.6%"
"68581",2021-11-18,"TALLAPOOSA","2.6%"
"68582",2021-11-19,"TALLAPOOSA","3.1%"
"68583",2021-11-20,"TALLAPOOSA","3.3%"
"68584",2021-11-21,"TALLAPOOSA","4.4%"
"68585",2021-11-22,"TALLAPOOSA","5%"
"68586",2021-11-23,"TALLAPOOSA","4.5%"
"68587",2021-11-24,"TALLAPOOSA","5.5%"
"68588",2021-11-25,"TALLAPOOSA","5.5%"
"68589",2021-11-26,"TALLAPOOSA","5.5%"
"68590",2021-11-27,"TALLAPOOSA","5.3%"
"68591",2021-11-28,"TALLAPOOSA","5%"
"68592",2021-11-29,"TALLAPOOSA","4.4%"
"68593",2021-11-30,"TALLAPOOSA","5.5%"
"68594",2021-12-01,"TALLAPOOSA","4.6%"
"68595",2021-12-02,"TALLAPOOSA","4.7%"
"68596",2021-12-03,"TALLAPOOSA","4.1%"
"68597",2021-12-04,"TALLAPOOSA","4.1%"
"68598",2021-12-05,"TALLAPOOSA","3.2%"
"68599",2021-12-06,"TALLAPOOSA","2.8%"
"68600",2021-12-07,"TALLAPOOSA","2.5%"
"68601",2021-12-08,"TALLAPOOSA","2.6%"
"68602",2021-12-09,"TALLAPOOSA","4.3%"
"68603",2021-12-10,"TALLAPOOSA","5.5%"
"68604",2021-12-11,"TALLAPOOSA","6.8%"
"68605",2021-12-12,"TALLAPOOSA","8.4%"
"68606",2021-12-13,"TALLAPOOSA","9.3%"
"68607",2021-12-14,"TALLAPOOSA","10.6%"
"68608",2021-12-15,"TALLAPOOSA","11.6%"
"68609",2021-12-16,"TALLAPOOSA","11.3%"
"68610",2021-12-17,"TALLAPOOSA","10.6%"
"68611",2021-12-18,"TALLAPOOSA","10%"
"68612",2021-12-19,"TALLAPOOSA","9.5%"
"68613",2021-12-20,"TALLAPOOSA","7.5%"
"68614",2021-12-21,"TALLAPOOSA","7.5%"
"68615",2021-12-22,"TALLAPOOSA","7.5%"
"68616",2021-12-23,"TALLAPOOSA","9%"
"68617",2021-12-24,"TALLAPOOSA","10.2%"
"68618",2021-12-25,"TALLAPOOSA","10.8%"
"68619",2021-12-26,"TALLAPOOSA","12%"
"68620",2021-12-27,"TALLAPOOSA","16.6%"
"68621",2021-12-28,"TALLAPOOSA","17.8%"
"68622",2021-12-29,"TALLAPOOSA","20.5%"
"68623",2021-12-30,"TALLAPOOSA","20.6%"
"68624",2021-12-31,"TALLAPOOSA","21.1%"
"68625",2022-01-01,"TALLAPOOSA","21.5%"
"68626",2022-01-02,"TALLAPOOSA","22%"
"68627",2022-01-03,"TALLAPOOSA","22.2%"
"68628",2022-01-04,"TALLAPOOSA","25%"
"68629",2022-01-05,"TALLAPOOSA","26.6%"
"68630",2022-01-06,"TALLAPOOSA","26.1%"
"68631",2022-01-07,"TALLAPOOSA","26.5%"
"68632",2022-01-08,"TALLAPOOSA","26.2%"
"68633",2022-01-09,"TALLAPOOSA","25.5%"
"68634",2022-01-10,"TALLAPOOSA","29.3%"
"68635",2022-01-11,"TALLAPOOSA","29%"
"68636",2022-01-12,"TALLAPOOSA","29.9%"
"68637",2022-01-13,"TALLAPOOSA","31.8%"
"68638",2022-01-14,"TALLAPOOSA","31.6%"
"68639",2022-01-15,"TALLAPOOSA","32.4%"
"68640",2022-01-16,"TALLAPOOSA","32.3%"
"68641",2022-01-17,"TALLAPOOSA","31.9%"
"68642",2022-01-18,"TALLAPOOSA","32.2%"
"68643",2022-01-19,"TALLAPOOSA","33.9%"
"68644",2022-01-20,"TALLAPOOSA","33.3%"
"68645",2022-01-21,"TALLAPOOSA","33.9%"
"68646",2022-01-22,"TALLAPOOSA","33.3%"
"68647",2022-01-23,"TALLAPOOSA","33%"
"68648",2022-01-24,"TALLAPOOSA","31.5%"
"68649",2022-01-25,"TALLAPOOSA","28.2%"
"68650",2022-01-26,"TALLAPOOSA","24.4%"
"68651",2022-01-27,"TALLAPOOSA","23%"
"68652",2022-01-28,"TALLAPOOSA","20.6%"
"68653",2022-01-29,"TALLAPOOSA","19.7%"
"68654",2022-01-30,"TALLAPOOSA","20.7%"
"68655",2022-01-31,"TALLAPOOSA","20.1%"
"68656",2022-02-01,"TALLAPOOSA","20.5%"
"68657",2022-02-02,"TALLAPOOSA","19.9%"
"68658",2022-02-03,"TALLAPOOSA","18.9%"
"68659",2022-02-04,"TALLAPOOSA","19%"
"68660",2022-02-05,"TALLAPOOSA","19.3%"
"68661",2022-02-06,"TALLAPOOSA","18.2%"
"68662",2022-02-07,"TALLAPOOSA","17.4%"
"68663",2022-02-08,"TALLAPOOSA","16.3%"
"68664",2022-02-09,"TALLAPOOSA","15.7%"
"68665",2022-02-10,"TALLAPOOSA","14.9%"
"68666",2022-02-11,"TALLAPOOSA","14%"
"68667",2022-02-12,"TALLAPOOSA","13.1%"
"68668",2022-02-13,"TALLAPOOSA","13%"
"68669",2022-02-14,"TALLAPOOSA","9.5%"
"68670",2022-02-15,"TALLAPOOSA","9.8%"
"68671",2022-02-16,"TALLAPOOSA","8.7%"
"68672",2022-02-17,"TALLAPOOSA","8.4%"
"68673",2022-02-18,"TALLAPOOSA","8.1%"
"68674",2022-02-19,"TALLAPOOSA","8.3%"
"68675",2022-02-20,"TALLAPOOSA","8%"
"68676",2022-02-21,"TALLAPOOSA","8%"
"68677",2022-02-22,"TALLAPOOSA","7.4%"
"68678",2022-02-23,"TALLAPOOSA","7%"
"68679",2022-02-24,"TALLAPOOSA","6.6%"
"68680",2022-02-25,"TALLAPOOSA","6.4%"
"68681",2022-02-26,"TALLAPOOSA","5.8%"
"68682",2022-02-27,"TALLAPOOSA","5.5%"
"68683",2022-02-28,"TALLAPOOSA","4.5%"
"68684",2022-03-01,"TALLAPOOSA","4.2%"
"68685",2022-03-02,"TALLAPOOSA","3.2%"
"68686",2022-03-03,"TALLAPOOSA","3.1%"
"68687",2022-03-04,"TALLAPOOSA","3.2%"
"68688",2022-03-05,"TALLAPOOSA","2.8%"
"68689",2022-03-06,"TALLAPOOSA","2.8%"
"68690",2022-03-07,"TALLAPOOSA","3.3%"
"68691",2022-03-08,"TALLAPOOSA","3.5%"
"68692",2022-03-09,"TALLAPOOSA","3.5%"
"68693",2022-03-10,"TALLAPOOSA","3%"
"68694",2022-03-11,"TALLAPOOSA","2.4%"
"68695",2022-03-12,"TALLAPOOSA","2.4%"
"68696",2022-03-13,"TALLAPOOSA","1.8%"
"68697",2022-03-14,"TALLAPOOSA","1%"
"68698",2022-03-15,"TALLAPOOSA","0.3%"
"68699",2022-03-16,"TALLAPOOSA","0%"
"68700",2022-03-17,"TALLAPOOSA","0.3%"
"68701",2022-03-18,"TALLAPOOSA","0.3%"
"68702",2022-03-19,"TALLAPOOSA","0.6%"
"68703",2022-03-20,"TALLAPOOSA","0.6%"
"68704",2022-03-21,"TALLAPOOSA","1.1%"
"68705",2022-03-22,"TALLAPOOSA","1%"
"68706",2022-03-23,"TALLAPOOSA","1.3%"
"68707",2022-03-24,"TALLAPOOSA","1.6%"
"68708",2022-03-25,"TALLAPOOSA","1.9%"
"68709",2022-03-26,"TALLAPOOSA","1.6%"
"68710",2022-03-27,"TALLAPOOSA","1.6%"
"68711",2022-03-28,"TALLAPOOSA","1.4%"
"68712",2022-03-29,"TALLAPOOSA","1.7%"
"68713",2022-03-30,"TALLAPOOSA","1.4%"
"68714",2022-03-31,"TALLAPOOSA","1.2%"
"68715",2022-04-01,"TALLAPOOSA","1.2%"
"68716",2022-04-02,"TALLAPOOSA","1.6%"
"68717",2022-04-03,"TALLAPOOSA","1.6%"
"68718",2022-04-04,"TALLAPOOSA","1.5%"
"68719",2022-04-05,"TALLAPOOSA","1.5%"
"68720",2022-04-06,"TALLAPOOSA","1.9%"
"68721",2022-04-07,"TALLAPOOSA","2.3%"
"68722",2022-04-08,"TALLAPOOSA","2.9%"
"68723",2022-04-09,"TALLAPOOSA","2.5%"
"68724",2022-04-10,"TALLAPOOSA","2.8%"
"68725",2022-04-11,"TALLAPOOSA","3.1%"
"68726",2022-04-12,"TALLAPOOSA","4.5%"
"68727",2022-04-13,"TALLAPOOSA","4%"
"68728",2022-04-14,"TALLAPOOSA","3%"
"68729",2022-04-15,"TALLAPOOSA","2%"
"68730",2022-04-16,"TALLAPOOSA","2%"
"68731",2022-04-17,"TALLAPOOSA","1.7%"
"68732",2022-04-18,"TALLAPOOSA","1.7%"
"68733",2022-04-19,"TALLAPOOSA","0.8%"
"68734",2022-04-20,"TALLAPOOSA","1.4%"
"68735",2022-04-21,"TALLAPOOSA","1.8%"
"68736",2022-04-22,"TALLAPOOSA","2.4%"
"68737",2022-04-23,"TALLAPOOSA","2.4%"
"68738",2022-04-24,"TALLAPOOSA","2.4%"
"68739",2022-04-25,"TALLAPOOSA","2%"
"68740",2022-04-26,"TALLAPOOSA","2.2%"
"68741",2022-04-27,"TALLAPOOSA","1.8%"
"68742",2022-04-28,"TALLAPOOSA","1.6%"
"68743",2022-04-29,"TALLAPOOSA","1%"
"68744",2022-04-30,"TALLAPOOSA","1%"
"68745",2022-05-01,"TALLAPOOSA","1.4%"
"68746",2022-05-02,"TALLAPOOSA","1.4%"
"68747",2022-05-03,"TALLAPOOSA","2.2%"
"68748",2022-05-04,"TALLAPOOSA","2.1%"
"68749",2022-05-05,"TALLAPOOSA","2.6%"
"68750",2022-05-06,"TALLAPOOSA","4.3%"
"68751",2022-05-07,"TALLAPOOSA","4.3%"
"68752",2022-05-08,"TALLAPOOSA","4.4%"
"68753",2022-05-09,"TALLAPOOSA","4.4%"
"68754",2022-05-10,"TALLAPOOSA","4.1%"
"68755",2022-05-11,"TALLAPOOSA","4.2%"
"68756",2022-05-12,"TALLAPOOSA","4.4%"
"68757",2022-05-13,"TALLAPOOSA","4.6%"
"68758",2022-05-14,"TALLAPOOSA","4.8%"
"68759",2022-05-15,"TALLAPOOSA","5.3%"
"68760",2022-05-16,"TALLAPOOSA","5.4%"
"68761",2022-05-17,"TALLAPOOSA","5.7%"
"68762",2022-05-18,"TALLAPOOSA","6.1%"
"68763",2022-05-19,"TALLAPOOSA","5.2%"
"68764",2022-05-20,"TALLAPOOSA","3.7%"
"68765",2022-05-21,"TALLAPOOSA","3.7%"
"68766",2022-05-22,"TALLAPOOSA","3.7%"
"68767",2022-05-23,"TALLAPOOSA","3.7%"
"68768",2022-05-24,"TALLAPOOSA","3.6%"
"68769",2022-05-25,"TALLAPOOSA","2.8%"
"68770",2022-05-26,"TALLAPOOSA","3.6%"
"68771",2022-05-27,"TALLAPOOSA","4.3%"
"68772",2022-05-28,"TALLAPOOSA","4.8%"
"68773",2022-05-29,"TALLAPOOSA","4.9%"
"68774",2022-05-30,"TALLAPOOSA","4.9%"
"68775",2022-05-31,"TALLAPOOSA","5.1%"
"68776",2022-06-01,"TALLAPOOSA","8.2%"
"68777",2022-06-02,"TALLAPOOSA","9.1%"
"68778",2022-06-03,"TALLAPOOSA","8.6%"
"68779",2022-06-04,"TALLAPOOSA","8%"
"68780",2022-06-05,"TALLAPOOSA","7.7%"
"68781",2022-06-06,"TALLAPOOSA","8%"
"68782",2022-06-07,"TALLAPOOSA","8.2%"
"68783",2022-06-08,"TALLAPOOSA","6.8%"
"68784",2022-06-09,"TALLAPOOSA","6.1%"
"68785",2022-06-10,"TALLAPOOSA","5.9%"
"68786",2022-06-11,"TALLAPOOSA","6.9%"
"68787",2022-06-12,"TALLAPOOSA","7.4%"
"68788",2022-06-13,"TALLAPOOSA","7.2%"
"68789",2022-06-14,"TALLAPOOSA","7.1%"
"68790",2022-06-15,"TALLAPOOSA","9.4%"
"68791",2022-06-16,"TALLAPOOSA","11.5%"
"68792",2022-06-17,"TALLAPOOSA","13.1%"
"68793",2022-06-18,"TALLAPOOSA","13.7%"
"68794",2022-06-19,"TALLAPOOSA","14.3%"
"68795",2022-06-20,"TALLAPOOSA","16%"
"68796",2022-06-21,"TALLAPOOSA","17.1%"
"68797",2022-06-22,"TALLAPOOSA","17.4%"
"68798",2022-06-23,"TALLAPOOSA","16.8%"
"68799",2022-06-24,"TALLAPOOSA","19.3%"
"68800",2022-06-25,"TALLAPOOSA","19.6%"
"68801",2022-06-26,"TALLAPOOSA","19.8%"
"68802",2022-06-27,"TALLAPOOSA","21.4%"
"68803",2022-06-28,"TALLAPOOSA","22.4%"
"68804",2022-06-29,"TALLAPOOSA","22.2%"
"68805",2022-06-30,"TALLAPOOSA","23.8%"
"68806",2022-07-01,"TALLAPOOSA","19.2%"
"68807",2022-07-02,"TALLAPOOSA","19.6%"
"68808",2022-07-03,"TALLAPOOSA","19.3%"
"68809",2022-07-04,"TALLAPOOSA","20.1%"
"68810",2022-07-05,"TALLAPOOSA","20.9%"
"68811",2022-07-06,"TALLAPOOSA","21.4%"
"68812",2022-07-07,"TALLAPOOSA","21.1%"
"68813",2022-07-08,"TALLAPOOSA","22%"
"68814",2022-07-09,"TALLAPOOSA","22.6%"
"68815",2022-07-10,"TALLAPOOSA","22.9%"
"68816",2022-07-11,"TALLAPOOSA","21.2%"
"68817",2022-07-12,"TALLAPOOSA","21.6%"
"68818",2022-07-13,"TALLAPOOSA","21.1%"
"68819",2022-07-14,"TALLAPOOSA","20.7%"
"68820",2022-07-15,"TALLAPOOSA","21.6%"
"68821",2022-07-16,"TALLAPOOSA","21.8%"
"68822",2022-07-17,"TALLAPOOSA","22.1%"
"68823",2022-07-18,"TALLAPOOSA","23.5%"
"68824",2022-07-19,"TALLAPOOSA","24.8%"
"68825",2022-07-20,"TALLAPOOSA","26.4%"
"68826",2022-07-21,"TALLAPOOSA","25.2%"
"68827",2022-07-22,"TALLAPOOSA","24.9%"
"68828",2022-07-23,"TALLAPOOSA","24.5%"
"68829",2022-07-24,"TALLAPOOSA","24.8%"
"68830",2022-07-25,"TALLAPOOSA","23.9%"
"68831",2022-07-26,"TALLAPOOSA","22.1%"
"68832",2022-07-27,"TALLAPOOSA","20.5%"
"68833",2022-07-28,"TALLAPOOSA","20.5%"
"68834",2022-07-29,"TALLAPOOSA","20.9%"
"68835",2022-07-30,"TALLAPOOSA","21.4%"
"68836",2022-07-31,"TALLAPOOSA","21.7%"
"68837",2022-08-01,"TALLAPOOSA","20.8%"
"68838",2022-08-02,"TALLAPOOSA","20.9%"
"68839",2022-08-03,"TALLAPOOSA","20.8%"
"68840",2022-08-04,"TALLAPOOSA","22%"
"68841",2022-08-05,"TALLAPOOSA","21.8%"
"68842",2022-08-06,"TALLAPOOSA","20.9%"
"68843",2022-08-07,"TALLAPOOSA","21.3%"
"68844",2022-08-08,"TALLAPOOSA","23.1%"
"68845",2022-08-09,"TALLAPOOSA","24.4%"
"68846",2022-08-10,"TALLAPOOSA","26.1%"
"68847",2022-08-11,"TALLAPOOSA","24.9%"
"68848",2022-08-12,"TALLAPOOSA","23.8%"
"68849",2022-08-13,"TALLAPOOSA","23.3%"
"68850",2022-08-14,"TALLAPOOSA","21.7%"
"68851",2022-08-15,"TALLAPOOSA","21.1%"
"68852",2022-08-16,"TALLAPOOSA","20.7%"
"68853",2022-08-17,"TALLAPOOSA","20.1%"
"68854",2022-08-18,"TALLAPOOSA","19.7%"
"68855",2022-08-19,"TALLAPOOSA","21.2%"
"68856",2022-08-20,"TALLAPOOSA","20.6%"
"68857",2022-08-21,"TALLAPOOSA","20.7%"
"68858",2022-08-22,"TALLAPOOSA","19.9%"
"68859",2022-08-23,"TALLAPOOSA","18.4%"
"68860",2022-08-24,"TALLAPOOSA","20%"
"68861",2022-08-25,"TALLAPOOSA","20.8%"
"68862",2022-08-26,"TALLAPOOSA","20.8%"
"68863",2022-08-27,"TALLAPOOSA","21%"
"68864",2022-08-28,"TALLAPOOSA","22.7%"
"68865",2022-08-29,"TALLAPOOSA","24.8%"
"68866",2022-08-30,"TALLAPOOSA","26%"
"68867",2022-08-31,"TALLAPOOSA","23.6%"
"68868",2022-09-01,"TALLAPOOSA","23.1%"
"68869",2022-09-02,"TALLAPOOSA","22.9%"
"68870",2022-09-03,"TALLAPOOSA","23.5%"
"68871",2022-09-04,"TALLAPOOSA","22.7%"
"68872",2022-09-05,"TALLAPOOSA","21.6%"
