"","DtCaseOrDeathOrTest","Jurisdiction","NumCase"
"41132",2021-12-07,"JACKSON",10
"41133",2021-12-08,"JACKSON",13
"41134",2021-12-09,"JACKSON",11
"41135",2021-12-10,"JACKSON",8
"41136",2021-12-11,"JACKSON",6
"41137",2021-12-12,"JACKSON",6
"41138",2021-12-13,"JACKSON",8
"41139",2021-12-14,"JACKSON",14
"41140",2021-12-15,"JACKSON",16
"41141",2021-12-16,"JACKSON",13
"41142",2021-12-17,"JACKSON",15
"41143",2021-12-18,"JACKSON",4
"41144",2021-12-19,"JACKSON",15
"41145",2021-12-20,"JACKSON",20
"41146",2021-12-21,"JACKSON",17
"41147",2021-12-22,"JACKSON",19
"41148",2021-12-23,"JACKSON",20
"41149",2021-12-24,"JACKSON",14
"41150",2021-12-25,"JACKSON",7
"41151",2021-12-26,"JACKSON",14
"41152",2021-12-27,"JACKSON",41
"41153",2021-12-28,"JACKSON",58
"41154",2021-12-29,"JACKSON",61
"41155",2021-12-30,"JACKSON",49
"41156",2021-12-31,"JACKSON",26
"41157",2022-01-01,"JACKSON",33
"41158",2022-01-02,"JACKSON",43
"41159",2022-01-03,"JACKSON",81
"41160",2022-01-04,"JACKSON",100
"41161",2022-01-05,"JACKSON",87
"41162",2022-01-06,"JACKSON",61
"41163",2022-01-07,"JACKSON",74
"41164",2022-01-08,"JACKSON",71
"41165",2022-01-09,"JACKSON",62
"41166",2022-01-10,"JACKSON",155
"41167",2022-01-11,"JACKSON",146
"41168",2022-01-12,"JACKSON",152
"41169",2022-01-13,"JACKSON",181
"41170",2022-01-14,"JACKSON",176
"41171",2022-01-15,"JACKSON",82
"41172",2022-01-16,"JACKSON",53
"41173",2022-01-17,"JACKSON",242
"41174",2022-01-18,"JACKSON",275
"41175",2022-01-19,"JACKSON",219
"41176",2022-01-20,"JACKSON",174
"41177",2022-01-21,"JACKSON",149
"41178",2022-01-22,"JACKSON",74
"41179",2022-01-23,"JACKSON",51
"41180",2022-01-24,"JACKSON",222
"41181",2022-01-25,"JACKSON",152
"41182",2022-01-26,"JACKSON",112
"41183",2022-01-27,"JACKSON",93
"41184",2022-01-28,"JACKSON",79
"41185",2022-01-29,"JACKSON",40
"41186",2022-01-30,"JACKSON",36
"41187",2022-01-31,"JACKSON",132
"41188",2022-02-01,"JACKSON",79
"41189",2022-02-02,"JACKSON",82
"41190",2022-02-03,"JACKSON",79
"41191",2022-02-04,"JACKSON",38
"41192",2022-02-05,"JACKSON",10
"41193",2022-02-06,"JACKSON",24
"41194",2022-02-07,"JACKSON",53
"41195",2022-02-08,"JACKSON",44
"41196",2022-02-09,"JACKSON",31
"41197",2022-02-10,"JACKSON",17
"41198",2022-02-11,"JACKSON",21
"41199",2022-02-12,"JACKSON",5
"41200",2022-02-13,"JACKSON",4
"41201",2022-02-14,"JACKSON",17
"41202",2022-02-15,"JACKSON",17
"41203",2022-02-16,"JACKSON",16
"41204",2022-02-17,"JACKSON",12
"41205",2022-02-18,"JACKSON",9
"41206",2022-02-19,"JACKSON",3
"41207",2022-02-20,"JACKSON",5
"41208",2022-02-21,"JACKSON",6
"41209",2022-02-22,"JACKSON",11
"41210",2022-02-23,"JACKSON",4
"41211",2022-02-24,"JACKSON",5
"41212",2022-02-25,"JACKSON",3
"41213",2022-02-26,"JACKSON",2
"41214",2022-02-27,"JACKSON",5
"41215",2022-02-28,"JACKSON",2
"41216",2022-03-01,"JACKSON",1
"41217",2022-03-02,"JACKSON",6
"41218",2022-03-03,"JACKSON",5
"41219",2022-03-04,"JACKSON",5
"41220",2022-03-05,"JACKSON",2
"41221",2022-03-06,"JACKSON",2
"41222",2022-03-07,"JACKSON",4
"41223",2022-03-08,"JACKSON",0
"41224",2022-03-09,"JACKSON",1
"41225",2022-03-10,"JACKSON",3
"41226",2022-03-11,"JACKSON",3
"41227",2022-03-12,"JACKSON",0
"41228",2022-03-13,"JACKSON",1
"41229",2022-03-14,"JACKSON",1
"41230",2022-03-15,"JACKSON",1
"41231",2022-03-16,"JACKSON",0
"41232",2022-03-17,"JACKSON",1
"41233",2022-03-18,"JACKSON",1
"41234",2022-03-19,"JACKSON",2
"41235",2022-03-20,"JACKSON",1
"41236",2022-03-21,"JACKSON",3
"41237",2022-03-22,"JACKSON",0
"41238",2022-03-23,"JACKSON",3
"41239",2022-03-24,"JACKSON",0
"41240",2022-03-25,"JACKSON",1
"41241",2022-03-26,"JACKSON",1
"41242",2022-03-27,"JACKSON",1
"41243",2022-03-28,"JACKSON",0
"41244",2022-03-29,"JACKSON",0
"41245",2022-03-30,"JACKSON",0
"41246",2022-03-31,"JACKSON",0
"41247",2022-04-01,"JACKSON",1
"41248",2022-04-02,"JACKSON",0
"41249",2022-04-03,"JACKSON",1
"41250",2022-04-04,"JACKSON",0
"41251",2022-04-05,"JACKSON",1
"41252",2022-04-06,"JACKSON",1
"41253",2022-04-07,"JACKSON",1
"41254",2022-04-08,"JACKSON",0
"41255",2022-04-09,"JACKSON",0
"41256",2022-04-10,"JACKSON",0
"41257",2022-04-11,"JACKSON",1
"41258",2022-04-12,"JACKSON",1
"41259",2022-04-13,"JACKSON",0
"41260",2022-04-14,"JACKSON",1
"41261",2022-04-15,"JACKSON",1
"41262",2022-04-16,"JACKSON",0
"41263",2022-04-17,"JACKSON",0
"41264",2022-04-18,"JACKSON",0
"41265",2022-04-19,"JACKSON",1
"41266",2022-04-20,"JACKSON",2
"41267",2022-04-21,"JACKSON",3
"41268",2022-04-22,"JACKSON",1
"41269",2022-04-23,"JACKSON",1
"41270",2022-04-24,"JACKSON",0
"41271",2022-04-25,"JACKSON",3
"41272",2022-04-26,"JACKSON",1
"41273",2022-04-27,"JACKSON",0
"41274",2022-04-28,"JACKSON",2
"41275",2022-04-29,"JACKSON",1
"41276",2022-04-30,"JACKSON",0
"41277",2022-05-01,"JACKSON",0
"41278",2022-05-02,"JACKSON",0
"41279",2022-05-03,"JACKSON",0
"41280",2022-05-04,"JACKSON",1
"41281",2022-05-05,"JACKSON",2
"41282",2022-05-06,"JACKSON",1
"41283",2022-05-07,"JACKSON",2
"41284",2022-05-08,"JACKSON",0
"41285",2022-05-09,"JACKSON",3
"41286",2022-05-10,"JACKSON",6
"41287",2022-05-11,"JACKSON",2
"41288",2022-05-12,"JACKSON",0
"41289",2022-05-13,"JACKSON",2
"41290",2022-05-14,"JACKSON",1
"41291",2022-05-15,"JACKSON",3
"41292",2022-05-16,"JACKSON",5
"41293",2022-05-17,"JACKSON",3
"41294",2022-05-18,"JACKSON",6
"41295",2022-05-19,"JACKSON",2
"41296",2022-05-20,"JACKSON",3
"41297",2022-05-21,"JACKSON",1
"41298",2022-05-22,"JACKSON",3
"41299",2022-05-23,"JACKSON",8
"41300",2022-05-24,"JACKSON",8
"41301",2022-05-25,"JACKSON",5
"41302",2022-05-26,"JACKSON",8
"41303",2022-05-27,"JACKSON",7
"41304",2022-05-28,"JACKSON",6
"41305",2022-05-29,"JACKSON",5
"41306",2022-05-30,"JACKSON",3
"41307",2022-05-31,"JACKSON",12
"41308",2022-06-01,"JACKSON",10
"41309",2022-06-02,"JACKSON",11
"41310",2022-06-03,"JACKSON",7
"41311",2022-06-04,"JACKSON",5
"41312",2022-06-05,"JACKSON",4
"41313",2022-06-06,"JACKSON",8
"41314",2022-06-07,"JACKSON",5
"41315",2022-06-08,"JACKSON",9
"41316",2022-06-09,"JACKSON",10
"41317",2022-06-10,"JACKSON",9
"41318",2022-06-11,"JACKSON",7
"41319",2022-06-12,"JACKSON",5
"41320",2022-06-13,"JACKSON",5
"41321",2022-06-14,"JACKSON",15
"41322",2022-06-15,"JACKSON",8
"41323",2022-06-16,"JACKSON",12
"41324",2022-06-17,"JACKSON",7
"41325",2022-06-18,"JACKSON",3
"41326",2022-06-19,"JACKSON",9
"41327",2022-06-20,"JACKSON",15
"41328",2022-06-21,"JACKSON",5
"41329",2022-06-22,"JACKSON",10
"41330",2022-06-23,"JACKSON",12
"41331",2022-06-24,"JACKSON",14
"41332",2022-06-25,"JACKSON",7
"41333",2022-06-26,"JACKSON",4
"41334",2022-06-27,"JACKSON",14
"41335",2022-06-28,"JACKSON",23
"41336",2022-06-29,"JACKSON",11
"41337",2022-06-30,"JACKSON",10
"41338",2022-07-01,"JACKSON",17
"41339",2022-07-02,"JACKSON",13
"41340",2022-07-03,"JACKSON",12
"41341",2022-07-04,"JACKSON",2
"41342",2022-07-05,"JACKSON",34
"41343",2022-07-06,"JACKSON",32
"41344",2022-07-07,"JACKSON",22
"41345",2022-07-08,"JACKSON",23
"41346",2022-07-09,"JACKSON",17
"41347",2022-07-10,"JACKSON",14
"41348",2022-07-11,"JACKSON",31
"41349",2022-07-12,"JACKSON",22
"41350",2022-07-13,"JACKSON",21
"41351",2022-07-14,"JACKSON",23
"41352",2022-07-15,"JACKSON",14
"41353",2022-07-16,"JACKSON",11
"41354",2022-07-17,"JACKSON",17
"41355",2022-07-18,"JACKSON",35
"41356",2022-07-19,"JACKSON",22
"41357",2022-07-20,"JACKSON",28
"41358",2022-07-21,"JACKSON",26
"41359",2022-07-22,"JACKSON",29
"41360",2022-07-23,"JACKSON",13
"41361",2022-07-24,"JACKSON",16
"41362",2022-07-25,"JACKSON",37
"41363",2022-07-26,"JACKSON",17
"41364",2022-07-27,"JACKSON",19
"41365",2022-07-28,"JACKSON",40
"41366",2022-07-29,"JACKSON",19
"41367",2022-07-30,"JACKSON",12
"41368",2022-07-31,"JACKSON",14
"41369",2022-08-01,"JACKSON",28
"41370",2022-08-02,"JACKSON",19
"41371",2022-08-03,"JACKSON",30
"41372",2022-08-04,"JACKSON",24
"41373",2022-08-05,"JACKSON",16
"41374",2022-08-06,"JACKSON",13
"41375",2022-08-07,"JACKSON",5
"41376",2022-08-08,"JACKSON",18
"41377",2022-08-09,"JACKSON",32
"41378",2022-08-10,"JACKSON",39
"41379",2022-08-11,"JACKSON",28
"41380",2022-08-12,"JACKSON",23
"41381",2022-08-13,"JACKSON",17
"41382",2022-08-14,"JACKSON",14
"41383",2022-08-15,"JACKSON",31
"41384",2022-08-16,"JACKSON",41
"41385",2022-08-17,"JACKSON",20
"41386",2022-08-18,"JACKSON",30
"41387",2022-08-19,"JACKSON",20
"41388",2022-08-20,"JACKSON",10
"41389",2022-08-21,"JACKSON",17
"41390",2022-08-22,"JACKSON",45
"41391",2022-08-23,"JACKSON",27
"41392",2022-08-24,"JACKSON",18
"41393",2022-08-25,"JACKSON",12
"41394",2022-08-26,"JACKSON",19
"41395",2022-08-27,"JACKSON",21
"41396",2022-08-28,"JACKSON",20
"41397",2022-08-29,"JACKSON",25
"41398",2022-08-30,"JACKSON",8
"41399",2022-08-31,"JACKSON",15
"41400",2022-09-01,"JACKSON",15
"41401",2022-09-02,"JACKSON",14
"41402",2022-09-03,"JACKSON",6
"41403",2022-09-04,"JACKSON",8
"41404",2022-09-05,"JACKSON",11
"41405",2022-09-06,"JACKSON",19
"41406",2022-09-07,"JACKSON",17
"41407",2022-09-08,"JACKSON",16
"41408",2022-09-09,"JACKSON",7
"41409",2022-09-10,"JACKSON",1
"41410",2022-09-11,"JACKSON",5
"41411",2022-09-12,"JACKSON",8
"41412",2022-09-13,"JACKSON",13
"41413",2022-09-14,"JACKSON",8
"41414",2022-09-15,"JACKSON",7
"41415",2022-09-16,"JACKSON",6
"41416",2022-09-17,"JACKSON",1
"41417",2022-09-18,"JACKSON",2
"41418",2022-09-19,"JACKSON",7
"41419",2022-09-20,"JACKSON",6
"41420",2022-09-21,"JACKSON",2
"41421",2022-09-22,"JACKSON",5
"41422",2022-09-23,"JACKSON",15
"41423",2022-09-24,"JACKSON",5
"41424",2022-09-25,"JACKSON",3
"41425",2022-09-26,"JACKSON",5
"41426",2022-09-27,"JACKSON",5
"41427",2022-09-28,"JACKSON",8
"41428",2022-09-29,"JACKSON",5
"41429",2022-09-30,"JACKSON",6
"41430",2022-10-01,"JACKSON",1
"41431",2022-10-02,"JACKSON",3
"41432",2022-10-03,"JACKSON",11
"41433",2022-10-04,"JACKSON",1
"41434",2022-10-05,"JACKSON",4
"41435",2022-10-06,"JACKSON",6
"41436",2022-10-07,"JACKSON",1
"41437",2022-10-08,"JACKSON",5
"41438",2022-10-09,"JACKSON",3
"41439",2022-10-10,"JACKSON",3
"41440",2022-10-11,"JACKSON",3
"41441",2022-10-12,"JACKSON",15
"41442",2022-10-13,"JACKSON",7
"41443",2022-10-14,"JACKSON",9
"41444",2022-10-15,"JACKSON",1
"41445",2022-10-16,"JACKSON",6
"41446",2022-10-17,"JACKSON",15
"41447",2022-10-18,"JACKSON",5
"41448",2022-10-19,"JACKSON",6
"41449",2022-10-20,"JACKSON",2
"41450",2022-10-21,"JACKSON",5
"41451",2022-10-22,"JACKSON",1
"41452",2022-10-23,"JACKSON",1
"41453",2022-10-24,"JACKSON",7
"41454",2022-10-25,"JACKSON",2
"41455",2022-10-26,"JACKSON",5
"41456",2022-10-27,"JACKSON",3
"41457",2022-10-28,"JACKSON",4
"41458",2022-10-29,"JACKSON",1
"41459",2022-10-30,"JACKSON",3
"41460",2022-10-31,"JACKSON",4
"41461",2022-11-01,"JACKSON",7
"41462",2022-11-02,"JACKSON",5
"41463",2022-11-03,"JACKSON",7
"41464",2022-11-04,"JACKSON",8
"41465",2022-11-05,"JACKSON",3
"41466",2022-11-06,"JACKSON",3
"41467",2022-11-07,"JACKSON",9
"41468",2022-11-08,"JACKSON",3
"41469",2022-11-09,"JACKSON",5
"41470",2022-11-10,"JACKSON",5
"41471",2022-11-11,"JACKSON",7
"41472",2022-11-12,"JACKSON",3
"41473",2022-11-13,"JACKSON",1
"41474",2022-11-14,"JACKSON",10
"41475",2022-11-15,"JACKSON",6
"41476",2022-11-16,"JACKSON",3
"41477",2022-11-17,"JACKSON",7
"41478",2022-11-18,"JACKSON",8
"41479",2022-11-19,"JACKSON",0
"41480",2022-11-20,"JACKSON",1
"41481",2022-11-21,"JACKSON",10
"41482",2022-11-22,"JACKSON",9
"41483",2022-11-23,"JACKSON",6
"41484",2022-11-24,"JACKSON",2
"41485",2022-11-25,"JACKSON",18
"41486",2022-11-26,"JACKSON",5
"41487",2022-11-27,"JACKSON",5
"41488",2022-11-28,"JACKSON",17
"41489",2022-11-29,"JACKSON",8
"41490",2022-11-30,"JACKSON",10
"41491",2022-12-01,"JACKSON",8
"41492",2022-12-02,"JACKSON",8
"41493",2022-12-03,"JACKSON",5
"41494",2022-12-04,"JACKSON",5
"41495",2022-12-05,"JACKSON",14
"41496",2022-12-06,"JACKSON",14
"41497",2022-12-07,"JACKSON",12
"41498",2022-12-08,"JACKSON",15
"41499",2022-12-09,"JACKSON",10
"41500",2022-12-10,"JACKSON",4
"41501",2022-12-11,"JACKSON",19
"41502",2022-12-12,"JACKSON",20
"41503",2022-12-13,"JACKSON",10
"41504",2022-12-14,"JACKSON",10
"41505",2022-12-15,"JACKSON",14
"41506",2022-12-16,"JACKSON",5
"41507",2022-12-17,"JACKSON",6
"41508",2022-12-18,"JACKSON",18
"41509",2022-12-19,"JACKSON",25
"41510",2022-12-20,"JACKSON",25
"41511",2022-12-21,"JACKSON",22
"41512",2022-12-22,"JACKSON",9
"41513",2022-12-23,"JACKSON",13
"41514",2022-12-24,"JACKSON",9
"41515",2022-12-25,"JACKSON",9
"41516",2022-12-26,"JACKSON",32
"41517",2022-12-27,"JACKSON",23
"41518",2022-12-28,"JACKSON",28
"41519",2022-12-29,"JACKSON",18
"41520",2022-12-30,"JACKSON",25
"41521",2022-12-31,"JACKSON",6
"41522",2023-01-01,"JACKSON",3
"41523",2023-01-02,"JACKSON",24
"41524",2023-01-03,"JACKSON",28
"41525",2023-01-04,"JACKSON",21
"41526",2023-01-05,"JACKSON",13
"41527",2023-01-06,"JACKSON",17
"41528",2023-01-07,"JACKSON",5
"41529",2023-01-08,"JACKSON",0
"41530",2023-01-09,"JACKSON",24
"41531",2023-01-10,"JACKSON",13
"41532",2023-01-11,"JACKSON",22
"41533",2023-01-12,"JACKSON",9
"41534",2023-01-13,"JACKSON",12
"41535",2023-01-14,"JACKSON",6
"41536",2023-01-15,"JACKSON",6
"41537",2023-01-16,"JACKSON",19
"41538",2023-01-17,"JACKSON",11
"41539",2023-01-18,"JACKSON",9
"41540",2023-01-19,"JACKSON",11
"41541",2023-01-20,"JACKSON",10
"41542",2023-01-21,"JACKSON",9
"41543",2023-01-22,"JACKSON",9
"41544",2023-01-23,"JACKSON",16
"41545",2023-01-24,"JACKSON",27
"41546",2023-01-25,"JACKSON",21
"41547",2023-01-26,"JACKSON",10
"41548",2023-01-27,"JACKSON",7
"41549",2023-01-28,"JACKSON",9
"41550",2023-01-29,"JACKSON",3
"41551",2023-01-30,"JACKSON",6
"41552",2023-01-31,"JACKSON",12
"41553",2023-02-01,"JACKSON",9
"41554",2023-02-02,"JACKSON",12
"41555",2023-02-03,"JACKSON",8
"41556",2023-02-04,"JACKSON",4
"41557",2023-02-05,"JACKSON",2
"41558",2023-02-06,"JACKSON",17
"41559",2023-02-07,"JACKSON",14
"41560",2023-02-08,"JACKSON",8
"41561",2023-02-09,"JACKSON",7
"41562",2023-02-10,"JACKSON",6
"41563",2023-02-11,"JACKSON",2
"41564",2023-02-12,"JACKSON",4
"41565",2023-02-13,"JACKSON",13
"41566",2023-02-14,"JACKSON",8
"41567",2023-02-15,"JACKSON",13
"41568",2023-02-16,"JACKSON",6
"41569",2023-02-17,"JACKSON",10
"41570",2023-02-18,"JACKSON",7
"41571",2023-02-19,"JACKSON",4
"41572",2023-02-20,"JACKSON",5
"41573",2023-02-21,"JACKSON",8
"41574",2023-02-22,"JACKSON",5
"41575",2023-02-23,"JACKSON",5
"41576",2023-02-24,"JACKSON",9
"41577",2023-02-25,"JACKSON",2
"41578",2023-02-26,"JACKSON",3
"41579",2023-02-27,"JACKSON",4
"41580",2023-02-28,"JACKSON",0
"41581",2020-01-01,"JEFFERSON",0
"41582",2020-01-02,"JEFFERSON",0
"41583",2020-01-03,"JEFFERSON",0
"41584",2020-01-04,"JEFFERSON",0
"41585",2020-01-05,"JEFFERSON",0
"41586",2020-01-06,"JEFFERSON",1
"41587",2020-01-07,"JEFFERSON",0
"41588",2020-01-08,"JEFFERSON",0
"41589",2020-01-09,"JEFFERSON",0
"41590",2020-01-10,"JEFFERSON",0
"41591",2020-01-11,"JEFFERSON",0
"41592",2020-01-12,"JEFFERSON",0
"41593",2020-01-13,"JEFFERSON",0
"41594",2020-01-14,"JEFFERSON",0
"41595",2020-01-15,"JEFFERSON",1
"41596",2020-01-16,"JEFFERSON",0
"41597",2020-01-17,"JEFFERSON",0
"41598",2020-01-18,"JEFFERSON",0
"41599",2020-01-19,"JEFFERSON",0
"41600",2020-01-20,"JEFFERSON",0
"41601",2020-01-21,"JEFFERSON",0
"41602",2020-01-22,"JEFFERSON",0
"41603",2020-01-23,"JEFFERSON",0
"41604",2020-01-24,"JEFFERSON",0
"41605",2020-01-25,"JEFFERSON",0
"41606",2020-01-26,"JEFFERSON",0
"41607",2020-01-27,"JEFFERSON",0
"41608",2020-01-28,"JEFFERSON",0
"41609",2020-01-29,"JEFFERSON",0
"41610",2020-01-30,"JEFFERSON",0
"41611",2020-01-31,"JEFFERSON",0
"41612",2020-02-01,"JEFFERSON",1
"41613",2020-02-02,"JEFFERSON",0
"41614",2020-02-03,"JEFFERSON",0
"41615",2020-02-04,"JEFFERSON",0
"41616",2020-02-05,"JEFFERSON",0
"41617",2020-02-06,"JEFFERSON",0
"41618",2020-02-07,"JEFFERSON",0
"41619",2020-02-08,"JEFFERSON",0
"41620",2020-02-09,"JEFFERSON",0
"41621",2020-02-10,"JEFFERSON",0
"41622",2020-02-11,"JEFFERSON",0
"41623",2020-02-12,"JEFFERSON",0
"41624",2020-02-13,"JEFFERSON",0
"41625",2020-02-14,"JEFFERSON",0
"41626",2020-02-15,"JEFFERSON",0
"41627",2020-02-16,"JEFFERSON",0
"41628",2020-02-17,"JEFFERSON",3
"41629",2020-02-18,"JEFFERSON",0
"41630",2020-02-19,"JEFFERSON",0
"41631",2020-02-20,"JEFFERSON",0
"41632",2020-02-21,"JEFFERSON",0
"41633",2020-02-22,"JEFFERSON",0
"41634",2020-02-23,"JEFFERSON",1
"41635",2020-02-24,"JEFFERSON",1
"41636",2020-02-25,"JEFFERSON",0
"41637",2020-02-26,"JEFFERSON",0
"41638",2020-02-27,"JEFFERSON",0
"41639",2020-02-28,"JEFFERSON",1
"41640",2020-02-29,"JEFFERSON",1
"41641",2020-03-01,"JEFFERSON",1
"41642",2020-03-02,"JEFFERSON",1
"41643",2020-03-03,"JEFFERSON",2
"41644",2020-03-04,"JEFFERSON",2
"41645",2020-03-05,"JEFFERSON",1
"41646",2020-03-06,"JEFFERSON",3
"41647",2020-03-07,"JEFFERSON",3
"41648",2020-03-08,"JEFFERSON",3
"41649",2020-03-09,"JEFFERSON",8
"41650",2020-03-10,"JEFFERSON",8
"41651",2020-03-11,"JEFFERSON",5
"41652",2020-03-12,"JEFFERSON",7
"41653",2020-03-13,"JEFFERSON",19
"41654",2020-03-14,"JEFFERSON",21
"41655",2020-03-15,"JEFFERSON",16
"41656",2020-03-16,"JEFFERSON",30
"41657",2020-03-17,"JEFFERSON",33
"41658",2020-03-18,"JEFFERSON",29
"41659",2020-03-19,"JEFFERSON",32
"41660",2020-03-20,"JEFFERSON",42
"41661",2020-03-21,"JEFFERSON",29
"41662",2020-03-22,"JEFFERSON",30
"41663",2020-03-23,"JEFFERSON",43
"41664",2020-03-24,"JEFFERSON",25
"41665",2020-03-25,"JEFFERSON",26
"41666",2020-03-26,"JEFFERSON",26
"41667",2020-03-27,"JEFFERSON",34
"41668",2020-03-28,"JEFFERSON",21
"41669",2020-03-29,"JEFFERSON",19
"41670",2020-03-30,"JEFFERSON",38
"41671",2020-03-31,"JEFFERSON",25
"41672",2020-04-01,"JEFFERSON",19
"41673",2020-04-02,"JEFFERSON",16
"41674",2020-04-03,"JEFFERSON",10
"41675",2020-04-04,"JEFFERSON",9
"41676",2020-04-05,"JEFFERSON",9
"41677",2020-04-06,"JEFFERSON",19
"41678",2020-04-07,"JEFFERSON",21
"41679",2020-04-08,"JEFFERSON",13
"41680",2020-04-09,"JEFFERSON",15
"41681",2020-04-10,"JEFFERSON",8
"41682",2020-04-11,"JEFFERSON",5
"41683",2020-04-12,"JEFFERSON",3
"41684",2020-04-13,"JEFFERSON",12
"41685",2020-04-14,"JEFFERSON",7
"41686",2020-04-15,"JEFFERSON",10
"41687",2020-04-16,"JEFFERSON",11
"41688",2020-04-17,"JEFFERSON",8
"41689",2020-04-18,"JEFFERSON",9
"41690",2020-04-19,"JEFFERSON",8
"41691",2020-04-20,"JEFFERSON",39
"41692",2020-04-21,"JEFFERSON",39
"41693",2020-04-22,"JEFFERSON",26
"41694",2020-04-23,"JEFFERSON",17
"41695",2020-04-24,"JEFFERSON",14
"41696",2020-04-25,"JEFFERSON",27
"41697",2020-04-26,"JEFFERSON",14
"41698",2020-04-27,"JEFFERSON",28
"41699",2020-04-28,"JEFFERSON",20
"41700",2020-04-29,"JEFFERSON",15
"41701",2020-04-30,"JEFFERSON",17
"41702",2020-05-01,"JEFFERSON",40
"41703",2020-05-02,"JEFFERSON",10
"41704",2020-05-03,"JEFFERSON",10
"41705",2020-05-04,"JEFFERSON",35
"41706",2020-05-05,"JEFFERSON",25
"41707",2020-05-06,"JEFFERSON",19
"41708",2020-05-07,"JEFFERSON",26
"41709",2020-05-08,"JEFFERSON",32
"41710",2020-05-09,"JEFFERSON",17
"41711",2020-05-10,"JEFFERSON",15
"41712",2020-05-11,"JEFFERSON",45
"41713",2020-05-12,"JEFFERSON",39
"41714",2020-05-13,"JEFFERSON",45
"41715",2020-05-14,"JEFFERSON",35
"41716",2020-05-15,"JEFFERSON",43
"41717",2020-05-16,"JEFFERSON",27
"41718",2020-05-17,"JEFFERSON",27
"41719",2020-05-18,"JEFFERSON",48
"41720",2020-05-19,"JEFFERSON",47
"41721",2020-05-20,"JEFFERSON",54
"41722",2020-05-21,"JEFFERSON",46
"41723",2020-05-22,"JEFFERSON",25
"41724",2020-05-23,"JEFFERSON",24
"41725",2020-05-24,"JEFFERSON",25
"41726",2020-05-25,"JEFFERSON",35
"41727",2020-05-26,"JEFFERSON",41
"41728",2020-05-27,"JEFFERSON",48
"41729",2020-05-28,"JEFFERSON",50
"41730",2020-05-29,"JEFFERSON",53
"41731",2020-05-30,"JEFFERSON",53
"41732",2020-05-31,"JEFFERSON",32
"41733",2020-06-01,"JEFFERSON",55
"41734",2020-06-02,"JEFFERSON",33
"41735",2020-06-03,"JEFFERSON",60
"41736",2020-06-04,"JEFFERSON",45
"41737",2020-06-05,"JEFFERSON",60
"41738",2020-06-06,"JEFFERSON",50
"41739",2020-06-07,"JEFFERSON",33
"41740",2020-06-08,"JEFFERSON",77
"41741",2020-06-09,"JEFFERSON",82
"41742",2020-06-10,"JEFFERSON",82
"41743",2020-06-11,"JEFFERSON",68
"41744",2020-06-12,"JEFFERSON",66
"41745",2020-06-13,"JEFFERSON",35
"41746",2020-06-14,"JEFFERSON",47
"41747",2020-06-15,"JEFFERSON",111
"41748",2020-06-16,"JEFFERSON",101
"41749",2020-06-17,"JEFFERSON",111
"41750",2020-06-18,"JEFFERSON",119
"41751",2020-06-19,"JEFFERSON",128
"41752",2020-06-20,"JEFFERSON",114
"41753",2020-06-21,"JEFFERSON",129
"41754",2020-06-22,"JEFFERSON",184
"41755",2020-06-23,"JEFFERSON",219
"41756",2020-06-24,"JEFFERSON",215
"41757",2020-06-25,"JEFFERSON",181
"41758",2020-06-26,"JEFFERSON",192
"41759",2020-06-27,"JEFFERSON",135
"41760",2020-06-28,"JEFFERSON",126
"41761",2020-06-29,"JEFFERSON",227
"41762",2020-06-30,"JEFFERSON",247
"41763",2020-07-01,"JEFFERSON",204
"41764",2020-07-02,"JEFFERSON",239
"41765",2020-07-03,"JEFFERSON",199
"41766",2020-07-04,"JEFFERSON",75
"41767",2020-07-05,"JEFFERSON",118
"41768",2020-07-06,"JEFFERSON",321
"41769",2020-07-07,"JEFFERSON",401
"41770",2020-07-08,"JEFFERSON",351
"41771",2020-07-09,"JEFFERSON",302
"41772",2020-07-10,"JEFFERSON",319
"41773",2020-07-11,"JEFFERSON",161
"41774",2020-07-12,"JEFFERSON",174
"41775",2020-07-13,"JEFFERSON",367
"41776",2020-07-14,"JEFFERSON",307
"41777",2020-07-15,"JEFFERSON",301
"41778",2020-07-16,"JEFFERSON",333
"41779",2020-07-17,"JEFFERSON",236
"41780",2020-07-18,"JEFFERSON",175
"41781",2020-07-19,"JEFFERSON",121
"41782",2020-07-20,"JEFFERSON",289
"41783",2020-07-21,"JEFFERSON",255
"41784",2020-07-22,"JEFFERSON",242
"41785",2020-07-23,"JEFFERSON",259
"41786",2020-07-24,"JEFFERSON",183
"41787",2020-07-25,"JEFFERSON",113
"41788",2020-07-26,"JEFFERSON",76
"41789",2020-07-27,"JEFFERSON",225
"41790",2020-07-28,"JEFFERSON",244
"41791",2020-07-29,"JEFFERSON",205
"41792",2020-07-30,"JEFFERSON",220
"41793",2020-07-31,"JEFFERSON",156
"41794",2020-08-01,"JEFFERSON",126
"41795",2020-08-02,"JEFFERSON",140
"41796",2020-08-03,"JEFFERSON",251
"41797",2020-08-04,"JEFFERSON",234
"41798",2020-08-05,"JEFFERSON",216
"41799",2020-08-06,"JEFFERSON",204
"41800",2020-08-07,"JEFFERSON",164
"41801",2020-08-08,"JEFFERSON",83
"41802",2020-08-09,"JEFFERSON",90
"41803",2020-08-10,"JEFFERSON",212
"41804",2020-08-11,"JEFFERSON",165
"41805",2020-08-12,"JEFFERSON",177
"41806",2020-08-13,"JEFFERSON",146
