"","DtCaseOrDeathOrTest","Jurisdiction","NumCase"
"1",2020-01-01,"AUTAUGA",0
"2",2020-01-02,"AUTAUGA",0
"3",2020-01-03,"AUTAUGA",0
"4",2020-01-04,"AUTAUGA",0
"5",2020-01-05,"AUTAUGA",0
"6",2020-01-06,"AUTAUGA",0
"7",2020-01-07,"AUTAUGA",0
"8",2020-01-08,"AUTAUGA",0
"9",2020-01-09,"AUTAUGA",0
"10",2020-01-10,"AUTAUGA",0
"11",2020-01-11,"AUTAUGA",0
"12",2020-01-12,"AUTAUGA",0
"13",2020-01-13,"AUTAUGA",0
"14",2020-01-14,"AUTAUGA",0
"15",2020-01-15,"AUTAUGA",0
"16",2020-01-16,"AUTAUGA",0
"17",2020-01-17,"AUTAUGA",0
"18",2020-01-18,"AUTAUGA",0
"19",2020-01-19,"AUTAUGA",0
"20",2020-01-20,"AUTAUGA",0
"21",2020-01-21,"AUTAUGA",0
"22",2020-01-22,"AUTAUGA",0
"23",2020-01-23,"AUTAUGA",0
"24",2020-01-24,"AUTAUGA",0
"25",2020-01-25,"AUTAUGA",0
"26",2020-01-26,"AUTAUGA",0
"27",2020-01-27,"AUTAUGA",0
"28",2020-01-28,"AUTAUGA",0
"29",2020-01-29,"AUTAUGA",0
"30",2020-01-30,"AUTAUGA",0
"31",2020-01-31,"AUTAUGA",0
"32",2020-02-01,"AUTAUGA",0
"33",2020-02-02,"AUTAUGA",0
"34",2020-02-03,"AUTAUGA",1
"35",2020-02-04,"AUTAUGA",0
"36",2020-02-05,"AUTAUGA",0
"37",2020-02-06,"AUTAUGA",0
"38",2020-02-07,"AUTAUGA",0
"39",2020-02-08,"AUTAUGA",0
"40",2020-02-09,"AUTAUGA",0
"41",2020-02-10,"AUTAUGA",0
"42",2020-02-11,"AUTAUGA",0
"43",2020-02-12,"AUTAUGA",0
"44",2020-02-13,"AUTAUGA",0
"45",2020-02-14,"AUTAUGA",0
"46",2020-02-15,"AUTAUGA",0
"47",2020-02-16,"AUTAUGA",0
"48",2020-02-17,"AUTAUGA",0
"49",2020-02-18,"AUTAUGA",0
"50",2020-02-19,"AUTAUGA",0
"51",2020-02-20,"AUTAUGA",0
"52",2020-02-21,"AUTAUGA",0
"53",2020-02-22,"AUTAUGA",0
"54",2020-02-23,"AUTAUGA",0
"55",2020-02-24,"AUTAUGA",0
"56",2020-02-25,"AUTAUGA",0
"57",2020-02-26,"AUTAUGA",0
"58",2020-02-27,"AUTAUGA",1
"59",2020-02-28,"AUTAUGA",0
"60",2020-02-29,"AUTAUGA",0
"61",2020-03-01,"AUTAUGA",0
"62",2020-03-02,"AUTAUGA",0
"63",2020-03-03,"AUTAUGA",0
"64",2020-03-04,"AUTAUGA",0
"65",2020-03-05,"AUTAUGA",0
"66",2020-03-06,"AUTAUGA",0
"67",2020-03-07,"AUTAUGA",0
"68",2020-03-08,"AUTAUGA",0
"69",2020-03-09,"AUTAUGA",0
"70",2020-03-10,"AUTAUGA",0
"71",2020-03-11,"AUTAUGA",0
"72",2020-03-12,"AUTAUGA",0
"73",2020-03-13,"AUTAUGA",1
"74",2020-03-14,"AUTAUGA",0
"75",2020-03-15,"AUTAUGA",0
"76",2020-03-16,"AUTAUGA",1
"77",2020-03-17,"AUTAUGA",0
"78",2020-03-18,"AUTAUGA",1
"79",2020-03-19,"AUTAUGA",1
"80",2020-03-20,"AUTAUGA",1
"81",2020-03-21,"AUTAUGA",0
"82",2020-03-22,"AUTAUGA",1
"83",2020-03-23,"AUTAUGA",0
"84",2020-03-24,"AUTAUGA",2
"85",2020-03-25,"AUTAUGA",1
"86",2020-03-26,"AUTAUGA",1
"87",2020-03-27,"AUTAUGA",2
"88",2020-03-28,"AUTAUGA",2
"89",2020-03-29,"AUTAUGA",1
"90",2020-03-30,"AUTAUGA",3
"91",2020-03-31,"AUTAUGA",1
"92",2020-04-01,"AUTAUGA",3
"93",2020-04-02,"AUTAUGA",0
"94",2020-04-03,"AUTAUGA",1
"95",2020-04-04,"AUTAUGA",1
"96",2020-04-05,"AUTAUGA",0
"97",2020-04-06,"AUTAUGA",0
"98",2020-04-07,"AUTAUGA",0
"99",2020-04-08,"AUTAUGA",1
"100",2020-04-09,"AUTAUGA",1
"101",2020-04-10,"AUTAUGA",1
"102",2020-04-11,"AUTAUGA",1
"103",2020-04-12,"AUTAUGA",0
"104",2020-04-13,"AUTAUGA",3
"105",2020-04-14,"AUTAUGA",2
"106",2020-04-15,"AUTAUGA",0
"107",2020-04-16,"AUTAUGA",0
"108",2020-04-17,"AUTAUGA",0
"109",2020-04-18,"AUTAUGA",2
"110",2020-04-19,"AUTAUGA",1
"111",2020-04-20,"AUTAUGA",1
"112",2020-04-21,"AUTAUGA",3
"113",2020-04-22,"AUTAUGA",2
"114",2020-04-23,"AUTAUGA",1
"115",2020-04-24,"AUTAUGA",2
"116",2020-04-25,"AUTAUGA",1
"117",2020-04-26,"AUTAUGA",2
"118",2020-04-27,"AUTAUGA",5
"119",2020-04-28,"AUTAUGA",7
"120",2020-04-29,"AUTAUGA",1
"121",2020-04-30,"AUTAUGA",4
"122",2020-05-01,"AUTAUGA",6
"123",2020-05-02,"AUTAUGA",2
"124",2020-05-03,"AUTAUGA",1
"125",2020-05-04,"AUTAUGA",4
"126",2020-05-05,"AUTAUGA",8
"127",2020-05-06,"AUTAUGA",14
"128",2020-05-07,"AUTAUGA",4
"129",2020-05-08,"AUTAUGA",8
"130",2020-05-09,"AUTAUGA",4
"131",2020-05-10,"AUTAUGA",5
"132",2020-05-11,"AUTAUGA",12
"133",2020-05-12,"AUTAUGA",5
"134",2020-05-13,"AUTAUGA",4
"135",2020-05-14,"AUTAUGA",9
"136",2020-05-15,"AUTAUGA",5
"137",2020-05-16,"AUTAUGA",3
"138",2020-05-17,"AUTAUGA",8
"139",2020-05-18,"AUTAUGA",11
"140",2020-05-19,"AUTAUGA",12
"141",2020-05-20,"AUTAUGA",6
"142",2020-05-21,"AUTAUGA",11
"143",2020-05-22,"AUTAUGA",5
"144",2020-05-23,"AUTAUGA",9
"145",2020-05-24,"AUTAUGA",4
"146",2020-05-25,"AUTAUGA",5
"147",2020-05-26,"AUTAUGA",10
"148",2020-05-27,"AUTAUGA",17
"149",2020-05-28,"AUTAUGA",9
"150",2020-05-29,"AUTAUGA",8
"151",2020-05-30,"AUTAUGA",6
"152",2020-05-31,"AUTAUGA",8
"153",2020-06-01,"AUTAUGA",18
"154",2020-06-02,"AUTAUGA",8
"155",2020-06-03,"AUTAUGA",10
"156",2020-06-04,"AUTAUGA",9
"157",2020-06-05,"AUTAUGA",12
"158",2020-06-06,"AUTAUGA",10
"159",2020-06-07,"AUTAUGA",7
"160",2020-06-08,"AUTAUGA",17
"161",2020-06-09,"AUTAUGA",9
"162",2020-06-10,"AUTAUGA",17
"163",2020-06-11,"AUTAUGA",14
"164",2020-06-12,"AUTAUGA",16
"165",2020-06-13,"AUTAUGA",14
"166",2020-06-14,"AUTAUGA",13
"167",2020-06-15,"AUTAUGA",21
"168",2020-06-16,"AUTAUGA",17
"169",2020-06-17,"AUTAUGA",13
"170",2020-06-18,"AUTAUGA",13
"171",2020-06-19,"AUTAUGA",11
"172",2020-06-20,"AUTAUGA",5
"173",2020-06-21,"AUTAUGA",14
"174",2020-06-22,"AUTAUGA",10
"175",2020-06-23,"AUTAUGA",15
"176",2020-06-24,"AUTAUGA",20
"177",2020-06-25,"AUTAUGA",13
"178",2020-06-26,"AUTAUGA",11
"179",2020-06-27,"AUTAUGA",12
"180",2020-06-28,"AUTAUGA",6
"181",2020-06-29,"AUTAUGA",23
"182",2020-06-30,"AUTAUGA",20
"183",2020-07-01,"AUTAUGA",16
"184",2020-07-02,"AUTAUGA",27
"185",2020-07-03,"AUTAUGA",5
"186",2020-07-04,"AUTAUGA",3
"187",2020-07-05,"AUTAUGA",5
"188",2020-07-06,"AUTAUGA",31
"189",2020-07-07,"AUTAUGA",33
"190",2020-07-08,"AUTAUGA",24
"191",2020-07-09,"AUTAUGA",21
"192",2020-07-10,"AUTAUGA",18
"193",2020-07-11,"AUTAUGA",11
"194",2020-07-12,"AUTAUGA",13
"195",2020-07-13,"AUTAUGA",31
"196",2020-07-14,"AUTAUGA",22
"197",2020-07-15,"AUTAUGA",27
"198",2020-07-16,"AUTAUGA",21
"199",2020-07-17,"AUTAUGA",22
"200",2020-07-18,"AUTAUGA",8
"201",2020-07-19,"AUTAUGA",7
"202",2020-07-20,"AUTAUGA",24
"203",2020-07-21,"AUTAUGA",30
"204",2020-07-22,"AUTAUGA",18
"205",2020-07-23,"AUTAUGA",14
"206",2020-07-24,"AUTAUGA",11
"207",2020-07-25,"AUTAUGA",12
"208",2020-07-26,"AUTAUGA",8
"209",2020-07-27,"AUTAUGA",20
"210",2020-07-28,"AUTAUGA",15
"211",2020-07-29,"AUTAUGA",31
"212",2020-07-30,"AUTAUGA",24
"213",2020-07-31,"AUTAUGA",11
"214",2020-08-01,"AUTAUGA",11
"215",2020-08-02,"AUTAUGA",11
"216",2020-08-03,"AUTAUGA",19
"217",2020-08-04,"AUTAUGA",16
"218",2020-08-05,"AUTAUGA",14
"219",2020-08-06,"AUTAUGA",12
"220",2020-08-07,"AUTAUGA",13
"221",2020-08-08,"AUTAUGA",4
"222",2020-08-09,"AUTAUGA",7
"223",2020-08-10,"AUTAUGA",13
"224",2020-08-11,"AUTAUGA",8
"225",2020-08-12,"AUTAUGA",7
"226",2020-08-13,"AUTAUGA",7
"227",2020-08-14,"AUTAUGA",12
"228",2020-08-15,"AUTAUGA",4
"229",2020-08-16,"AUTAUGA",8
"230",2020-08-17,"AUTAUGA",6
"231",2020-08-18,"AUTAUGA",10
"232",2020-08-19,"AUTAUGA",15
"233",2020-08-20,"AUTAUGA",12
"234",2020-08-21,"AUTAUGA",15
"235",2020-08-22,"AUTAUGA",8
"236",2020-08-23,"AUTAUGA",7
"237",2020-08-24,"AUTAUGA",12
"238",2020-08-25,"AUTAUGA",11
"239",2020-08-26,"AUTAUGA",14
"240",2020-08-27,"AUTAUGA",5
"241",2020-08-28,"AUTAUGA",16
"242",2020-08-29,"AUTAUGA",8
"243",2020-08-30,"AUTAUGA",8
"244",2020-08-31,"AUTAUGA",11
"245",2020-09-01,"AUTAUGA",10
"246",2020-09-02,"AUTAUGA",15
"247",2020-09-03,"AUTAUGA",9
"248",2020-09-04,"AUTAUGA",11
"249",2020-09-05,"AUTAUGA",7
"250",2020-09-06,"AUTAUGA",12
"251",2020-09-07,"AUTAUGA",10
"252",2020-09-08,"AUTAUGA",20
"253",2020-09-09,"AUTAUGA",17
"254",2020-09-10,"AUTAUGA",14
"255",2020-09-11,"AUTAUGA",15
"256",2020-09-12,"AUTAUGA",7
"257",2020-09-13,"AUTAUGA",10
"258",2020-09-14,"AUTAUGA",16
"259",2020-09-15,"AUTAUGA",10
"260",2020-09-16,"AUTAUGA",14
"261",2020-09-17,"AUTAUGA",14
"262",2020-09-18,"AUTAUGA",13
"263",2020-09-19,"AUTAUGA",7
"264",2020-09-20,"AUTAUGA",4
"265",2020-09-21,"AUTAUGA",18
"266",2020-09-22,"AUTAUGA",6
"267",2020-09-23,"AUTAUGA",9
"268",2020-09-24,"AUTAUGA",11
"269",2020-09-25,"AUTAUGA",10
"270",2020-09-26,"AUTAUGA",4
"271",2020-09-27,"AUTAUGA",7
"272",2020-09-28,"AUTAUGA",10
"273",2020-09-29,"AUTAUGA",12
"274",2020-09-30,"AUTAUGA",10
"275",2020-10-01,"AUTAUGA",5
"276",2020-10-02,"AUTAUGA",13
"277",2020-10-03,"AUTAUGA",9
"278",2020-10-04,"AUTAUGA",7
"279",2020-10-05,"AUTAUGA",15
"280",2020-10-06,"AUTAUGA",19
"281",2020-10-07,"AUTAUGA",16
"282",2020-10-08,"AUTAUGA",13
"283",2020-10-09,"AUTAUGA",8
"284",2020-10-10,"AUTAUGA",6
"285",2020-10-11,"AUTAUGA",9
"286",2020-10-12,"AUTAUGA",20
"287",2020-10-13,"AUTAUGA",11
"288",2020-10-14,"AUTAUGA",16
"289",2020-10-15,"AUTAUGA",11
"290",2020-10-16,"AUTAUGA",3
"291",2020-10-17,"AUTAUGA",8
"292",2020-10-18,"AUTAUGA",10
"293",2020-10-19,"AUTAUGA",11
"294",2020-10-20,"AUTAUGA",9
"295",2020-10-21,"AUTAUGA",6
"296",2020-10-22,"AUTAUGA",16
"297",2020-10-23,"AUTAUGA",26
"298",2020-10-24,"AUTAUGA",7
"299",2020-10-25,"AUTAUGA",19
"300",2020-10-26,"AUTAUGA",16
"301",2020-10-27,"AUTAUGA",16
"302",2020-10-28,"AUTAUGA",18
"303",2020-10-29,"AUTAUGA",13
"304",2020-10-30,"AUTAUGA",21
"305",2020-10-31,"AUTAUGA",13
"306",2020-11-01,"AUTAUGA",12
"307",2020-11-02,"AUTAUGA",19
"308",2020-11-03,"AUTAUGA",9
"309",2020-11-04,"AUTAUGA",24
"310",2020-11-05,"AUTAUGA",21
"311",2020-11-06,"AUTAUGA",22
"312",2020-11-07,"AUTAUGA",14
"313",2020-11-08,"AUTAUGA",16
"314",2020-11-09,"AUTAUGA",34
"315",2020-11-10,"AUTAUGA",30
"316",2020-11-11,"AUTAUGA",35
"317",2020-11-12,"AUTAUGA",23
"318",2020-11-13,"AUTAUGA",26
"319",2020-11-14,"AUTAUGA",27
"320",2020-11-15,"AUTAUGA",19
"321",2020-11-16,"AUTAUGA",35
"322",2020-11-17,"AUTAUGA",28
"323",2020-11-18,"AUTAUGA",22
"324",2020-11-19,"AUTAUGA",31
"325",2020-11-20,"AUTAUGA",21
"326",2020-11-21,"AUTAUGA",25
"327",2020-11-22,"AUTAUGA",25
"328",2020-11-23,"AUTAUGA",37
"329",2020-11-24,"AUTAUGA",36
"330",2020-11-25,"AUTAUGA",25
"331",2020-11-26,"AUTAUGA",3
"332",2020-11-27,"AUTAUGA",42
"333",2020-11-28,"AUTAUGA",22
"334",2020-11-29,"AUTAUGA",44
"335",2020-11-30,"AUTAUGA",45
"336",2020-12-01,"AUTAUGA",51
"337",2020-12-02,"AUTAUGA",39
"338",2020-12-03,"AUTAUGA",39
"339",2020-12-04,"AUTAUGA",43
"340",2020-12-05,"AUTAUGA",21
"341",2020-12-06,"AUTAUGA",32
"342",2020-12-07,"AUTAUGA",72
"343",2020-12-08,"AUTAUGA",51
"344",2020-12-09,"AUTAUGA",45
"345",2020-12-10,"AUTAUGA",49
"346",2020-12-11,"AUTAUGA",40
"347",2020-12-12,"AUTAUGA",42
"348",2020-12-13,"AUTAUGA",57
"349",2020-12-14,"AUTAUGA",99
"350",2020-12-15,"AUTAUGA",55
"351",2020-12-16,"AUTAUGA",77
"352",2020-12-17,"AUTAUGA",52
"353",2020-12-18,"AUTAUGA",45
"354",2020-12-19,"AUTAUGA",52
"355",2020-12-20,"AUTAUGA",50
"356",2020-12-21,"AUTAUGA",76
"357",2020-12-22,"AUTAUGA",72
"358",2020-12-23,"AUTAUGA",56
"359",2020-12-24,"AUTAUGA",37
"360",2020-12-25,"AUTAUGA",16
"361",2020-12-26,"AUTAUGA",43
"362",2020-12-27,"AUTAUGA",70
"363",2020-12-28,"AUTAUGA",74
"364",2020-12-29,"AUTAUGA",81
"365",2020-12-30,"AUTAUGA",65
"366",2020-12-31,"AUTAUGA",71
"367",2021-01-01,"AUTAUGA",42
"368",2021-01-02,"AUTAUGA",58
"369",2021-01-03,"AUTAUGA",65
"370",2021-01-04,"AUTAUGA",103
"371",2021-01-05,"AUTAUGA",92
"372",2021-01-06,"AUTAUGA",63
"373",2021-01-07,"AUTAUGA",64
"374",2021-01-08,"AUTAUGA",45
"375",2021-01-09,"AUTAUGA",32
"376",2021-01-10,"AUTAUGA",21
"377",2021-01-11,"AUTAUGA",77
"378",2021-01-12,"AUTAUGA",44
"379",2021-01-13,"AUTAUGA",62
"380",2021-01-14,"AUTAUGA",35
"381",2021-01-15,"AUTAUGA",43
"382",2021-01-16,"AUTAUGA",33
"383",2021-01-17,"AUTAUGA",14
"384",2021-01-18,"AUTAUGA",39
"385",2021-01-19,"AUTAUGA",43
"386",2021-01-20,"AUTAUGA",31
"387",2021-01-21,"AUTAUGA",33
"388",2021-01-22,"AUTAUGA",41
"389",2021-01-23,"AUTAUGA",32
"390",2021-01-24,"AUTAUGA",24
"391",2021-01-25,"AUTAUGA",39
"392",2021-01-26,"AUTAUGA",52
"393",2021-01-27,"AUTAUGA",45
"394",2021-01-28,"AUTAUGA",29
"395",2021-01-29,"AUTAUGA",33
"396",2021-01-30,"AUTAUGA",21
"397",2021-01-31,"AUTAUGA",10
"398",2021-02-01,"AUTAUGA",35
"399",2021-02-02,"AUTAUGA",34
"400",2021-02-03,"AUTAUGA",23
"401",2021-02-04,"AUTAUGA",33
"402",2021-02-05,"AUTAUGA",17
"403",2021-02-06,"AUTAUGA",14
"404",2021-02-07,"AUTAUGA",9
"405",2021-02-08,"AUTAUGA",28
"406",2021-02-09,"AUTAUGA",29
"407",2021-02-10,"AUTAUGA",19
"408",2021-02-11,"AUTAUGA",22
"409",2021-02-12,"AUTAUGA",17
"410",2021-02-13,"AUTAUGA",8
"411",2021-02-14,"AUTAUGA",8
"412",2021-02-15,"AUTAUGA",20
"413",2021-02-16,"AUTAUGA",23
"414",2021-02-17,"AUTAUGA",25
"415",2021-02-18,"AUTAUGA",18
"416",2021-02-19,"AUTAUGA",16
"417",2021-02-20,"AUTAUGA",19
"418",2021-02-21,"AUTAUGA",13
"419",2021-02-22,"AUTAUGA",32
"420",2021-02-23,"AUTAUGA",19
"421",2021-02-24,"AUTAUGA",27
"422",2021-02-25,"AUTAUGA",19
"423",2021-02-26,"AUTAUGA",9
"424",2021-02-27,"AUTAUGA",9
"425",2021-02-28,"AUTAUGA",8
"426",2021-03-01,"AUTAUGA",18
"427",2021-03-02,"AUTAUGA",13
"428",2021-03-03,"AUTAUGA",15
"429",2021-03-04,"AUTAUGA",13
"430",2021-03-05,"AUTAUGA",15
"431",2021-03-06,"AUTAUGA",6
"432",2021-03-07,"AUTAUGA",12
"433",2021-03-08,"AUTAUGA",10
"434",2021-03-09,"AUTAUGA",11
"435",2021-03-10,"AUTAUGA",6
"436",2021-03-11,"AUTAUGA",13
"437",2021-03-12,"AUTAUGA",8
"438",2021-03-13,"AUTAUGA",4
"439",2021-03-14,"AUTAUGA",6
"440",2021-03-15,"AUTAUGA",15
"441",2021-03-16,"AUTAUGA",3
"442",2021-03-17,"AUTAUGA",5
"443",2021-03-18,"AUTAUGA",10
"444",2021-03-19,"AUTAUGA",13
"445",2021-03-20,"AUTAUGA",11
"446",2021-03-21,"AUTAUGA",6
"447",2021-03-22,"AUTAUGA",7
"448",2021-03-23,"AUTAUGA",10
"449",2021-03-24,"AUTAUGA",11
"450",2021-03-25,"AUTAUGA",5
"451",2021-03-26,"AUTAUGA",5
"452",2021-03-27,"AUTAUGA",4
"453",2021-03-28,"AUTAUGA",5
"454",2021-03-29,"AUTAUGA",7
"455",2021-03-30,"AUTAUGA",6
"456",2021-03-31,"AUTAUGA",4
"457",2021-04-01,"AUTAUGA",9
"458",2021-04-02,"AUTAUGA",6
"459",2021-04-03,"AUTAUGA",5
"460",2021-04-04,"AUTAUGA",5
"461",2021-04-05,"AUTAUGA",9
"462",2021-04-06,"AUTAUGA",4
"463",2021-04-07,"AUTAUGA",12
"464",2021-04-08,"AUTAUGA",8
"465",2021-04-09,"AUTAUGA",6
"466",2021-04-10,"AUTAUGA",4
"467",2021-04-11,"AUTAUGA",7
"468",2021-04-12,"AUTAUGA",9
"469",2021-04-13,"AUTAUGA",3
"470",2021-04-14,"AUTAUGA",12
"471",2021-04-15,"AUTAUGA",7
"472",2021-04-16,"AUTAUGA",9
"473",2021-04-17,"AUTAUGA",3
"474",2021-04-18,"AUTAUGA",10
"475",2021-04-19,"AUTAUGA",11
"476",2021-04-20,"AUTAUGA",5
"477",2021-04-21,"AUTAUGA",6
"478",2021-04-22,"AUTAUGA",4
"479",2021-04-23,"AUTAUGA",5
"480",2021-04-24,"AUTAUGA",3
"481",2021-04-25,"AUTAUGA",1
"482",2021-04-26,"AUTAUGA",5
"483",2021-04-27,"AUTAUGA",6
"484",2021-04-28,"AUTAUGA",9
"485",2021-04-29,"AUTAUGA",5
"486",2021-04-30,"AUTAUGA",4
"487",2021-05-01,"AUTAUGA",5
"488",2021-05-02,"AUTAUGA",0
"489",2021-05-03,"AUTAUGA",9
"490",2021-05-04,"AUTAUGA",8
"491",2021-05-05,"AUTAUGA",2
"492",2021-05-06,"AUTAUGA",3
"493",2021-05-07,"AUTAUGA",3
"494",2021-05-08,"AUTAUGA",2
"495",2021-05-09,"AUTAUGA",4
"496",2021-05-10,"AUTAUGA",5
"497",2021-05-11,"AUTAUGA",1
"498",2021-05-12,"AUTAUGA",5
"499",2021-05-13,"AUTAUGA",6
"500",2021-05-14,"AUTAUGA",3
"501",2021-05-15,"AUTAUGA",2
"502",2021-05-16,"AUTAUGA",4
"503",2021-05-17,"AUTAUGA",4
"504",2021-05-18,"AUTAUGA",3
"505",2021-05-19,"AUTAUGA",9
"506",2021-05-20,"AUTAUGA",3
"507",2021-05-21,"AUTAUGA",2
"508",2021-05-22,"AUTAUGA",3
"509",2021-05-23,"AUTAUGA",5
"510",2021-05-24,"AUTAUGA",2
"511",2021-05-25,"AUTAUGA",5
"512",2021-05-26,"AUTAUGA",1
"513",2021-05-27,"AUTAUGA",4
"514",2021-05-28,"AUTAUGA",2
"515",2021-05-29,"AUTAUGA",1
"516",2021-05-30,"AUTAUGA",1
"517",2021-05-31,"AUTAUGA",1
"518",2021-06-01,"AUTAUGA",3
"519",2021-06-02,"AUTAUGA",2
"520",2021-06-03,"AUTAUGA",4
"521",2021-06-04,"AUTAUGA",2
"522",2021-06-05,"AUTAUGA",0
"523",2021-06-06,"AUTAUGA",0
"524",2021-06-07,"AUTAUGA",1
"525",2021-06-08,"AUTAUGA",3
"526",2021-06-09,"AUTAUGA",4
"527",2021-06-10,"AUTAUGA",1
"528",2021-06-11,"AUTAUGA",0
"529",2021-06-12,"AUTAUGA",2
"530",2021-06-13,"AUTAUGA",3
"531",2021-06-14,"AUTAUGA",2
"532",2021-06-15,"AUTAUGA",1
"533",2021-06-16,"AUTAUGA",3
"534",2021-06-17,"AUTAUGA",2
"535",2021-06-18,"AUTAUGA",1
"536",2021-06-19,"AUTAUGA",0
"537",2021-06-20,"AUTAUGA",1
"538",2021-06-21,"AUTAUGA",2
"539",2021-06-22,"AUTAUGA",1
"540",2021-06-23,"AUTAUGA",0
"541",2021-06-24,"AUTAUGA",3
"542",2021-06-25,"AUTAUGA",3
"543",2021-06-26,"AUTAUGA",1
"544",2021-06-27,"AUTAUGA",4
"545",2021-06-28,"AUTAUGA",2
"546",2021-06-29,"AUTAUGA",7
"547",2021-06-30,"AUTAUGA",5
"548",2021-07-01,"AUTAUGA",4
"549",2021-07-02,"AUTAUGA",2
"550",2021-07-03,"AUTAUGA",2
"551",2021-07-04,"AUTAUGA",2
"552",2021-07-05,"AUTAUGA",5
"553",2021-07-06,"AUTAUGA",8
"554",2021-07-07,"AUTAUGA",6
"555",2021-07-08,"AUTAUGA",8
"556",2021-07-09,"AUTAUGA",5
"557",2021-07-10,"AUTAUGA",9
"558",2021-07-11,"AUTAUGA",1
"559",2021-07-12,"AUTAUGA",6
"560",2021-07-13,"AUTAUGA",10
"561",2021-07-14,"AUTAUGA",7
"562",2021-07-15,"AUTAUGA",6
"563",2021-07-16,"AUTAUGA",4
"564",2021-07-17,"AUTAUGA",7
"565",2021-07-18,"AUTAUGA",6
"566",2021-07-19,"AUTAUGA",22
"567",2021-07-20,"AUTAUGA",13
"568",2021-07-21,"AUTAUGA",15
"569",2021-07-22,"AUTAUGA",13
"570",2021-07-23,"AUTAUGA",17
"571",2021-07-24,"AUTAUGA",22
"572",2021-07-25,"AUTAUGA",21
"573",2021-07-26,"AUTAUGA",23
"574",2021-07-27,"AUTAUGA",30
"575",2021-07-28,"AUTAUGA",31
"576",2021-07-29,"AUTAUGA",31
"577",2021-07-30,"AUTAUGA",27
"578",2021-07-31,"AUTAUGA",21
"579",2021-08-01,"AUTAUGA",20
"580",2021-08-02,"AUTAUGA",55
"581",2021-08-03,"AUTAUGA",55
"582",2021-08-04,"AUTAUGA",45
"583",2021-08-05,"AUTAUGA",37
"584",2021-08-06,"AUTAUGA",42
"585",2021-08-07,"AUTAUGA",29
"586",2021-08-08,"AUTAUGA",28
"587",2021-08-09,"AUTAUGA",70
"588",2021-08-10,"AUTAUGA",61
"589",2021-08-11,"AUTAUGA",54
"590",2021-08-12,"AUTAUGA",48
"591",2021-08-13,"AUTAUGA",34
"592",2021-08-14,"AUTAUGA",44
"593",2021-08-15,"AUTAUGA",39
"594",2021-08-16,"AUTAUGA",72
"595",2021-08-17,"AUTAUGA",58
"596",2021-08-18,"AUTAUGA",71
"597",2021-08-19,"AUTAUGA",64
"598",2021-08-20,"AUTAUGA",63
"599",2021-08-21,"AUTAUGA",39
"600",2021-08-22,"AUTAUGA",44
"601",2021-08-23,"AUTAUGA",103
"602",2021-08-24,"AUTAUGA",78
"603",2021-08-25,"AUTAUGA",82
"604",2021-08-26,"AUTAUGA",82
"605",2021-08-27,"AUTAUGA",55
"606",2021-08-28,"AUTAUGA",34
"607",2021-08-29,"AUTAUGA",28
"608",2021-08-30,"AUTAUGA",70
"609",2021-08-31,"AUTAUGA",67
"610",2021-09-01,"AUTAUGA",58
"611",2021-09-02,"AUTAUGA",44
"612",2021-09-03,"AUTAUGA",42
"613",2021-09-04,"AUTAUGA",28
"614",2021-09-05,"AUTAUGA",20
"615",2021-09-06,"AUTAUGA",34
"616",2021-09-07,"AUTAUGA",89
"617",2021-09-08,"AUTAUGA",51
"618",2021-09-09,"AUTAUGA",42
"619",2021-09-10,"AUTAUGA",37
"620",2021-09-11,"AUTAUGA",13
"621",2021-09-12,"AUTAUGA",23
"622",2021-09-13,"AUTAUGA",51
"623",2021-09-14,"AUTAUGA",32
"624",2021-09-15,"AUTAUGA",25
"625",2021-09-16,"AUTAUGA",27
"626",2021-09-17,"AUTAUGA",19
"627",2021-09-18,"AUTAUGA",6
"628",2021-09-19,"AUTAUGA",13
"629",2021-09-20,"AUTAUGA",33
"630",2021-09-21,"AUTAUGA",17
"631",2021-09-22,"AUTAUGA",21
"632",2021-09-23,"AUTAUGA",18
"633",2021-09-24,"AUTAUGA",14
"634",2021-09-25,"AUTAUGA",13
"635",2021-09-26,"AUTAUGA",14
"636",2021-09-27,"AUTAUGA",25
"637",2021-09-28,"AUTAUGA",19
"638",2021-09-29,"AUTAUGA",19
"639",2021-09-30,"AUTAUGA",12
"640",2021-10-01,"AUTAUGA",16
"641",2021-10-02,"AUTAUGA",10
"642",2021-10-03,"AUTAUGA",9
"643",2021-10-04,"AUTAUGA",17
"644",2021-10-05,"AUTAUGA",15
"645",2021-10-06,"AUTAUGA",12
"646",2021-10-07,"AUTAUGA",6
"647",2021-10-08,"AUTAUGA",7
"648",2021-10-09,"AUTAUGA",5
"649",2021-10-10,"AUTAUGA",8
"650",2021-10-11,"AUTAUGA",8
"651",2021-10-12,"AUTAUGA",9
"652",2021-10-13,"AUTAUGA",11
"653",2021-10-14,"AUTAUGA",9
"654",2021-10-15,"AUTAUGA",9
"655",2021-10-16,"AUTAUGA",4
"656",2021-10-17,"AUTAUGA",1
"657",2021-10-18,"AUTAUGA",9
"658",2021-10-19,"AUTAUGA",7
"659",2021-10-20,"AUTAUGA",8
"660",2021-10-21,"AUTAUGA",3
"661",2021-10-22,"AUTAUGA",4
"662",2021-10-23,"AUTAUGA",3
"663",2021-10-24,"AUTAUGA",5
"664",2021-10-25,"AUTAUGA",6
"665",2021-10-26,"AUTAUGA",9
