"","DtCaseOrDeathOrTest","Jurisdiction","MPctChg7Case"
"43650",2020-01-26,"LAUDERDALE","-100%"
"43651",2020-01-27,"LAUDERDALE","-100%"
"43652",2020-01-28,"LAUDERDALE","-100%"
"43653",2020-01-29,"LAUDERDALE","0%"
"43654",2020-01-30,"LAUDERDALE","0%"
"43655",2020-01-31,"LAUDERDALE","0%"
"43656",2020-02-01,"LAUDERDALE","0%"
"43657",2020-02-02,"LAUDERDALE","0%"
"43658",2020-02-03,"LAUDERDALE","0%"
"43659",2020-02-04,"LAUDERDALE","0%"
"43660",2020-02-05,"LAUDERDALE","0%"
"43661",2020-02-06,"LAUDERDALE","0%"
"43662",2020-02-07,"LAUDERDALE","0%"
"43663",2020-02-08,"LAUDERDALE","0%"
"43664",2020-02-09,"LAUDERDALE","0%"
"43665",2020-02-10,"LAUDERDALE","0%"
"43666",2020-02-11,"LAUDERDALE","0%"
"43667",2020-02-12,"LAUDERDALE","0%"
"43668",2020-02-13,"LAUDERDALE","0%"
"43669",2020-02-14,"LAUDERDALE","0%"
"43670",2020-02-15,"LAUDERDALE","0%"
"43671",2020-02-16,"LAUDERDALE","0%"
"43672",2020-02-17,"LAUDERDALE","0%"
"43673",2020-02-18,"LAUDERDALE","0%"
"43674",2020-02-19,"LAUDERDALE","0%"
"43675",2020-02-20,"LAUDERDALE","0%"
"43676",2020-02-21,"LAUDERDALE","0%"
"43677",2020-02-22,"LAUDERDALE","0%"
"43678",2020-02-23,"LAUDERDALE","0%"
"43679",2020-02-24,"LAUDERDALE","0%"
"43680",2020-02-25,"LAUDERDALE","0%"
"43681",2020-02-26,"LAUDERDALE","0%"
"43682",2020-02-27,"LAUDERDALE","0%"
"43683",2020-02-28,"LAUDERDALE","0%"
"43684",2020-02-29,"LAUDERDALE","0%"
"43685",2020-03-01,"LAUDERDALE","0%"
"43686",2020-03-02,"LAUDERDALE","0%"
"43687",2020-03-03,"LAUDERDALE","0%"
"43688",2020-03-04,"LAUDERDALE","0%"
"43689",2020-03-05,"LAUDERDALE","0%"
"43690",2020-03-06,"LAUDERDALE","0%"
"43691",2020-03-07,"LAUDERDALE","0%"
"43692",2020-03-08,"LAUDERDALE","0%"
"43693",2020-03-09,"LAUDERDALE","0%"
"43694",2020-03-10,"LAUDERDALE","0%"
"43695",2020-03-11,"LAUDERDALE","0%"
"43696",2020-03-12,"LAUDERDALE","0%"
"43697",2020-03-13,"LAUDERDALE","0%"
"43698",2020-03-14,"LAUDERDALE","400%"
"43699",2020-03-15,"LAUDERDALE","500%"
"43700",2020-03-16,"LAUDERDALE","200%"
"43701",2020-03-17,"LAUDERDALE","200%"
"43702",2020-03-18,"LAUDERDALE","100%"
"43703",2020-03-19,"LAUDERDALE","50%"
"43704",2020-03-20,"LAUDERDALE","0%"
"43705",2020-03-21,"LAUDERDALE","20%"
"43706",2020-03-22,"LAUDERDALE","-16.7%"
"43707",2020-03-23,"LAUDERDALE","0%"
"43708",2020-03-24,"LAUDERDALE","0%"
"43709",2020-03-25,"LAUDERDALE","-16.7%"
"43710",2020-03-26,"LAUDERDALE","0%"
"43711",2020-03-27,"LAUDERDALE","20%"
"43712",2020-03-28,"LAUDERDALE","-16.7%"
"43713",2020-03-29,"LAUDERDALE","20%"
"43714",2020-03-30,"LAUDERDALE","-16.7%"
"43715",2020-03-31,"LAUDERDALE","-16.7%"
"43716",2020-04-01,"LAUDERDALE","0%"
"43717",2020-04-02,"LAUDERDALE","-50%"
"43718",2020-04-03,"LAUDERDALE","-33.3%"
"43719",2020-04-04,"LAUDERDALE","-40%"
"43720",2020-04-05,"LAUDERDALE","-66.7%"
"43721",2020-04-06,"LAUDERDALE","-80%"
"43722",2020-04-07,"LAUDERDALE","-60%"
"43723",2020-04-08,"LAUDERDALE","-40%"
"43724",2020-04-09,"LAUDERDALE","0%"
"43725",2020-04-10,"LAUDERDALE","-25%"
"43726",2020-04-11,"LAUDERDALE","0%"
"43727",2020-04-12,"LAUDERDALE","50%"
"43728",2020-04-13,"LAUDERDALE","200%"
"43729",2020-04-14,"LAUDERDALE","0%"
"43730",2020-04-15,"LAUDERDALE","-66.7%"
"43731",2020-04-16,"LAUDERDALE","-33.3%"
"43732",2020-04-17,"LAUDERDALE","-33.3%"
"43733",2020-04-18,"LAUDERDALE","0%"
"43734",2020-04-19,"LAUDERDALE","66.7%"
"43735",2020-04-20,"LAUDERDALE","133.3%"
"43736",2020-04-21,"LAUDERDALE","400%"
"43737",2020-04-22,"LAUDERDALE","1500%"
"43738",2020-04-23,"LAUDERDALE","800%"
"43739",2020-04-24,"LAUDERDALE","950%"
"43740",2020-04-25,"LAUDERDALE","766.7%"
"43741",2020-04-26,"LAUDERDALE","460%"
"43742",2020-04-27,"LAUDERDALE","385.7%"
"43743",2020-04-28,"LAUDERDALE","260%"
"43744",2020-04-29,"LAUDERDALE","137.5%"
"43745",2020-04-30,"LAUDERDALE","155.6%"
"43746",2020-05-01,"LAUDERDALE","109.5%"
"43747",2020-05-02,"LAUDERDALE","50%"
"43748",2020-05-03,"LAUDERDALE","28.6%"
"43749",2020-05-04,"LAUDERDALE","-8.8%"
"43750",2020-05-05,"LAUDERDALE","-25%"
"43751",2020-05-06,"LAUDERDALE","-36.8%"
"43752",2020-05-07,"LAUDERDALE","-65.2%"
"43753",2020-05-08,"LAUDERDALE","-63.6%"
"43754",2020-05-09,"LAUDERDALE","-53.8%"
"43755",2020-05-10,"LAUDERDALE","-44.4%"
"43756",2020-05-11,"LAUDERDALE","-38.7%"
"43757",2020-05-12,"LAUDERDALE","-29.6%"
"43758",2020-05-13,"LAUDERDALE","-20.8%"
"43759",2020-05-14,"LAUDERDALE","31.3%"
"43760",2020-05-15,"LAUDERDALE","31.3%"
"43761",2020-05-16,"LAUDERDALE","5.6%"
"43762",2020-05-17,"LAUDERDALE","-15%"
"43763",2020-05-18,"LAUDERDALE","0%"
"43764",2020-05-19,"LAUDERDALE","15.8%"
"43765",2020-05-20,"LAUDERDALE","21.1%"
"43766",2020-05-21,"LAUDERDALE","9.5%"
"43767",2020-05-22,"LAUDERDALE","9.5%"
"43768",2020-05-23,"LAUDERDALE","26.3%"
"43769",2020-05-24,"LAUDERDALE","52.9%"
"43770",2020-05-25,"LAUDERDALE","21.1%"
"43771",2020-05-26,"LAUDERDALE","4.5%"
"43772",2020-05-27,"LAUDERDALE","13%"
"43773",2020-05-28,"LAUDERDALE","13%"
"43774",2020-05-29,"LAUDERDALE","17.4%"
"43775",2020-05-30,"LAUDERDALE","25%"
"43776",2020-05-31,"LAUDERDALE","23.1%"
"43777",2020-06-01,"LAUDERDALE","60.9%"
"43778",2020-06-02,"LAUDERDALE","60.9%"
"43779",2020-06-03,"LAUDERDALE","34.6%"
"43780",2020-06-04,"LAUDERDALE","34.6%"
"43781",2020-06-05,"LAUDERDALE","51.9%"
"43782",2020-06-06,"LAUDERDALE","23.3%"
"43783",2020-06-07,"LAUDERDALE","9.4%"
"43784",2020-06-08,"LAUDERDALE","8.1%"
"43785",2020-06-09,"LAUDERDALE","16.2%"
"43786",2020-06-10,"LAUDERDALE","28.6%"
"43787",2020-06-11,"LAUDERDALE","54.3%"
"43788",2020-06-12,"LAUDERDALE","19.5%"
"43789",2020-06-13,"LAUDERDALE","64.9%"
"43790",2020-06-14,"LAUDERDALE","88.6%"
"43791",2020-06-15,"LAUDERDALE","77.5%"
"43792",2020-06-16,"LAUDERDALE","72.1%"
"43793",2020-06-17,"LAUDERDALE","71.1%"
"43794",2020-06-18,"LAUDERDALE","35.2%"
"43795",2020-06-19,"LAUDERDALE","61.2%"
"43796",2020-06-20,"LAUDERDALE","11.5%"
"43797",2020-06-21,"LAUDERDALE","1.5%"
"43798",2020-06-22,"LAUDERDALE","-5.6%"
"43799",2020-06-23,"LAUDERDALE","4.1%"
"43800",2020-06-24,"LAUDERDALE","10.4%"
"43801",2020-06-25,"LAUDERDALE","19.2%"
"43802",2020-06-26,"LAUDERDALE","20.3%"
"43803",2020-06-27,"LAUDERDALE","38.2%"
"43804",2020-06-28,"LAUDERDALE","46.3%"
"43805",2020-06-29,"LAUDERDALE","50.7%"
"43806",2020-06-30,"LAUDERDALE","23.4%"
"43807",2020-07-01,"LAUDERDALE","12.9%"
"43808",2020-07-02,"LAUDERDALE","18.4%"
"43809",2020-07-03,"LAUDERDALE","7.4%"
"43810",2020-07-04,"LAUDERDALE","17%"
"43811",2020-07-05,"LAUDERDALE","13.3%"
"43812",2020-07-06,"LAUDERDALE","12.9%"
"43813",2020-07-07,"LAUDERDALE","28.4%"
"43814",2020-07-08,"LAUDERDALE","45.8%"
"43815",2020-07-09,"LAUDERDALE","41.7%"
"43816",2020-07-10,"LAUDERDALE","73.5%"
"43817",2020-07-11,"LAUDERDALE","66.4%"
"43818",2020-07-12,"LAUDERDALE","64%"
"43819",2020-07-13,"LAUDERDALE","72.8%"
"43820",2020-07-14,"LAUDERDALE","82.8%"
"43821",2020-07-15,"LAUDERDALE","65%"
"43822",2020-07-16,"LAUDERDALE","56.2%"
"43823",2020-07-17,"LAUDERDALE","19.8%"
"43824",2020-07-18,"LAUDERDALE","14.8%"
"43825",2020-07-19,"LAUDERDALE","16.5%"
"43826",2020-07-20,"LAUDERDALE","2%"
"43827",2020-07-21,"LAUDERDALE","-16.1%"
"43828",2020-07-22,"LAUDERDALE","-24.7%"
"43829",2020-07-23,"LAUDERDALE","-16.7%"
"43830",2020-07-24,"LAUDERDALE","-14.6%"
"43831",2020-07-25,"LAUDERDALE","-11.9%"
"43832",2020-07-26,"LAUDERDALE","-13.2%"
"43833",2020-07-27,"LAUDERDALE","-2%"
"43834",2020-07-28,"LAUDERDALE","2.1%"
"43835",2020-07-29,"LAUDERDALE","9.2%"
"43836",2020-07-30,"LAUDERDALE","-5.8%"
"43837",2020-07-31,"LAUDERDALE","-6.1%"
"43838",2020-08-01,"LAUDERDALE","-10.8%"
"43839",2020-08-02,"LAUDERDALE","-8.2%"
"43840",2020-08-03,"LAUDERDALE","-25.9%"
"43841",2020-08-04,"LAUDERDALE","-26.7%"
"43842",2020-08-05,"LAUDERDALE","-28.4%"
"43843",2020-08-06,"LAUDERDALE","-25.1%"
"43844",2020-08-07,"LAUDERDALE","-24.7%"
"43845",2020-08-08,"LAUDERDALE","-24.2%"
"43846",2020-08-09,"LAUDERDALE","-29%"
"43847",2020-08-10,"LAUDERDALE","-17.8%"
"43848",2020-08-11,"LAUDERDALE","-19.3%"
"43849",2020-08-12,"LAUDERDALE","-14.7%"
"43850",2020-08-13,"LAUDERDALE","-23.1%"
"43851",2020-08-14,"LAUDERDALE","-11.7%"
"43852",2020-08-15,"LAUDERDALE","-5.6%"
"43853",2020-08-16,"LAUDERDALE","-4.2%"
"43854",2020-08-17,"LAUDERDALE","-2.5%"
"43855",2020-08-18,"LAUDERDALE","4.4%"
"43856",2020-08-19,"LAUDERDALE","-3.4%"
"43857",2020-08-20,"LAUDERDALE","21.4%"
"43858",2020-08-21,"LAUDERDALE","8.8%"
"43859",2020-08-22,"LAUDERDALE","3.4%"
"43860",2020-08-23,"LAUDERDALE","15.7%"
"43861",2020-08-24,"LAUDERDALE","17.1%"
"43862",2020-08-25,"LAUDERDALE","18.6%"
"43863",2020-08-26,"LAUDERDALE","18.8%"
"43864",2020-08-27,"LAUDERDALE","-3.2%"
"43865",2020-08-28,"LAUDERDALE","0.8%"
"43866",2020-08-29,"LAUDERDALE","0.8%"
"43867",2020-08-30,"LAUDERDALE","-14.3%"
"43868",2020-08-31,"LAUDERDALE","-23.4%"
"43869",2020-09-01,"LAUDERDALE","-27.1%"
"43870",2020-09-02,"LAUDERDALE","-30.8%"
"43871",2020-09-03,"LAUDERDALE","-22.3%"
"43872",2020-09-04,"LAUDERDALE","-29%"
"43873",2020-09-05,"LAUDERDALE","-35%"
"43874",2020-09-06,"LAUDERDALE","-34.2%"
"43875",2020-09-07,"LAUDERDALE","-32.4%"
"43876",2020-09-08,"LAUDERDALE","-37.3%"
"43877",2020-09-09,"LAUDERDALE","-25%"
"43878",2020-09-10,"LAUDERDALE","-34%"
"43879",2020-09-11,"LAUDERDALE","-40.9%"
"43880",2020-09-12,"LAUDERDALE","-31.3%"
"43881",2020-09-13,"LAUDERDALE","-22.7%"
"43882",2020-09-14,"LAUDERDALE","1.4%"
"43883",2020-09-15,"LAUDERDALE","29.7%"
"43884",2020-09-16,"LAUDERDALE","26.1%"
"43885",2020-09-17,"LAUDERDALE","37.1%"
"43886",2020-09-18,"LAUDERDALE","76.9%"
"43887",2020-09-19,"LAUDERDALE","70.9%"
"43888",2020-09-20,"LAUDERDALE","62.1%"
"43889",2020-09-21,"LAUDERDALE","25%"
"43890",2020-09-22,"LAUDERDALE","0%"
"43891",2020-09-23,"LAUDERDALE","-8%"
"43892",2020-09-24,"LAUDERDALE","1.2%"
"43893",2020-09-25,"LAUDERDALE","-4.3%"
"43894",2020-09-26,"LAUDERDALE","-7.4%"
"43895",2020-09-27,"LAUDERDALE","-6.4%"
"43896",2020-09-28,"LAUDERDALE","-1.1%"
"43897",2020-09-29,"LAUDERDALE","10.8%"
"43898",2020-09-30,"LAUDERDALE","15%"
"43899",2020-10-01,"LAUDERDALE","9.3%"
"43900",2020-10-02,"LAUDERDALE","9.1%"
"43901",2020-10-03,"LAUDERDALE","26.4%"
"43902",2020-10-04,"LAUDERDALE","29.5%"
"43903",2020-10-05,"LAUDERDALE","27%"
"43904",2020-10-06,"LAUDERDALE","20.7%"
"43905",2020-10-07,"LAUDERDALE","18.5%"
"43906",2020-10-08,"LAUDERDALE","16%"
"43907",2020-10-09,"LAUDERDALE","17.7%"
"43908",2020-10-10,"LAUDERDALE","-8.2%"
"43909",2020-10-11,"LAUDERDALE","-14%"
"43910",2020-10-12,"LAUDERDALE","-12.4%"
"43911",2020-10-13,"LAUDERDALE","-5.4%"
"43912",2020-10-14,"LAUDERDALE","4.6%"
"43913",2020-10-15,"LAUDERDALE","10.1%"
"43914",2020-10-16,"LAUDERDALE","17.7%"
"43915",2020-10-17,"LAUDERDALE","40.6%"
"43916",2020-10-18,"LAUDERDALE","55.1%"
"43917",2020-10-19,"LAUDERDALE","59.6%"
"43918",2020-10-20,"LAUDERDALE","61.9%"
"43919",2020-10-21,"LAUDERDALE","62.3%"
"43920",2020-10-22,"LAUDERDALE","61.7%"
"43921",2020-10-23,"LAUDERDALE","41.4%"
"43922",2020-10-24,"LAUDERDALE","33.8%"
"43923",2020-10-25,"LAUDERDALE","28.3%"
"43924",2020-10-26,"LAUDERDALE","30.4%"
"43925",2020-10-27,"LAUDERDALE","21.8%"
"43926",2020-10-28,"LAUDERDALE","2.7%"
"43927",2020-10-29,"LAUDERDALE","-9.3%"
"43928",2020-10-30,"LAUDERDALE","-1.6%"
"43929",2020-10-31,"LAUDERDALE","-7.4%"
"43930",2020-11-01,"LAUDERDALE","-6.7%"
"43931",2020-11-02,"LAUDERDALE","-14.1%"
"43932",2020-11-03,"LAUDERDALE","-15.9%"
"43933",2020-11-04,"LAUDERDALE","-6.3%"
"43934",2020-11-05,"LAUDERDALE","16.5%"
"43935",2020-11-06,"LAUDERDALE","18.4%"
"43936",2020-11-07,"LAUDERDALE","36.4%"
"43937",2020-11-08,"LAUDERDALE","33%"
"43938",2020-11-09,"LAUDERDALE","67.2%"
"43939",2020-11-10,"LAUDERDALE","92.5%"
"43940",2020-11-11,"LAUDERDALE","102.8%"
"43941",2020-11-12,"LAUDERDALE","82%"
"43942",2020-11-13,"LAUDERDALE","73.1%"
"43943",2020-11-14,"LAUDERDALE","60.4%"
"43944",2020-11-15,"LAUDERDALE","67.8%"
"43945",2020-11-16,"LAUDERDALE","45.3%"
"43946",2020-11-17,"LAUDERDALE","34.3%"
"43947",2020-11-18,"LAUDERDALE","31.3%"
"43948",2020-11-19,"LAUDERDALE","29.5%"
"43949",2020-11-20,"LAUDERDALE","30.9%"
"43950",2020-11-21,"LAUDERDALE","29.9%"
"43951",2020-11-22,"LAUDERDALE","19.2%"
"43952",2020-11-23,"LAUDERDALE","2.1%"
"43953",2020-11-24,"LAUDERDALE","-9.1%"
"43954",2020-11-25,"LAUDERDALE","-20.5%"
"43955",2020-11-26,"LAUDERDALE","-30.4%"
"43956",2020-11-27,"LAUDERDALE","-33.3%"
"43957",2020-11-28,"LAUDERDALE","-35%"
"43958",2020-11-29,"LAUDERDALE","-34.3%"
"43959",2020-11-30,"LAUDERDALE","-16.4%"
"43960",2020-12-01,"LAUDERDALE","-8.6%"
"43961",2020-12-02,"LAUDERDALE","5.6%"
"43962",2020-12-03,"LAUDERDALE","32.4%"
"43963",2020-12-04,"LAUDERDALE","34.4%"
"43964",2020-12-05,"LAUDERDALE","40.9%"
"43965",2020-12-06,"LAUDERDALE","49.4%"
"43966",2020-12-07,"LAUDERDALE","27%"
"43967",2020-12-08,"LAUDERDALE","23.8%"
"43968",2020-12-09,"LAUDERDALE","16.6%"
"43969",2020-12-10,"LAUDERDALE","2.5%"
"43970",2020-12-11,"LAUDERDALE","1.3%"
"43971",2020-12-12,"LAUDERDALE","1.5%"
"43972",2020-12-13,"LAUDERDALE","-1.7%"
"43973",2020-12-14,"LAUDERDALE","4.3%"
"43974",2020-12-15,"LAUDERDALE","13%"
"43975",2020-12-16,"LAUDERDALE","22%"
"43976",2020-12-17,"LAUDERDALE","35.3%"
"43977",2020-12-18,"LAUDERDALE","44.8%"
"43978",2020-12-19,"LAUDERDALE","40%"
"43979",2020-12-20,"LAUDERDALE","40.5%"
"43980",2020-12-21,"LAUDERDALE","39.1%"
"43981",2020-12-22,"LAUDERDALE","31.7%"
"43982",2020-12-23,"LAUDERDALE","22.4%"
"43983",2020-12-24,"LAUDERDALE","5.3%"
"43984",2020-12-25,"LAUDERDALE","-12.6%"
"43985",2020-12-26,"LAUDERDALE","-6.6%"
"43986",2020-12-27,"LAUDERDALE","-3.7%"
"43987",2020-12-28,"LAUDERDALE","-5.6%"
"43988",2020-12-29,"LAUDERDALE","-9%"
"43989",2020-12-30,"LAUDERDALE","-11%"
"43990",2020-12-31,"LAUDERDALE","-3.2%"
"43991",2021-01-01,"LAUDERDALE","16.1%"
"43992",2021-01-02,"LAUDERDALE","5.4%"
"43993",2021-01-03,"LAUDERDALE","-2.2%"
"43994",2021-01-04,"LAUDERDALE","-10.2%"
"43995",2021-01-05,"LAUDERDALE","-9.3%"
"43996",2021-01-06,"LAUDERDALE","-11.3%"
"43997",2021-01-07,"LAUDERDALE","-14%"
"43998",2021-01-08,"LAUDERDALE","-15.5%"
"43999",2021-01-09,"LAUDERDALE","-20%"
"44000",2021-01-10,"LAUDERDALE","-19.9%"
"44001",2021-01-11,"LAUDERDALE","-17.8%"
"44002",2021-01-12,"LAUDERDALE","-24.3%"
"44003",2021-01-13,"LAUDERDALE","-25.6%"
"44004",2021-01-14,"LAUDERDALE","-23.3%"
"44005",2021-01-15,"LAUDERDALE","-26.3%"
"44006",2021-01-16,"LAUDERDALE","-18.7%"
"44007",2021-01-17,"LAUDERDALE","-16.8%"
"44008",2021-01-18,"LAUDERDALE","-16.8%"
"44009",2021-01-19,"LAUDERDALE","-11.6%"
"44010",2021-01-20,"LAUDERDALE","-10.1%"
"44011",2021-01-21,"LAUDERDALE","-18.6%"
"44012",2021-01-22,"LAUDERDALE","-23%"
"44013",2021-01-23,"LAUDERDALE","-25.9%"
"44014",2021-01-24,"LAUDERDALE","-27.7%"
"44015",2021-01-25,"LAUDERDALE","-22.2%"
"44016",2021-01-26,"LAUDERDALE","-20.2%"
"44017",2021-01-27,"LAUDERDALE","-18.9%"
"44018",2021-01-28,"LAUDERDALE","-16.3%"
"44019",2021-01-29,"LAUDERDALE","-15.1%"
"44020",2021-01-30,"LAUDERDALE","-15.5%"
"44021",2021-01-31,"LAUDERDALE","-14.1%"
"44022",2021-02-01,"LAUDERDALE","-23%"
"44023",2021-02-02,"LAUDERDALE","-27.6%"
"44024",2021-02-03,"LAUDERDALE","-33%"
"44025",2021-02-04,"LAUDERDALE","-35%"
"44026",2021-02-05,"LAUDERDALE","-35.6%"
"44027",2021-02-06,"LAUDERDALE","-35.2%"
"44028",2021-02-07,"LAUDERDALE","-34.4%"
"44029",2021-02-08,"LAUDERDALE","-38.7%"
"44030",2021-02-09,"LAUDERDALE","-40.5%"
"44031",2021-02-10,"LAUDERDALE","-34.2%"
"44032",2021-02-11,"LAUDERDALE","-35.9%"
"44033",2021-02-12,"LAUDERDALE","-37.9%"
"44034",2021-02-13,"LAUDERDALE","-39.6%"
"44035",2021-02-14,"LAUDERDALE","-45.8%"
"44036",2021-02-15,"LAUDERDALE","-47.9%"
"44037",2021-02-16,"LAUDERDALE","-53.4%"
"44038",2021-02-17,"LAUDERDALE","-55%"
"44039",2021-02-18,"LAUDERDALE","-55.9%"
"44040",2021-02-19,"LAUDERDALE","-57.4%"
"44041",2021-02-20,"LAUDERDALE","-53.9%"
"44042",2021-02-21,"LAUDERDALE","-49.5%"
"44043",2021-02-22,"LAUDERDALE","-32%"
"44044",2021-02-23,"LAUDERDALE","-16.4%"
"44045",2021-02-24,"LAUDERDALE","-20.3%"
"44046",2021-02-25,"LAUDERDALE","-13.5%"
"44047",2021-02-26,"LAUDERDALE","4.3%"
"44048",2021-02-27,"LAUDERDALE","-2.1%"
"44049",2021-02-28,"LAUDERDALE","2.2%"
"44050",2021-03-01,"LAUDERDALE","-3.9%"
"44051",2021-03-02,"LAUDERDALE","-7.8%"
"44052",2021-03-03,"LAUDERDALE","-2.1%"
"44053",2021-03-04,"LAUDERDALE","6.7%"
"44054",2021-03-05,"LAUDERDALE","-2.1%"
"44055",2021-03-06,"LAUDERDALE","0%"
"44056",2021-03-07,"LAUDERDALE","-4.3%"
"44057",2021-03-08,"LAUDERDALE","-14.3%"
"44058",2021-03-09,"LAUDERDALE","-2.1%"
"44059",2021-03-10,"LAUDERDALE","-8.7%"
"44060",2021-03-11,"LAUDERDALE","-8.3%"
"44061",2021-03-12,"LAUDERDALE","2.1%"
"44062",2021-03-13,"LAUDERDALE","21.7%"
"44063",2021-03-14,"LAUDERDALE","31.1%"
"44064",2021-03-15,"LAUDERDALE","33.3%"
"44065",2021-03-16,"LAUDERDALE","30.4%"
"44066",2021-03-17,"LAUDERDALE","52.4%"
"44067",2021-03-18,"LAUDERDALE","54.5%"
"44068",2021-03-19,"LAUDERDALE","41.7%"
"44069",2021-03-20,"LAUDERDALE","19.6%"
"44070",2021-03-21,"LAUDERDALE","8.5%"
"44071",2021-03-22,"LAUDERDALE","37.5%"
"44072",2021-03-23,"LAUDERDALE","25%"
"44073",2021-03-24,"LAUDERDALE","12.5%"
"44074",2021-03-25,"LAUDERDALE","5.9%"
"44075",2021-03-26,"LAUDERDALE","-1.5%"
"44076",2021-03-27,"LAUDERDALE","-4.5%"
"44077",2021-03-28,"LAUDERDALE","6.3%"
"44078",2021-03-29,"LAUDERDALE","-22.1%"
"44079",2021-03-30,"LAUDERDALE","-20%"
"44080",2021-03-31,"LAUDERDALE","-15.3%"
"44081",2021-04-01,"LAUDERDALE","-23.6%"
"44082",2021-04-02,"LAUDERDALE","-13.4%"
"44083",2021-04-03,"LAUDERDALE","-15.6%"
"44084",2021-04-04,"LAUDERDALE","-20.6%"
"44085",2021-04-05,"LAUDERDALE","-11.7%"
"44086",2021-04-06,"LAUDERDALE","-11.7%"
"44087",2021-04-07,"LAUDERDALE","-14.8%"
"44088",2021-04-08,"LAUDERDALE","5.5%"
"44089",2021-04-09,"LAUDERDALE","-3.4%"
"44090",2021-04-10,"LAUDERDALE","11.1%"
"44091",2021-04-11,"LAUDERDALE","7.4%"
"44092",2021-04-12,"LAUDERDALE","1.9%"
"44093",2021-04-13,"LAUDERDALE","3.8%"
"44094",2021-04-14,"LAUDERDALE","9.6%"
"44095",2021-04-15,"LAUDERDALE","-10.3%"
"44096",2021-04-16,"LAUDERDALE","-5.4%"
"44097",2021-04-17,"LAUDERDALE","-18.3%"
"44098",2021-04-18,"LAUDERDALE","-13.8%"
"44099",2021-04-19,"LAUDERDALE","-5.6%"
"44100",2021-04-20,"LAUDERDALE","-9.1%"
"44101",2021-04-21,"LAUDERDALE","-3.5%"
"44102",2021-04-22,"LAUDERDALE","9.6%"
"44103",2021-04-23,"LAUDERDALE","1.9%"
"44104",2021-04-24,"LAUDERDALE","18.4%"
"44105",2021-04-25,"LAUDERDALE","12%"
"44106",2021-04-26,"LAUDERDALE","9.8%"
"44107",2021-04-27,"LAUDERDALE","6%"
"44108",2021-04-28,"LAUDERDALE","-5.5%"
"44109",2021-04-29,"LAUDERDALE","-14%"
"44110",2021-04-30,"LAUDERDALE","-3.7%"
"44111",2021-05-01,"LAUDERDALE","-15.5%"
"44112",2021-05-02,"LAUDERDALE","-19.6%"
"44113",2021-05-03,"LAUDERDALE","-21.4%"
"44114",2021-05-04,"LAUDERDALE","-17%"
"44115",2021-05-05,"LAUDERDALE","-21.2%"
"44116",2021-05-06,"LAUDERDALE","-18.4%"
"44117",2021-05-07,"LAUDERDALE","-28.8%"
"44118",2021-05-08,"LAUDERDALE","-20.4%"
"44119",2021-05-09,"LAUDERDALE","-8.9%"
"44120",2021-05-10,"LAUDERDALE","-11.4%"
"44121",2021-05-11,"LAUDERDALE","-15.9%"
"44122",2021-05-12,"LAUDERDALE","-17.1%"
"44123",2021-05-13,"LAUDERDALE","-12.5%"
"44124",2021-05-14,"LAUDERDALE","-8.1%"
"44125",2021-05-15,"LAUDERDALE","-5.1%"
"44126",2021-05-16,"LAUDERDALE","-7.3%"
"44127",2021-05-17,"LAUDERDALE","0%"
"44128",2021-05-18,"LAUDERDALE","0%"
"44129",2021-05-19,"LAUDERDALE","0%"
"44130",2021-05-20,"LAUDERDALE","-5.7%"
"44131",2021-05-21,"LAUDERDALE","-8.8%"
"44132",2021-05-22,"LAUDERDALE","-24.3%"
"44133",2021-05-23,"LAUDERDALE","-36.8%"
"44134",2021-05-24,"LAUDERDALE","-46.2%"
"44135",2021-05-25,"LAUDERDALE","-35.1%"
"44136",2021-05-26,"LAUDERDALE","-29.4%"
"44137",2021-05-27,"LAUDERDALE","-36.4%"
"44138",2021-05-28,"LAUDERDALE","-41.9%"
"44139",2021-05-29,"LAUDERDALE","-50%"
"44140",2021-05-30,"LAUDERDALE","-20.8%"
"44141",2021-05-31,"LAUDERDALE","-19%"
"44142",2021-06-01,"LAUDERDALE","-33.3%"
"44143",2021-06-02,"LAUDERDALE","-33.3%"
"44144",2021-06-03,"LAUDERDALE","-14.3%"
"44145",2021-06-04,"LAUDERDALE","38.9%"
"44146",2021-06-05,"LAUDERDALE","71.4%"
"44147",2021-06-06,"LAUDERDALE","10.5%"
"44148",2021-06-07,"LAUDERDALE","41.2%"
"44149",2021-06-08,"LAUDERDALE","37.5%"
"44150",2021-06-09,"LAUDERDALE","31.3%"
"44151",2021-06-10,"LAUDERDALE","11.1%"
"44152",2021-06-11,"LAUDERDALE","-28%"
"44153",2021-06-12,"LAUDERDALE","-25%"
"44154",2021-06-13,"LAUDERDALE","-14.3%"
"44155",2021-06-14,"LAUDERDALE","-41.7%"
"44156",2021-06-15,"LAUDERDALE","-36.4%"
"44157",2021-06-16,"LAUDERDALE","-23.8%"
"44158",2021-06-17,"LAUDERDALE","-30%"
"44159",2021-06-18,"LAUDERDALE","-33.3%"
"44160",2021-06-19,"LAUDERDALE","-22.2%"
"44161",2021-06-20,"LAUDERDALE","-22.2%"
"44162",2021-06-21,"LAUDERDALE","28.6%"
"44163",2021-06-22,"LAUDERDALE","50%"
"44164",2021-06-23,"LAUDERDALE","56.3%"
"44165",2021-06-24,"LAUDERDALE","92.9%"
"44166",2021-06-25,"LAUDERDALE","125%"
"44167",2021-06-26,"LAUDERDALE","114.3%"
