"","DtCaseOrDeathOrTest","Jurisdiction","CSumDeath"
"14951",2022-10-03,"CLARKE",106
"14952",2022-10-04,"CLARKE",106
"14953",2022-10-05,"CLARKE",106
"14954",2022-10-06,"CLARKE",106
"14955",2022-10-07,"CLARKE",106
"14956",2022-10-08,"CLARKE",106
"14957",2022-10-09,"CLARKE",106
"14958",2022-10-10,"CLARKE",106
"14959",2022-10-11,"CLARKE",106
"14960",2022-10-12,"CLARKE",106
"14961",2022-10-13,"CLARKE",106
"14962",2022-10-14,"CLARKE",106
"14963",2022-10-15,"CLARKE",106
"14964",2022-10-16,"CLARKE",106
"14965",2022-10-17,"CLARKE",106
"14966",2022-10-18,"CLARKE",106
"14967",2022-10-19,"CLARKE",106
"14968",2022-10-20,"CLARKE",106
"14969",2022-10-21,"CLARKE",106
"14970",2022-10-22,"CLARKE",106
"14971",2022-10-23,"CLARKE",106
"14972",2022-10-24,"CLARKE",106
"14973",2022-10-25,"CLARKE",106
"14974",2022-10-26,"CLARKE",106
"14975",2022-10-27,"CLARKE",106
"14976",2022-10-28,"CLARKE",106
"14977",2022-10-29,"CLARKE",106
"14978",2022-10-30,"CLARKE",106
"14979",2022-10-31,"CLARKE",106
"14980",2022-11-01,"CLARKE",106
"14981",2022-11-02,"CLARKE",106
"14982",2022-11-03,"CLARKE",106
"14983",2022-11-04,"CLARKE",106
"14984",2022-11-05,"CLARKE",106
"14985",2022-11-06,"CLARKE",106
"14986",2022-11-07,"CLARKE",106
"14987",2022-11-08,"CLARKE",107
"14988",2022-11-09,"CLARKE",107
"14989",2022-11-10,"CLARKE",107
"14990",2022-11-11,"CLARKE",107
"14991",2022-11-12,"CLARKE",107
"14992",2022-11-13,"CLARKE",107
"14993",2022-11-14,"CLARKE",107
"14994",2022-11-15,"CLARKE",107
"14995",2022-11-16,"CLARKE",107
"14996",2022-11-17,"CLARKE",107
"14997",2022-11-18,"CLARKE",107
"14998",2022-11-19,"CLARKE",107
"14999",2022-11-20,"CLARKE",107
"15000",2022-11-21,"CLARKE",107
"15001",2022-11-22,"CLARKE",107
"15002",2022-11-23,"CLARKE",107
"15003",2022-11-24,"CLARKE",107
"15004",2022-11-25,"CLARKE",107
"15005",2022-11-26,"CLARKE",107
"15006",2022-11-27,"CLARKE",107
"15007",2022-11-28,"CLARKE",107
"15008",2022-11-29,"CLARKE",107
"15009",2022-11-30,"CLARKE",107
"15010",2022-12-01,"CLARKE",107
"15011",2022-12-02,"CLARKE",107
"15012",2022-12-03,"CLARKE",107
"15013",2022-12-04,"CLARKE",107
"15014",2022-12-05,"CLARKE",107
"15015",2022-12-06,"CLARKE",107
"15016",2022-12-07,"CLARKE",107
"15017",2022-12-08,"CLARKE",107
"15018",2022-12-09,"CLARKE",107
"15019",2022-12-10,"CLARKE",107
"15020",2022-12-11,"CLARKE",107
"15021",2022-12-12,"CLARKE",107
"15022",2022-12-13,"CLARKE",107
"15023",2022-12-14,"CLARKE",107
"15024",2022-12-15,"CLARKE",107
"15025",2022-12-16,"CLARKE",107
"15026",2022-12-17,"CLARKE",107
"15027",2022-12-18,"CLARKE",107
"15028",2022-12-19,"CLARKE",107
"15029",2022-12-20,"CLARKE",107
"15030",2022-12-21,"CLARKE",107
"15031",2022-12-22,"CLARKE",107
"15032",2022-12-23,"CLARKE",107
"15033",2022-12-24,"CLARKE",107
"15034",2022-12-25,"CLARKE",107
"15035",2022-12-26,"CLARKE",107
"15036",2022-12-27,"CLARKE",107
"15037",2022-12-28,"CLARKE",107
"15038",2022-12-29,"CLARKE",107
"15039",2022-12-30,"CLARKE",107
"15040",2022-12-31,"CLARKE",107
"15041",2023-01-01,"CLARKE",107
"15042",2023-01-02,"CLARKE",107
"15043",2023-01-03,"CLARKE",107
"15044",2023-01-04,"CLARKE",107
"15045",2023-01-05,"CLARKE",107
"15046",2023-01-06,"CLARKE",107
"15047",2023-01-07,"CLARKE",107
"15048",2023-01-08,"CLARKE",107
"15049",2023-01-09,"CLARKE",107
"15050",2023-01-10,"CLARKE",107
"15051",2023-01-11,"CLARKE",107
"15052",2023-01-12,"CLARKE",107
"15053",2023-01-13,"CLARKE",107
"15054",2023-01-14,"CLARKE",107
"15055",2023-01-15,"CLARKE",107
"15056",2023-01-16,"CLARKE",107
"15057",2023-01-17,"CLARKE",107
"15058",2023-01-18,"CLARKE",107
"15059",2023-01-19,"CLARKE",107
"15060",2023-01-20,"CLARKE",107
"15061",2023-01-21,"CLARKE",107
"15062",2023-01-22,"CLARKE",107
"15063",2023-01-23,"CLARKE",107
"15064",2023-01-24,"CLARKE",107
"15065",2023-01-25,"CLARKE",107
"15066",2023-01-26,"CLARKE",107
"15067",2023-01-27,"CLARKE",107
"15068",2023-01-28,"CLARKE",107
"15069",2023-01-29,"CLARKE",107
"15070",2023-01-30,"CLARKE",107
"15071",2023-01-31,"CLARKE",107
"15072",2023-02-01,"CLARKE",107
"15073",2023-02-02,"CLARKE",107
"15074",2023-02-03,"CLARKE",107
"15075",2023-02-04,"CLARKE",107
"15076",2023-02-05,"CLARKE",107
"15077",2023-02-06,"CLARKE",107
"15078",2023-02-07,"CLARKE",107
"15079",2023-02-08,"CLARKE",107
"15080",2023-02-09,"CLARKE",107
"15081",2023-02-10,"CLARKE",107
"15082",2023-02-11,"CLARKE",107
"15083",2023-02-12,"CLARKE",107
"15084",2023-02-13,"CLARKE",107
"15085",2023-02-14,"CLARKE",107
"15086",2023-02-15,"CLARKE",107
"15087",2023-02-16,"CLARKE",107
"15088",2023-02-17,"CLARKE",107
"15089",2023-02-18,"CLARKE",107
"15090",2023-02-19,"CLARKE",107
"15091",2023-02-20,"CLARKE",107
"15092",2023-02-21,"CLARKE",107
"15093",2023-02-22,"CLARKE",107
"15094",2023-02-23,"CLARKE",107
"15095",2023-02-24,"CLARKE",107
"15096",2023-02-25,"CLARKE",107
"15097",2023-02-26,"CLARKE",107
"15098",2023-02-27,"CLARKE",107
"15099",2023-02-28,"CLARKE",107
"15100",2023-03-01,"CLARKE",107
"15101",2023-03-02,"CLARKE",107
"15102",2023-03-03,"CLARKE",107
"15103",2023-03-04,"CLARKE",107
"15104",2023-03-05,"CLARKE",107
"15105",2023-03-06,"CLARKE",107
"15106",2023-03-07,"CLARKE",107
"15107",2020-01-01,"CLAY",0
"15108",2020-01-02,"CLAY",0
"15109",2020-01-03,"CLAY",0
"15110",2020-01-04,"CLAY",0
"15111",2020-01-05,"CLAY",0
"15112",2020-01-06,"CLAY",0
"15113",2020-01-07,"CLAY",0
"15114",2020-01-08,"CLAY",0
"15115",2020-01-09,"CLAY",0
"15116",2020-01-10,"CLAY",0
"15117",2020-01-11,"CLAY",0
"15118",2020-01-12,"CLAY",0
"15119",2020-01-13,"CLAY",0
"15120",2020-01-14,"CLAY",0
"15121",2020-01-15,"CLAY",0
"15122",2020-01-16,"CLAY",0
"15123",2020-01-17,"CLAY",0
"15124",2020-01-18,"CLAY",0
"15125",2020-01-19,"CLAY",0
"15126",2020-01-20,"CLAY",0
"15127",2020-01-21,"CLAY",0
"15128",2020-01-22,"CLAY",0
"15129",2020-01-23,"CLAY",0
"15130",2020-01-24,"CLAY",0
"15131",2020-01-25,"CLAY",0
"15132",2020-01-26,"CLAY",0
"15133",2020-01-27,"CLAY",0
"15134",2020-01-28,"CLAY",0
"15135",2020-01-29,"CLAY",0
"15136",2020-01-30,"CLAY",0
"15137",2020-01-31,"CLAY",0
"15138",2020-02-01,"CLAY",0
"15139",2020-02-02,"CLAY",0
"15140",2020-02-03,"CLAY",0
"15141",2020-02-04,"CLAY",0
"15142",2020-02-05,"CLAY",0
"15143",2020-02-06,"CLAY",0
"15144",2020-02-07,"CLAY",0
"15145",2020-02-08,"CLAY",0
"15146",2020-02-09,"CLAY",0
"15147",2020-02-10,"CLAY",0
"15148",2020-02-11,"CLAY",0
"15149",2020-02-12,"CLAY",0
"15150",2020-02-13,"CLAY",0
"15151",2020-02-14,"CLAY",0
"15152",2020-02-15,"CLAY",0
"15153",2020-02-16,"CLAY",0
"15154",2020-02-17,"CLAY",0
"15155",2020-02-18,"CLAY",0
"15156",2020-02-19,"CLAY",0
"15157",2020-02-20,"CLAY",0
"15158",2020-02-21,"CLAY",0
"15159",2020-02-22,"CLAY",0
"15160",2020-02-23,"CLAY",0
"15161",2020-02-24,"CLAY",0
"15162",2020-02-25,"CLAY",0
"15163",2020-02-26,"CLAY",0
"15164",2020-02-27,"CLAY",0
"15165",2020-02-28,"CLAY",0
"15166",2020-02-29,"CLAY",0
"15167",2020-03-01,"CLAY",0
"15168",2020-03-02,"CLAY",0
"15169",2020-03-03,"CLAY",0
"15170",2020-03-04,"CLAY",0
"15171",2020-03-05,"CLAY",0
"15172",2020-03-06,"CLAY",0
"15173",2020-03-07,"CLAY",0
"15174",2020-03-08,"CLAY",0
"15175",2020-03-09,"CLAY",0
"15176",2020-03-10,"CLAY",0
"15177",2020-03-11,"CLAY",0
"15178",2020-03-12,"CLAY",0
"15179",2020-03-13,"CLAY",0
"15180",2020-03-14,"CLAY",0
"15181",2020-03-15,"CLAY",0
"15182",2020-03-16,"CLAY",0
"15183",2020-03-17,"CLAY",0
"15184",2020-03-18,"CLAY",0
"15185",2020-03-19,"CLAY",0
"15186",2020-03-20,"CLAY",0
"15187",2020-03-21,"CLAY",0
"15188",2020-03-22,"CLAY",0
"15189",2020-03-23,"CLAY",0
"15190",2020-03-24,"CLAY",0
"15191",2020-03-25,"CLAY",0
"15192",2020-03-26,"CLAY",0
"15193",2020-03-27,"CLAY",0
"15194",2020-03-28,"CLAY",0
"15195",2020-03-29,"CLAY",0
"15196",2020-03-30,"CLAY",0
"15197",2020-03-31,"CLAY",0
"15198",2020-04-01,"CLAY",0
"15199",2020-04-02,"CLAY",0
"15200",2020-04-03,"CLAY",0
"15201",2020-04-04,"CLAY",0
"15202",2020-04-05,"CLAY",0
"15203",2020-04-06,"CLAY",0
"15204",2020-04-07,"CLAY",0
"15205",2020-04-08,"CLAY",0
"15206",2020-04-09,"CLAY",0
"15207",2020-04-10,"CLAY",0
"15208",2020-04-11,"CLAY",0
"15209",2020-04-12,"CLAY",0
"15210",2020-04-13,"CLAY",0
"15211",2020-04-14,"CLAY",0
"15212",2020-04-15,"CLAY",0
"15213",2020-04-16,"CLAY",0
"15214",2020-04-17,"CLAY",1
"15215",2020-04-18,"CLAY",1
"15216",2020-04-19,"CLAY",1
"15217",2020-04-20,"CLAY",1
"15218",2020-04-21,"CLAY",1
"15219",2020-04-22,"CLAY",1
"15220",2020-04-23,"CLAY",1
"15221",2020-04-24,"CLAY",1
"15222",2020-04-25,"CLAY",1
"15223",2020-04-26,"CLAY",1
"15224",2020-04-27,"CLAY",1
"15225",2020-04-28,"CLAY",1
"15226",2020-04-29,"CLAY",1
"15227",2020-04-30,"CLAY",1
"15228",2020-05-01,"CLAY",1
"15229",2020-05-02,"CLAY",1
"15230",2020-05-03,"CLAY",1
"15231",2020-05-04,"CLAY",1
"15232",2020-05-05,"CLAY",1
"15233",2020-05-06,"CLAY",1
"15234",2020-05-07,"CLAY",1
"15235",2020-05-08,"CLAY",1
"15236",2020-05-09,"CLAY",1
"15237",2020-05-10,"CLAY",1
"15238",2020-05-11,"CLAY",1
"15239",2020-05-12,"CLAY",2
"15240",2020-05-13,"CLAY",2
"15241",2020-05-14,"CLAY",2
"15242",2020-05-15,"CLAY",2
"15243",2020-05-16,"CLAY",2
"15244",2020-05-17,"CLAY",2
"15245",2020-05-18,"CLAY",2
"15246",2020-05-19,"CLAY",2
"15247",2020-05-20,"CLAY",2
"15248",2020-05-21,"CLAY",2
"15249",2020-05-22,"CLAY",2
"15250",2020-05-23,"CLAY",2
"15251",2020-05-24,"CLAY",2
"15252",2020-05-25,"CLAY",2
"15253",2020-05-26,"CLAY",2
"15254",2020-05-27,"CLAY",2
"15255",2020-05-28,"CLAY",2
"15256",2020-05-29,"CLAY",2
"15257",2020-05-30,"CLAY",2
"15258",2020-05-31,"CLAY",2
"15259",2020-06-01,"CLAY",2
"15260",2020-06-02,"CLAY",2
"15261",2020-06-03,"CLAY",2
"15262",2020-06-04,"CLAY",2
"15263",2020-06-05,"CLAY",2
"15264",2020-06-06,"CLAY",2
"15265",2020-06-07,"CLAY",2
"15266",2020-06-08,"CLAY",2
"15267",2020-06-09,"CLAY",2
"15268",2020-06-10,"CLAY",2
"15269",2020-06-11,"CLAY",2
"15270",2020-06-12,"CLAY",2
"15271",2020-06-13,"CLAY",2
"15272",2020-06-14,"CLAY",2
"15273",2020-06-15,"CLAY",2
"15274",2020-06-16,"CLAY",2
"15275",2020-06-17,"CLAY",2
"15276",2020-06-18,"CLAY",2
"15277",2020-06-19,"CLAY",2
"15278",2020-06-20,"CLAY",2
"15279",2020-06-21,"CLAY",2
"15280",2020-06-22,"CLAY",2
"15281",2020-06-23,"CLAY",2
"15282",2020-06-24,"CLAY",2
"15283",2020-06-25,"CLAY",2
"15284",2020-06-26,"CLAY",2
"15285",2020-06-27,"CLAY",2
"15286",2020-06-28,"CLAY",2
"15287",2020-06-29,"CLAY",2
"15288",2020-06-30,"CLAY",2
"15289",2020-07-01,"CLAY",2
"15290",2020-07-02,"CLAY",2
"15291",2020-07-03,"CLAY",2
"15292",2020-07-04,"CLAY",2
"15293",2020-07-05,"CLAY",2
"15294",2020-07-06,"CLAY",2
"15295",2020-07-07,"CLAY",2
"15296",2020-07-08,"CLAY",2
"15297",2020-07-09,"CLAY",2
"15298",2020-07-10,"CLAY",2
"15299",2020-07-11,"CLAY",2
"15300",2020-07-12,"CLAY",2
"15301",2020-07-13,"CLAY",2
"15302",2020-07-14,"CLAY",2
"15303",2020-07-15,"CLAY",2
"15304",2020-07-16,"CLAY",2
"15305",2020-07-17,"CLAY",2
"15306",2020-07-18,"CLAY",2
"15307",2020-07-19,"CLAY",3
"15308",2020-07-20,"CLAY",3
"15309",2020-07-21,"CLAY",3
"15310",2020-07-22,"CLAY",3
"15311",2020-07-23,"CLAY",3
"15312",2020-07-24,"CLAY",3
"15313",2020-07-25,"CLAY",4
"15314",2020-07-26,"CLAY",4
"15315",2020-07-27,"CLAY",4
"15316",2020-07-28,"CLAY",4
"15317",2020-07-29,"CLAY",5
"15318",2020-07-30,"CLAY",6
"15319",2020-07-31,"CLAY",6
"15320",2020-08-01,"CLAY",7
"15321",2020-08-02,"CLAY",7
"15322",2020-08-03,"CLAY",8
"15323",2020-08-04,"CLAY",9
"15324",2020-08-05,"CLAY",9
"15325",2020-08-06,"CLAY",9
"15326",2020-08-07,"CLAY",9
"15327",2020-08-08,"CLAY",10
"15328",2020-08-09,"CLAY",12
"15329",2020-08-10,"CLAY",13
"15330",2020-08-11,"CLAY",14
"15331",2020-08-12,"CLAY",15
"15332",2020-08-13,"CLAY",16
"15333",2020-08-14,"CLAY",16
"15334",2020-08-15,"CLAY",16
"15335",2020-08-16,"CLAY",16
"15336",2020-08-17,"CLAY",17
"15337",2020-08-18,"CLAY",18
"15338",2020-08-19,"CLAY",18
"15339",2020-08-20,"CLAY",18
"15340",2020-08-21,"CLAY",18
"15341",2020-08-22,"CLAY",18
"15342",2020-08-23,"CLAY",18
"15343",2020-08-24,"CLAY",18
"15344",2020-08-25,"CLAY",19
"15345",2020-08-26,"CLAY",19
"15346",2020-08-27,"CLAY",19
"15347",2020-08-28,"CLAY",19
"15348",2020-08-29,"CLAY",19
"15349",2020-08-30,"CLAY",19
"15350",2020-08-31,"CLAY",19
"15351",2020-09-01,"CLAY",19
"15352",2020-09-02,"CLAY",19
"15353",2020-09-03,"CLAY",20
"15354",2020-09-04,"CLAY",20
"15355",2020-09-05,"CLAY",20
"15356",2020-09-06,"CLAY",21
"15357",2020-09-07,"CLAY",22
"15358",2020-09-08,"CLAY",22
"15359",2020-09-09,"CLAY",24
"15360",2020-09-10,"CLAY",24
"15361",2020-09-11,"CLAY",24
"15362",2020-09-12,"CLAY",24
"15363",2020-09-13,"CLAY",24
"15364",2020-09-14,"CLAY",24
"15365",2020-09-15,"CLAY",25
"15366",2020-09-16,"CLAY",26
"15367",2020-09-17,"CLAY",26
"15368",2020-09-18,"CLAY",26
"15369",2020-09-19,"CLAY",27
"15370",2020-09-20,"CLAY",27
"15371",2020-09-21,"CLAY",29
"15372",2020-09-22,"CLAY",30
"15373",2020-09-23,"CLAY",30
"15374",2020-09-24,"CLAY",30
"15375",2020-09-25,"CLAY",30
"15376",2020-09-26,"CLAY",31
"15377",2020-09-27,"CLAY",33
"15378",2020-09-28,"CLAY",33
"15379",2020-09-29,"CLAY",33
"15380",2020-09-30,"CLAY",34
"15381",2020-10-01,"CLAY",36
"15382",2020-10-02,"CLAY",37
"15383",2020-10-03,"CLAY",37
"15384",2020-10-04,"CLAY",37
"15385",2020-10-05,"CLAY",38
"15386",2020-10-06,"CLAY",38
"15387",2020-10-07,"CLAY",38
"15388",2020-10-08,"CLAY",38
"15389",2020-10-09,"CLAY",38
"15390",2020-10-10,"CLAY",38
"15391",2020-10-11,"CLAY",38
"15392",2020-10-12,"CLAY",38
"15393",2020-10-13,"CLAY",38
"15394",2020-10-14,"CLAY",38
"15395",2020-10-15,"CLAY",38
"15396",2020-10-16,"CLAY",38
"15397",2020-10-17,"CLAY",38
"15398",2020-10-18,"CLAY",38
"15399",2020-10-19,"CLAY",39
"15400",2020-10-20,"CLAY",39
"15401",2020-10-21,"CLAY",39
"15402",2020-10-22,"CLAY",39
"15403",2020-10-23,"CLAY",39
"15404",2020-10-24,"CLAY",39
"15405",2020-10-25,"CLAY",39
"15406",2020-10-26,"CLAY",39
"15407",2020-10-27,"CLAY",39
"15408",2020-10-28,"CLAY",39
"15409",2020-10-29,"CLAY",39
"15410",2020-10-30,"CLAY",39
"15411",2020-10-31,"CLAY",40
"15412",2020-11-01,"CLAY",40
"15413",2020-11-02,"CLAY",40
"15414",2020-11-03,"CLAY",40
"15415",2020-11-04,"CLAY",40
"15416",2020-11-05,"CLAY",40
"15417",2020-11-06,"CLAY",41
"15418",2020-11-07,"CLAY",41
"15419",2020-11-08,"CLAY",41
"15420",2020-11-09,"CLAY",41
"15421",2020-11-10,"CLAY",41
"15422",2020-11-11,"CLAY",42
"15423",2020-11-12,"CLAY",42
"15424",2020-11-13,"CLAY",42
"15425",2020-11-14,"CLAY",42
"15426",2020-11-15,"CLAY",42
"15427",2020-11-16,"CLAY",42
"15428",2020-11-17,"CLAY",42
"15429",2020-11-18,"CLAY",42
"15430",2020-11-19,"CLAY",42
"15431",2020-11-20,"CLAY",42
"15432",2020-11-21,"CLAY",42
"15433",2020-11-22,"CLAY",42
"15434",2020-11-23,"CLAY",42
"15435",2020-11-24,"CLAY",42
"15436",2020-11-25,"CLAY",43
"15437",2020-11-26,"CLAY",44
"15438",2020-11-27,"CLAY",45
"15439",2020-11-28,"CLAY",45
"15440",2020-11-29,"CLAY",45
"15441",2020-11-30,"CLAY",45
"15442",2020-12-01,"CLAY",45
"15443",2020-12-02,"CLAY",45
"15444",2020-12-03,"CLAY",45
"15445",2020-12-04,"CLAY",45
"15446",2020-12-05,"CLAY",45
"15447",2020-12-06,"CLAY",45
"15448",2020-12-07,"CLAY",46
"15449",2020-12-08,"CLAY",46
"15450",2020-12-09,"CLAY",46
"15451",2020-12-10,"CLAY",46
"15452",2020-12-11,"CLAY",46
"15453",2020-12-12,"CLAY",46
"15454",2020-12-13,"CLAY",46
"15455",2020-12-14,"CLAY",46
"15456",2020-12-15,"CLAY",46
"15457",2020-12-16,"CLAY",46
"15458",2020-12-17,"CLAY",46
"15459",2020-12-18,"CLAY",47
"15460",2020-12-19,"CLAY",47
"15461",2020-12-20,"CLAY",47
"15462",2020-12-21,"CLAY",47
"15463",2020-12-22,"CLAY",47
"15464",2020-12-23,"CLAY",47
"15465",2020-12-24,"CLAY",47
"15466",2020-12-25,"CLAY",47
"15467",2020-12-26,"CLAY",47
"15468",2020-12-27,"CLAY",47
"15469",2020-12-28,"CLAY",48
"15470",2020-12-29,"CLAY",48
"15471",2020-12-30,"CLAY",48
"15472",2020-12-31,"CLAY",48
"15473",2021-01-01,"CLAY",49
"15474",2021-01-02,"CLAY",49
"15475",2021-01-03,"CLAY",49
"15476",2021-01-04,"CLAY",49
"15477",2021-01-05,"CLAY",50
"15478",2021-01-06,"CLAY",51
"15479",2021-01-07,"CLAY",51
"15480",2021-01-08,"CLAY",52
"15481",2021-01-09,"CLAY",53
"15482",2021-01-10,"CLAY",53
"15483",2021-01-11,"CLAY",53
"15484",2021-01-12,"CLAY",53
"15485",2021-01-13,"CLAY",53
"15486",2021-01-14,"CLAY",53
"15487",2021-01-15,"CLAY",53
"15488",2021-01-16,"CLAY",53
"15489",2021-01-17,"CLAY",53
"15490",2021-01-18,"CLAY",54
"15491",2021-01-19,"CLAY",54
"15492",2021-01-20,"CLAY",54
"15493",2021-01-21,"CLAY",55
"15494",2021-01-22,"CLAY",55
"15495",2021-01-23,"CLAY",55
"15496",2021-01-24,"CLAY",56
"15497",2021-01-25,"CLAY",56
"15498",2021-01-26,"CLAY",56
"15499",2021-01-27,"CLAY",56
"15500",2021-01-28,"CLAY",56
"15501",2021-01-29,"CLAY",56
"15502",2021-01-30,"CLAY",56
"15503",2021-01-31,"CLAY",56
"15504",2021-02-01,"CLAY",56
"15505",2021-02-02,"CLAY",56
"15506",2021-02-03,"CLAY",56
"15507",2021-02-04,"CLAY",56
"15508",2021-02-05,"CLAY",56
"15509",2021-02-06,"CLAY",56
"15510",2021-02-07,"CLAY",56
"15511",2021-02-08,"CLAY",56
"15512",2021-02-09,"CLAY",56
"15513",2021-02-10,"CLAY",57
"15514",2021-02-11,"CLAY",57
"15515",2021-02-12,"CLAY",57
"15516",2021-02-13,"CLAY",57
"15517",2021-02-14,"CLAY",57
"15518",2021-02-15,"CLAY",57
"15519",2021-02-16,"CLAY",57
"15520",2021-02-17,"CLAY",57
"15521",2021-02-18,"CLAY",57
"15522",2021-02-19,"CLAY",57
"15523",2021-02-20,"CLAY",57
"15524",2021-02-21,"CLAY",57
"15525",2021-02-22,"CLAY",57
"15526",2021-02-23,"CLAY",57
"15527",2021-02-24,"CLAY",57
"15528",2021-02-25,"CLAY",57
"15529",2021-02-26,"CLAY",57
"15530",2021-02-27,"CLAY",57
"15531",2021-02-28,"CLAY",57
"15532",2021-03-01,"CLAY",57
"15533",2021-03-02,"CLAY",57
"15534",2021-03-03,"CLAY",57
"15535",2021-03-04,"CLAY",57
"15536",2021-03-05,"CLAY",57
"15537",2021-03-06,"CLAY",57
"15538",2021-03-07,"CLAY",57
"15539",2021-03-08,"CLAY",57
"15540",2021-03-09,"CLAY",57
"15541",2021-03-10,"CLAY",57
"15542",2021-03-11,"CLAY",57
"15543",2021-03-12,"CLAY",57
"15544",2021-03-13,"CLAY",57
"15545",2021-03-14,"CLAY",57
"15546",2021-03-15,"CLAY",57
"15547",2021-03-16,"CLAY",57
"15548",2021-03-17,"CLAY",57
"15549",2021-03-18,"CLAY",57
"15550",2021-03-19,"CLAY",57
"15551",2021-03-20,"CLAY",57
"15552",2021-03-21,"CLAY",57
"15553",2021-03-22,"CLAY",57
"15554",2021-03-23,"CLAY",57
"15555",2021-03-24,"CLAY",57
"15556",2021-03-25,"CLAY",57
"15557",2021-03-26,"CLAY",57
"15558",2021-03-27,"CLAY",57
"15559",2021-03-28,"CLAY",57
"15560",2021-03-29,"CLAY",58
"15561",2021-03-30,"CLAY",58
"15562",2021-03-31,"CLAY",58
"15563",2021-04-01,"CLAY",58
"15564",2021-04-02,"CLAY",58
"15565",2021-04-03,"CLAY",58
"15566",2021-04-04,"CLAY",58
"15567",2021-04-05,"CLAY",58
"15568",2021-04-06,"CLAY",58
"15569",2021-04-07,"CLAY",58
"15570",2021-04-08,"CLAY",58
"15571",2021-04-09,"CLAY",58
"15572",2021-04-10,"CLAY",58
"15573",2021-04-11,"CLAY",58
"15574",2021-04-12,"CLAY",58
"15575",2021-04-13,"CLAY",58
"15576",2021-04-14,"CLAY",58
"15577",2021-04-15,"CLAY",58
"15578",2021-04-16,"CLAY",58
"15579",2021-04-17,"CLAY",58
"15580",2021-04-18,"CLAY",58
"15581",2021-04-19,"CLAY",58
"15582",2021-04-20,"CLAY",58
"15583",2021-04-21,"CLAY",58
"15584",2021-04-22,"CLAY",58
"15585",2021-04-23,"CLAY",58
"15586",2021-04-24,"CLAY",58
"15587",2021-04-25,"CLAY",58
"15588",2021-04-26,"CLAY",58
"15589",2021-04-27,"CLAY",58
"15590",2021-04-28,"CLAY",58
"15591",2021-04-29,"CLAY",58
"15592",2021-04-30,"CLAY",58
"15593",2021-05-01,"CLAY",58
"15594",2021-05-02,"CLAY",58
"15595",2021-05-03,"CLAY",58
"15596",2021-05-04,"CLAY",59
"15597",2021-05-05,"CLAY",59
"15598",2021-05-06,"CLAY",59
"15599",2021-05-07,"CLAY",59
"15600",2021-05-08,"CLAY",59
"15601",2021-05-09,"CLAY",59
"15602",2021-05-10,"CLAY",59
"15603",2021-05-11,"CLAY",59
"15604",2021-05-12,"CLAY",59
"15605",2021-05-13,"CLAY",59
"15606",2021-05-14,"CLAY",59
"15607",2021-05-15,"CLAY",59
"15608",2021-05-16,"CLAY",59
"15609",2021-05-17,"CLAY",59
"15610",2021-05-18,"CLAY",59
"15611",2021-05-19,"CLAY",59
"15612",2021-05-20,"CLAY",59
"15613",2021-05-21,"CLAY",59
"15614",2021-05-22,"CLAY",59
"15615",2021-05-23,"CLAY",59
"15616",2021-05-24,"CLAY",59
"15617",2021-05-25,"CLAY",59
"15618",2021-05-26,"CLAY",59
"15619",2021-05-27,"CLAY",59
"15620",2021-05-28,"CLAY",59
"15621",2021-05-29,"CLAY",59
"15622",2021-05-30,"CLAY",59
"15623",2021-05-31,"CLAY",59
"15624",2021-06-01,"CLAY",59
"15625",2021-06-02,"CLAY",59
"15626",2021-06-03,"CLAY",59
"15627",2021-06-04,"CLAY",59
"15628",2021-06-05,"CLAY",59
"15629",2021-06-06,"CLAY",59
"15630",2021-06-07,"CLAY",59
"15631",2021-06-08,"CLAY",59
"15632",2021-06-09,"CLAY",59
"15633",2021-06-10,"CLAY",59
"15634",2021-06-11,"CLAY",59
"15635",2021-06-12,"CLAY",59
"15636",2021-06-13,"CLAY",59
"15637",2021-06-14,"CLAY",59
"15638",2021-06-15,"CLAY",59
"15639",2021-06-16,"CLAY",59
"15640",2021-06-17,"CLAY",59
"15641",2021-06-18,"CLAY",59
"15642",2021-06-19,"CLAY",59
"15643",2021-06-20,"CLAY",59
"15644",2021-06-21,"CLAY",59
"15645",2021-06-22,"CLAY",59
"15646",2021-06-23,"CLAY",59
"15647",2021-06-24,"CLAY",59
"15648",2021-06-25,"CLAY",59
"15649",2021-06-26,"CLAY",59
"15650",2021-06-27,"CLAY",59
"15651",2021-06-28,"CLAY",59
"15652",2021-06-29,"CLAY",59
"15653",2021-06-30,"CLAY",59
"15654",2021-07-01,"CLAY",59
"15655",2021-07-02,"CLAY",59
"15656",2021-07-03,"CLAY",59
"15657",2021-07-04,"CLAY",59
"15658",2021-07-05,"CLAY",59
"15659",2021-07-06,"CLAY",59
"15660",2021-07-07,"CLAY",59
"15661",2021-07-08,"CLAY",59
"15662",2021-07-09,"CLAY",59
"15663",2021-07-10,"CLAY",59
"15664",2021-07-11,"CLAY",59
"15665",2021-07-12,"CLAY",59
"15666",2021-07-13,"CLAY",59
"15667",2021-07-14,"CLAY",59
"15668",2021-07-15,"CLAY",59
"15669",2021-07-16,"CLAY",59
"15670",2021-07-17,"CLAY",59
"15671",2021-07-18,"CLAY",59
"15672",2021-07-19,"CLAY",59
"15673",2021-07-20,"CLAY",59
"15674",2021-07-21,"CLAY",59
"15675",2021-07-22,"CLAY",59
"15676",2021-07-23,"CLAY",59
