"","DtCaseOrDeathOrTest","Jurisdiction","CSumDeath"
"1",2020-01-01,"AUTAUGA",0
"2",2020-01-02,"AUTAUGA",0
"3",2020-01-03,"AUTAUGA",0
"4",2020-01-04,"AUTAUGA",0
"5",2020-01-05,"AUTAUGA",0
"6",2020-01-06,"AUTAUGA",0
"7",2020-01-07,"AUTAUGA",0
"8",2020-01-08,"AUTAUGA",0
"9",2020-01-09,"AUTAUGA",0
"10",2020-01-10,"AUTAUGA",0
"11",2020-01-11,"AUTAUGA",0
"12",2020-01-12,"AUTAUGA",0
"13",2020-01-13,"AUTAUGA",0
"14",2020-01-14,"AUTAUGA",0
"15",2020-01-15,"AUTAUGA",0
"16",2020-01-16,"AUTAUGA",0
"17",2020-01-17,"AUTAUGA",0
"18",2020-01-18,"AUTAUGA",0
"19",2020-01-19,"AUTAUGA",0
"20",2020-01-20,"AUTAUGA",0
"21",2020-01-21,"AUTAUGA",0
"22",2020-01-22,"AUTAUGA",0
"23",2020-01-23,"AUTAUGA",0
"24",2020-01-24,"AUTAUGA",0
"25",2020-01-25,"AUTAUGA",0
"26",2020-01-26,"AUTAUGA",0
"27",2020-01-27,"AUTAUGA",0
"28",2020-01-28,"AUTAUGA",0
"29",2020-01-29,"AUTAUGA",0
"30",2020-01-30,"AUTAUGA",0
"31",2020-01-31,"AUTAUGA",0
"32",2020-02-01,"AUTAUGA",0
"33",2020-02-02,"AUTAUGA",0
"34",2020-02-03,"AUTAUGA",0
"35",2020-02-04,"AUTAUGA",0
"36",2020-02-05,"AUTAUGA",0
"37",2020-02-06,"AUTAUGA",0
"38",2020-02-07,"AUTAUGA",0
"39",2020-02-08,"AUTAUGA",0
"40",2020-02-09,"AUTAUGA",0
"41",2020-02-10,"AUTAUGA",0
"42",2020-02-11,"AUTAUGA",0
"43",2020-02-12,"AUTAUGA",0
"44",2020-02-13,"AUTAUGA",0
"45",2020-02-14,"AUTAUGA",0
"46",2020-02-15,"AUTAUGA",0
"47",2020-02-16,"AUTAUGA",0
"48",2020-02-17,"AUTAUGA",0
"49",2020-02-18,"AUTAUGA",0
"50",2020-02-19,"AUTAUGA",0
"51",2020-02-20,"AUTAUGA",0
"52",2020-02-21,"AUTAUGA",0
"53",2020-02-22,"AUTAUGA",0
"54",2020-02-23,"AUTAUGA",0
"55",2020-02-24,"AUTAUGA",0
"56",2020-02-25,"AUTAUGA",0
"57",2020-02-26,"AUTAUGA",0
"58",2020-02-27,"AUTAUGA",0
"59",2020-02-28,"AUTAUGA",0
"60",2020-02-29,"AUTAUGA",0
"61",2020-03-01,"AUTAUGA",0
"62",2020-03-02,"AUTAUGA",0
"63",2020-03-03,"AUTAUGA",0
"64",2020-03-04,"AUTAUGA",0
"65",2020-03-05,"AUTAUGA",0
"66",2020-03-06,"AUTAUGA",0
"67",2020-03-07,"AUTAUGA",0
"68",2020-03-08,"AUTAUGA",0
"69",2020-03-09,"AUTAUGA",0
"70",2020-03-10,"AUTAUGA",0
"71",2020-03-11,"AUTAUGA",0
"72",2020-03-12,"AUTAUGA",0
"73",2020-03-13,"AUTAUGA",0
"74",2020-03-14,"AUTAUGA",0
"75",2020-03-15,"AUTAUGA",0
"76",2020-03-16,"AUTAUGA",0
"77",2020-03-17,"AUTAUGA",0
"78",2020-03-18,"AUTAUGA",0
"79",2020-03-19,"AUTAUGA",0
"80",2020-03-20,"AUTAUGA",0
"81",2020-03-21,"AUTAUGA",0
"82",2020-03-22,"AUTAUGA",0
"83",2020-03-23,"AUTAUGA",0
"84",2020-03-24,"AUTAUGA",0
"85",2020-03-25,"AUTAUGA",0
"86",2020-03-26,"AUTAUGA",0
"87",2020-03-27,"AUTAUGA",0
"88",2020-03-28,"AUTAUGA",0
"89",2020-03-29,"AUTAUGA",0
"90",2020-03-30,"AUTAUGA",0
"91",2020-03-31,"AUTAUGA",0
"92",2020-04-01,"AUTAUGA",0
"93",2020-04-02,"AUTAUGA",0
"94",2020-04-03,"AUTAUGA",0
"95",2020-04-04,"AUTAUGA",0
"96",2020-04-05,"AUTAUGA",1
"97",2020-04-06,"AUTAUGA",1
"98",2020-04-07,"AUTAUGA",1
"99",2020-04-08,"AUTAUGA",1
"100",2020-04-09,"AUTAUGA",1
"101",2020-04-10,"AUTAUGA",1
"102",2020-04-11,"AUTAUGA",1
"103",2020-04-12,"AUTAUGA",1
"104",2020-04-13,"AUTAUGA",1
"105",2020-04-14,"AUTAUGA",1
"106",2020-04-15,"AUTAUGA",1
"107",2020-04-16,"AUTAUGA",1
"108",2020-04-17,"AUTAUGA",1
"109",2020-04-18,"AUTAUGA",1
"110",2020-04-19,"AUTAUGA",2
"111",2020-04-20,"AUTAUGA",2
"112",2020-04-21,"AUTAUGA",2
"113",2020-04-22,"AUTAUGA",2
"114",2020-04-23,"AUTAUGA",2
"115",2020-04-24,"AUTAUGA",3
"116",2020-04-25,"AUTAUGA",3
"117",2020-04-26,"AUTAUGA",3
"118",2020-04-27,"AUTAUGA",3
"119",2020-04-28,"AUTAUGA",3
"120",2020-04-29,"AUTAUGA",3
"121",2020-04-30,"AUTAUGA",3
"122",2020-05-01,"AUTAUGA",3
"123",2020-05-02,"AUTAUGA",3
"124",2020-05-03,"AUTAUGA",3
"125",2020-05-04,"AUTAUGA",3
"126",2020-05-05,"AUTAUGA",3
"127",2020-05-06,"AUTAUGA",3
"128",2020-05-07,"AUTAUGA",3
"129",2020-05-08,"AUTAUGA",3
"130",2020-05-09,"AUTAUGA",3
"131",2020-05-10,"AUTAUGA",3
"132",2020-05-11,"AUTAUGA",3
"133",2020-05-12,"AUTAUGA",3
"134",2020-05-13,"AUTAUGA",3
"135",2020-05-14,"AUTAUGA",3
"136",2020-05-15,"AUTAUGA",3
"137",2020-05-16,"AUTAUGA",3
"138",2020-05-17,"AUTAUGA",3
"139",2020-05-18,"AUTAUGA",3
"140",2020-05-19,"AUTAUGA",3
"141",2020-05-20,"AUTAUGA",3
"142",2020-05-21,"AUTAUGA",4
"143",2020-05-22,"AUTAUGA",5
"144",2020-05-23,"AUTAUGA",5
"145",2020-05-24,"AUTAUGA",5
"146",2020-05-25,"AUTAUGA",5
"147",2020-05-26,"AUTAUGA",5
"148",2020-05-27,"AUTAUGA",6
"149",2020-05-28,"AUTAUGA",7
"150",2020-05-29,"AUTAUGA",7
"151",2020-05-30,"AUTAUGA",7
"152",2020-05-31,"AUTAUGA",7
"153",2020-06-01,"AUTAUGA",7
"154",2020-06-02,"AUTAUGA",7
"155",2020-06-03,"AUTAUGA",7
"156",2020-06-04,"AUTAUGA",7
"157",2020-06-05,"AUTAUGA",7
"158",2020-06-06,"AUTAUGA",7
"159",2020-06-07,"AUTAUGA",7
"160",2020-06-08,"AUTAUGA",7
"161",2020-06-09,"AUTAUGA",7
"162",2020-06-10,"AUTAUGA",7
"163",2020-06-11,"AUTAUGA",9
"164",2020-06-12,"AUTAUGA",10
"165",2020-06-13,"AUTAUGA",10
"166",2020-06-14,"AUTAUGA",11
"167",2020-06-15,"AUTAUGA",11
"168",2020-06-16,"AUTAUGA",11
"169",2020-06-17,"AUTAUGA",11
"170",2020-06-18,"AUTAUGA",12
"171",2020-06-19,"AUTAUGA",12
"172",2020-06-20,"AUTAUGA",13
"173",2020-06-21,"AUTAUGA",13
"174",2020-06-22,"AUTAUGA",13
"175",2020-06-23,"AUTAUGA",13
"176",2020-06-24,"AUTAUGA",14
"177",2020-06-25,"AUTAUGA",15
"178",2020-06-26,"AUTAUGA",16
"179",2020-06-27,"AUTAUGA",16
"180",2020-06-28,"AUTAUGA",16
"181",2020-06-29,"AUTAUGA",16
"182",2020-06-30,"AUTAUGA",17
"183",2020-07-01,"AUTAUGA",18
"184",2020-07-02,"AUTAUGA",20
"185",2020-07-03,"AUTAUGA",22
"186",2020-07-04,"AUTAUGA",22
"187",2020-07-05,"AUTAUGA",22
"188",2020-07-06,"AUTAUGA",22
"189",2020-07-07,"AUTAUGA",23
"190",2020-07-08,"AUTAUGA",23
"191",2020-07-09,"AUTAUGA",23
"192",2020-07-10,"AUTAUGA",23
"193",2020-07-11,"AUTAUGA",23
"194",2020-07-12,"AUTAUGA",23
"195",2020-07-13,"AUTAUGA",23
"196",2020-07-14,"AUTAUGA",23
"197",2020-07-15,"AUTAUGA",23
"198",2020-07-16,"AUTAUGA",23
"199",2020-07-17,"AUTAUGA",23
"200",2020-07-18,"AUTAUGA",24
"201",2020-07-19,"AUTAUGA",24
"202",2020-07-20,"AUTAUGA",24
"203",2020-07-21,"AUTAUGA",24
"204",2020-07-22,"AUTAUGA",25
"205",2020-07-23,"AUTAUGA",25
"206",2020-07-24,"AUTAUGA",25
"207",2020-07-25,"AUTAUGA",25
"208",2020-07-26,"AUTAUGA",25
"209",2020-07-27,"AUTAUGA",25
"210",2020-07-28,"AUTAUGA",25
"211",2020-07-29,"AUTAUGA",25
"212",2020-07-30,"AUTAUGA",25
"213",2020-07-31,"AUTAUGA",25
"214",2020-08-01,"AUTAUGA",25
"215",2020-08-02,"AUTAUGA",26
"216",2020-08-03,"AUTAUGA",26
"217",2020-08-04,"AUTAUGA",26
"218",2020-08-05,"AUTAUGA",26
"219",2020-08-06,"AUTAUGA",26
"220",2020-08-07,"AUTAUGA",26
"221",2020-08-08,"AUTAUGA",27
"222",2020-08-09,"AUTAUGA",27
"223",2020-08-10,"AUTAUGA",27
"224",2020-08-11,"AUTAUGA",27
"225",2020-08-12,"AUTAUGA",27
"226",2020-08-13,"AUTAUGA",27
"227",2020-08-14,"AUTAUGA",27
"228",2020-08-15,"AUTAUGA",28
"229",2020-08-16,"AUTAUGA",28
"230",2020-08-17,"AUTAUGA",28
"231",2020-08-18,"AUTAUGA",28
"232",2020-08-19,"AUTAUGA",28
"233",2020-08-20,"AUTAUGA",28
"234",2020-08-21,"AUTAUGA",28
"235",2020-08-22,"AUTAUGA",28
"236",2020-08-23,"AUTAUGA",28
"237",2020-08-24,"AUTAUGA",28
"238",2020-08-25,"AUTAUGA",28
"239",2020-08-26,"AUTAUGA",28
"240",2020-08-27,"AUTAUGA",28
"241",2020-08-28,"AUTAUGA",28
"242",2020-08-29,"AUTAUGA",29
"243",2020-08-30,"AUTAUGA",29
"244",2020-08-31,"AUTAUGA",29
"245",2020-09-01,"AUTAUGA",29
"246",2020-09-02,"AUTAUGA",29
"247",2020-09-03,"AUTAUGA",29
"248",2020-09-04,"AUTAUGA",29
"249",2020-09-05,"AUTAUGA",29
"250",2020-09-06,"AUTAUGA",29
"251",2020-09-07,"AUTAUGA",29
"252",2020-09-08,"AUTAUGA",29
"253",2020-09-09,"AUTAUGA",29
"254",2020-09-10,"AUTAUGA",29
"255",2020-09-11,"AUTAUGA",29
"256",2020-09-12,"AUTAUGA",29
"257",2020-09-13,"AUTAUGA",30
"258",2020-09-14,"AUTAUGA",30
"259",2020-09-15,"AUTAUGA",30
"260",2020-09-16,"AUTAUGA",30
"261",2020-09-17,"AUTAUGA",30
"262",2020-09-18,"AUTAUGA",30
"263",2020-09-19,"AUTAUGA",30
"264",2020-09-20,"AUTAUGA",30
"265",2020-09-21,"AUTAUGA",30
"266",2020-09-22,"AUTAUGA",30
"267",2020-09-23,"AUTAUGA",30
"268",2020-09-24,"AUTAUGA",30
"269",2020-09-25,"AUTAUGA",31
"270",2020-09-26,"AUTAUGA",32
"271",2020-09-27,"AUTAUGA",32
"272",2020-09-28,"AUTAUGA",33
"273",2020-09-29,"AUTAUGA",33
"274",2020-09-30,"AUTAUGA",33
"275",2020-10-01,"AUTAUGA",33
"276",2020-10-02,"AUTAUGA",33
"277",2020-10-03,"AUTAUGA",33
"278",2020-10-04,"AUTAUGA",33
"279",2020-10-05,"AUTAUGA",33
"280",2020-10-06,"AUTAUGA",33
"281",2020-10-07,"AUTAUGA",33
"282",2020-10-08,"AUTAUGA",33
"283",2020-10-09,"AUTAUGA",33
"284",2020-10-10,"AUTAUGA",33
"285",2020-10-11,"AUTAUGA",33
"286",2020-10-12,"AUTAUGA",33
"287",2020-10-13,"AUTAUGA",33
"288",2020-10-14,"AUTAUGA",34
"289",2020-10-15,"AUTAUGA",35
"290",2020-10-16,"AUTAUGA",35
"291",2020-10-17,"AUTAUGA",35
"292",2020-10-18,"AUTAUGA",35
"293",2020-10-19,"AUTAUGA",35
"294",2020-10-20,"AUTAUGA",35
"295",2020-10-21,"AUTAUGA",35
"296",2020-10-22,"AUTAUGA",35
"297",2020-10-23,"AUTAUGA",35
"298",2020-10-24,"AUTAUGA",35
"299",2020-10-25,"AUTAUGA",35
"300",2020-10-26,"AUTAUGA",35
"301",2020-10-27,"AUTAUGA",35
"302",2020-10-28,"AUTAUGA",35
"303",2020-10-29,"AUTAUGA",35
"304",2020-10-30,"AUTAUGA",35
"305",2020-10-31,"AUTAUGA",35
"306",2020-11-01,"AUTAUGA",35
"307",2020-11-02,"AUTAUGA",36
"308",2020-11-03,"AUTAUGA",36
"309",2020-11-04,"AUTAUGA",36
"310",2020-11-05,"AUTAUGA",36
"311",2020-11-06,"AUTAUGA",36
"312",2020-11-07,"AUTAUGA",37
"313",2020-11-08,"AUTAUGA",37
"314",2020-11-09,"AUTAUGA",38
"315",2020-11-10,"AUTAUGA",38
"316",2020-11-11,"AUTAUGA",38
"317",2020-11-12,"AUTAUGA",38
"318",2020-11-13,"AUTAUGA",38
"319",2020-11-14,"AUTAUGA",39
"320",2020-11-15,"AUTAUGA",39
"321",2020-11-16,"AUTAUGA",40
"322",2020-11-17,"AUTAUGA",41
"323",2020-11-18,"AUTAUGA",41
"324",2020-11-19,"AUTAUGA",41
"325",2020-11-20,"AUTAUGA",41
"326",2020-11-21,"AUTAUGA",41
"327",2020-11-22,"AUTAUGA",41
"328",2020-11-23,"AUTAUGA",41
"329",2020-11-24,"AUTAUGA",41
"330",2020-11-25,"AUTAUGA",42
"331",2020-11-26,"AUTAUGA",43
"332",2020-11-27,"AUTAUGA",43
"333",2020-11-28,"AUTAUGA",43
"334",2020-11-29,"AUTAUGA",44
"335",2020-11-30,"AUTAUGA",44
"336",2020-12-01,"AUTAUGA",45
"337",2020-12-02,"AUTAUGA",45
"338",2020-12-03,"AUTAUGA",45
"339",2020-12-04,"AUTAUGA",45
"340",2020-12-05,"AUTAUGA",45
"341",2020-12-06,"AUTAUGA",45
"342",2020-12-07,"AUTAUGA",45
"343",2020-12-08,"AUTAUGA",46
"344",2020-12-09,"AUTAUGA",46
"345",2020-12-10,"AUTAUGA",46
"346",2020-12-11,"AUTAUGA",47
"347",2020-12-12,"AUTAUGA",47
"348",2020-12-13,"AUTAUGA",47
"349",2020-12-14,"AUTAUGA",48
"350",2020-12-15,"AUTAUGA",49
"351",2020-12-16,"AUTAUGA",50
"352",2020-12-17,"AUTAUGA",50
"353",2020-12-18,"AUTAUGA",50
"354",2020-12-19,"AUTAUGA",50
"355",2020-12-20,"AUTAUGA",50
"356",2020-12-21,"AUTAUGA",52
"357",2020-12-22,"AUTAUGA",53
"358",2020-12-23,"AUTAUGA",53
"359",2020-12-24,"AUTAUGA",54
"360",2020-12-25,"AUTAUGA",54
"361",2020-12-26,"AUTAUGA",54
"362",2020-12-27,"AUTAUGA",54
"363",2020-12-28,"AUTAUGA",54
"364",2020-12-29,"AUTAUGA",55
"365",2020-12-30,"AUTAUGA",56
"366",2020-12-31,"AUTAUGA",59
"367",2021-01-01,"AUTAUGA",61
"368",2021-01-02,"AUTAUGA",62
"369",2021-01-03,"AUTAUGA",63
"370",2021-01-04,"AUTAUGA",63
"371",2021-01-05,"AUTAUGA",64
"372",2021-01-06,"AUTAUGA",68
"373",2021-01-07,"AUTAUGA",68
"374",2021-01-08,"AUTAUGA",70
"375",2021-01-09,"AUTAUGA",73
"376",2021-01-10,"AUTAUGA",74
"377",2021-01-11,"AUTAUGA",74
"378",2021-01-12,"AUTAUGA",76
"379",2021-01-13,"AUTAUGA",76
"380",2021-01-14,"AUTAUGA",77
"381",2021-01-15,"AUTAUGA",77
"382",2021-01-16,"AUTAUGA",78
"383",2021-01-17,"AUTAUGA",80
"384",2021-01-18,"AUTAUGA",80
"385",2021-01-19,"AUTAUGA",80
"386",2021-01-20,"AUTAUGA",84
"387",2021-01-21,"AUTAUGA",84
"388",2021-01-22,"AUTAUGA",84
"389",2021-01-23,"AUTAUGA",85
"390",2021-01-24,"AUTAUGA",87
"391",2021-01-25,"AUTAUGA",87
"392",2021-01-26,"AUTAUGA",87
"393",2021-01-27,"AUTAUGA",88
"394",2021-01-28,"AUTAUGA",88
"395",2021-01-29,"AUTAUGA",88
"396",2021-01-30,"AUTAUGA",88
"397",2021-01-31,"AUTAUGA",88
"398",2021-02-01,"AUTAUGA",89
"399",2021-02-02,"AUTAUGA",90
"400",2021-02-03,"AUTAUGA",90
"401",2021-02-04,"AUTAUGA",90
"402",2021-02-05,"AUTAUGA",90
"403",2021-02-06,"AUTAUGA",90
"404",2021-02-07,"AUTAUGA",91
"405",2021-02-08,"AUTAUGA",91
"406",2021-02-09,"AUTAUGA",92
"407",2021-02-10,"AUTAUGA",95
"408",2021-02-11,"AUTAUGA",95
"409",2021-02-12,"AUTAUGA",95
"410",2021-02-13,"AUTAUGA",95
"411",2021-02-14,"AUTAUGA",96
"412",2021-02-15,"AUTAUGA",97
"413",2021-02-16,"AUTAUGA",97
"414",2021-02-17,"AUTAUGA",97
"415",2021-02-18,"AUTAUGA",98
"416",2021-02-19,"AUTAUGA",98
"417",2021-02-20,"AUTAUGA",98
"418",2021-02-21,"AUTAUGA",98
"419",2021-02-22,"AUTAUGA",99
"420",2021-02-23,"AUTAUGA",99
"421",2021-02-24,"AUTAUGA",99
"422",2021-02-25,"AUTAUGA",99
"423",2021-02-26,"AUTAUGA",99
"424",2021-02-27,"AUTAUGA",99
"425",2021-02-28,"AUTAUGA",99
"426",2021-03-01,"AUTAUGA",99
"427",2021-03-02,"AUTAUGA",99
"428",2021-03-03,"AUTAUGA",99
"429",2021-03-04,"AUTAUGA",99
"430",2021-03-05,"AUTAUGA",99
"431",2021-03-06,"AUTAUGA",99
"432",2021-03-07,"AUTAUGA",101
"433",2021-03-08,"AUTAUGA",101
"434",2021-03-09,"AUTAUGA",101
"435",2021-03-10,"AUTAUGA",102
"436",2021-03-11,"AUTAUGA",103
"437",2021-03-12,"AUTAUGA",104
"438",2021-03-13,"AUTAUGA",104
"439",2021-03-14,"AUTAUGA",104
"440",2021-03-15,"AUTAUGA",105
"441",2021-03-16,"AUTAUGA",105
"442",2021-03-17,"AUTAUGA",106
"443",2021-03-18,"AUTAUGA",106
"444",2021-03-19,"AUTAUGA",106
"445",2021-03-20,"AUTAUGA",106
"446",2021-03-21,"AUTAUGA",106
"447",2021-03-22,"AUTAUGA",106
"448",2021-03-23,"AUTAUGA",106
"449",2021-03-24,"AUTAUGA",106
"450",2021-03-25,"AUTAUGA",106
"451",2021-03-26,"AUTAUGA",106
"452",2021-03-27,"AUTAUGA",106
"453",2021-03-28,"AUTAUGA",107
"454",2021-03-29,"AUTAUGA",107
"455",2021-03-30,"AUTAUGA",107
"456",2021-03-31,"AUTAUGA",107
"457",2021-04-01,"AUTAUGA",107
"458",2021-04-02,"AUTAUGA",107
"459",2021-04-03,"AUTAUGA",107
"460",2021-04-04,"AUTAUGA",107
"461",2021-04-05,"AUTAUGA",107
"462",2021-04-06,"AUTAUGA",107
"463",2021-04-07,"AUTAUGA",108
"464",2021-04-08,"AUTAUGA",109
"465",2021-04-09,"AUTAUGA",109
"466",2021-04-10,"AUTAUGA",109
"467",2021-04-11,"AUTAUGA",109
"468",2021-04-12,"AUTAUGA",109
"469",2021-04-13,"AUTAUGA",109
"470",2021-04-14,"AUTAUGA",109
"471",2021-04-15,"AUTAUGA",109
"472",2021-04-16,"AUTAUGA",109
"473",2021-04-17,"AUTAUGA",110
"474",2021-04-18,"AUTAUGA",110
"475",2021-04-19,"AUTAUGA",110
"476",2021-04-20,"AUTAUGA",110
"477",2021-04-21,"AUTAUGA",110
"478",2021-04-22,"AUTAUGA",110
"479",2021-04-23,"AUTAUGA",110
"480",2021-04-24,"AUTAUGA",110
"481",2021-04-25,"AUTAUGA",110
"482",2021-04-26,"AUTAUGA",110
"483",2021-04-27,"AUTAUGA",110
"484",2021-04-28,"AUTAUGA",110
"485",2021-04-29,"AUTAUGA",110
"486",2021-04-30,"AUTAUGA",110
"487",2021-05-01,"AUTAUGA",110
"488",2021-05-02,"AUTAUGA",110
"489",2021-05-03,"AUTAUGA",110
"490",2021-05-04,"AUTAUGA",110
"491",2021-05-05,"AUTAUGA",110
"492",2021-05-06,"AUTAUGA",110
"493",2021-05-07,"AUTAUGA",110
"494",2021-05-08,"AUTAUGA",110
"495",2021-05-09,"AUTAUGA",110
"496",2021-05-10,"AUTAUGA",110
"497",2021-05-11,"AUTAUGA",110
"498",2021-05-12,"AUTAUGA",110
"499",2021-05-13,"AUTAUGA",110
"500",2021-05-14,"AUTAUGA",110
"501",2021-05-15,"AUTAUGA",110
"502",2021-05-16,"AUTAUGA",110
"503",2021-05-17,"AUTAUGA",110
"504",2021-05-18,"AUTAUGA",111
"505",2021-05-19,"AUTAUGA",111
"506",2021-05-20,"AUTAUGA",111
"507",2021-05-21,"AUTAUGA",111
"508",2021-05-22,"AUTAUGA",112
"509",2021-05-23,"AUTAUGA",112
"510",2021-05-24,"AUTAUGA",112
"511",2021-05-25,"AUTAUGA",113
"512",2021-05-26,"AUTAUGA",113
"513",2021-05-27,"AUTAUGA",113
"514",2021-05-28,"AUTAUGA",113
"515",2021-05-29,"AUTAUGA",113
"516",2021-05-30,"AUTAUGA",113
"517",2021-05-31,"AUTAUGA",113
"518",2021-06-01,"AUTAUGA",113
"519",2021-06-02,"AUTAUGA",113
"520",2021-06-03,"AUTAUGA",113
"521",2021-06-04,"AUTAUGA",113
"522",2021-06-05,"AUTAUGA",113
"523",2021-06-06,"AUTAUGA",113
"524",2021-06-07,"AUTAUGA",113
"525",2021-06-08,"AUTAUGA",113
"526",2021-06-09,"AUTAUGA",113
"527",2021-06-10,"AUTAUGA",113
"528",2021-06-11,"AUTAUGA",113
"529",2021-06-12,"AUTAUGA",113
"530",2021-06-13,"AUTAUGA",113
"531",2021-06-14,"AUTAUGA",113
"532",2021-06-15,"AUTAUGA",113
"533",2021-06-16,"AUTAUGA",113
"534",2021-06-17,"AUTAUGA",113
"535",2021-06-18,"AUTAUGA",113
"536",2021-06-19,"AUTAUGA",113
"537",2021-06-20,"AUTAUGA",113
"538",2021-06-21,"AUTAUGA",113
"539",2021-06-22,"AUTAUGA",113
"540",2021-06-23,"AUTAUGA",113
"541",2021-06-24,"AUTAUGA",113
"542",2021-06-25,"AUTAUGA",113
"543",2021-06-26,"AUTAUGA",113
"544",2021-06-27,"AUTAUGA",113
"545",2021-06-28,"AUTAUGA",113
"546",2021-06-29,"AUTAUGA",113
"547",2021-06-30,"AUTAUGA",113
"548",2021-07-01,"AUTAUGA",113
"549",2021-07-02,"AUTAUGA",113
"550",2021-07-03,"AUTAUGA",113
"551",2021-07-04,"AUTAUGA",113
"552",2021-07-05,"AUTAUGA",113
"553",2021-07-06,"AUTAUGA",113
"554",2021-07-07,"AUTAUGA",113
"555",2021-07-08,"AUTAUGA",113
"556",2021-07-09,"AUTAUGA",113
"557",2021-07-10,"AUTAUGA",113
"558",2021-07-11,"AUTAUGA",113
"559",2021-07-12,"AUTAUGA",113
"560",2021-07-13,"AUTAUGA",113
"561",2021-07-14,"AUTAUGA",113
"562",2021-07-15,"AUTAUGA",113
"563",2021-07-16,"AUTAUGA",113
"564",2021-07-17,"AUTAUGA",113
"565",2021-07-18,"AUTAUGA",113
"566",2021-07-19,"AUTAUGA",114
"567",2021-07-20,"AUTAUGA",114
"568",2021-07-21,"AUTAUGA",114
"569",2021-07-22,"AUTAUGA",114
"570",2021-07-23,"AUTAUGA",114
"571",2021-07-24,"AUTAUGA",114
"572",2021-07-25,"AUTAUGA",114
"573",2021-07-26,"AUTAUGA",114
"574",2021-07-27,"AUTAUGA",114
"575",2021-07-28,"AUTAUGA",114
"576",2021-07-29,"AUTAUGA",114
"577",2021-07-30,"AUTAUGA",114
"578",2021-07-31,"AUTAUGA",114
"579",2021-08-01,"AUTAUGA",115
"580",2021-08-02,"AUTAUGA",116
"581",2021-08-03,"AUTAUGA",116
"582",2021-08-04,"AUTAUGA",117
"583",2021-08-05,"AUTAUGA",117
"584",2021-08-06,"AUTAUGA",118
"585",2021-08-07,"AUTAUGA",118
"586",2021-08-08,"AUTAUGA",118
"587",2021-08-09,"AUTAUGA",118
"588",2021-08-10,"AUTAUGA",118
"589",2021-08-11,"AUTAUGA",120
"590",2021-08-12,"AUTAUGA",120
"591",2021-08-13,"AUTAUGA",120
"592",2021-08-14,"AUTAUGA",120
"593",2021-08-15,"AUTAUGA",121
"594",2021-08-16,"AUTAUGA",121
"595",2021-08-17,"AUTAUGA",121
"596",2021-08-18,"AUTAUGA",121
"597",2021-08-19,"AUTAUGA",122
"598",2021-08-20,"AUTAUGA",123
"599",2021-08-21,"AUTAUGA",123
"600",2021-08-22,"AUTAUGA",123
"601",2021-08-23,"AUTAUGA",123
"602",2021-08-24,"AUTAUGA",123
"603",2021-08-25,"AUTAUGA",123
"604",2021-08-26,"AUTAUGA",123
"605",2021-08-27,"AUTAUGA",124
"606",2021-08-28,"AUTAUGA",126
"607",2021-08-29,"AUTAUGA",127
"608",2021-08-30,"AUTAUGA",127
"609",2021-08-31,"AUTAUGA",128
"610",2021-09-01,"AUTAUGA",129
"611",2021-09-02,"AUTAUGA",131
"612",2021-09-03,"AUTAUGA",132
"613",2021-09-04,"AUTAUGA",132
"614",2021-09-05,"AUTAUGA",133
"615",2021-09-06,"AUTAUGA",134
"616",2021-09-07,"AUTAUGA",137
"617",2021-09-08,"AUTAUGA",138
"618",2021-09-09,"AUTAUGA",140
"619",2021-09-10,"AUTAUGA",140
"620",2021-09-11,"AUTAUGA",140
"621",2021-09-12,"AUTAUGA",140
"622",2021-09-13,"AUTAUGA",140
"623",2021-09-14,"AUTAUGA",142
"624",2021-09-15,"AUTAUGA",144
"625",2021-09-16,"AUTAUGA",144
"626",2021-09-17,"AUTAUGA",144
"627",2021-09-18,"AUTAUGA",145
"628",2021-09-19,"AUTAUGA",145
"629",2021-09-20,"AUTAUGA",146
"630",2021-09-21,"AUTAUGA",146
"631",2021-09-22,"AUTAUGA",146
"632",2021-09-23,"AUTAUGA",147
"633",2021-09-24,"AUTAUGA",148
"634",2021-09-25,"AUTAUGA",148
"635",2021-09-26,"AUTAUGA",149
"636",2021-09-27,"AUTAUGA",149
"637",2021-09-28,"AUTAUGA",149
"638",2021-09-29,"AUTAUGA",149
"639",2021-09-30,"AUTAUGA",149
"640",2021-10-01,"AUTAUGA",149
"641",2021-10-02,"AUTAUGA",149
"642",2021-10-03,"AUTAUGA",149
"643",2021-10-04,"AUTAUGA",149
"644",2021-10-05,"AUTAUGA",149
"645",2021-10-06,"AUTAUGA",149
"646",2021-10-07,"AUTAUGA",149
"647",2021-10-08,"AUTAUGA",149
"648",2021-10-09,"AUTAUGA",149
"649",2021-10-10,"AUTAUGA",149
"650",2021-10-11,"AUTAUGA",149
"651",2021-10-12,"AUTAUGA",149
"652",2021-10-13,"AUTAUGA",150
"653",2021-10-14,"AUTAUGA",150
"654",2021-10-15,"AUTAUGA",150
"655",2021-10-16,"AUTAUGA",151
"656",2021-10-17,"AUTAUGA",151
"657",2021-10-18,"AUTAUGA",151
"658",2021-10-19,"AUTAUGA",152
"659",2021-10-20,"AUTAUGA",152
"660",2021-10-21,"AUTAUGA",152
"661",2021-10-22,"AUTAUGA",152
"662",2021-10-23,"AUTAUGA",152
"663",2021-10-24,"AUTAUGA",153
"664",2021-10-25,"AUTAUGA",153
"665",2021-10-26,"AUTAUGA",153
