"","DtCaseOrDeathOrTest","Jurisdiction","MAvg7Case"
"5373",2022-06-11,"BLOUNT",10.9
"5374",2022-06-12,"BLOUNT",10.6
"5375",2022-06-13,"BLOUNT",11.1
"5376",2022-06-14,"BLOUNT",11.1
"5377",2022-06-15,"BLOUNT",10.6
"5378",2022-06-16,"BLOUNT",12.1
"5379",2022-06-17,"BLOUNT",12
"5380",2022-06-18,"BLOUNT",12.1
"5381",2022-06-19,"BLOUNT",12.6
"5382",2022-06-20,"BLOUNT",11.9
"5383",2022-06-21,"BLOUNT",13.3
"5384",2022-06-22,"BLOUNT",15.7
"5385",2022-06-23,"BLOUNT",15.1
"5386",2022-06-24,"BLOUNT",17.4
"5387",2022-06-25,"BLOUNT",16.6
"5388",2022-06-26,"BLOUNT",16.9
"5389",2022-06-27,"BLOUNT",18.7
"5390",2022-06-28,"BLOUNT",19.6
"5391",2022-06-29,"BLOUNT",19.4
"5392",2022-06-30,"BLOUNT",19.7
"5393",2022-07-01,"BLOUNT",19
"5394",2022-07-02,"BLOUNT",20.6
"5395",2022-07-03,"BLOUNT",20.7
"5396",2022-07-04,"BLOUNT",19.7
"5397",2022-07-05,"BLOUNT",20.9
"5398",2022-07-06,"BLOUNT",22
"5399",2022-07-07,"BLOUNT",26
"5400",2022-07-08,"BLOUNT",27.3
"5401",2022-07-09,"BLOUNT",29.4
"5402",2022-07-10,"BLOUNT",30.6
"5403",2022-07-11,"BLOUNT",33
"5404",2022-07-12,"BLOUNT",35.6
"5405",2022-07-13,"BLOUNT",33.9
"5406",2022-07-14,"BLOUNT",29.9
"5407",2022-07-15,"BLOUNT",28.7
"5408",2022-07-16,"BLOUNT",27.1
"5409",2022-07-17,"BLOUNT",27
"5410",2022-07-18,"BLOUNT",27.4
"5411",2022-07-19,"BLOUNT",23.6
"5412",2022-07-20,"BLOUNT",26.4
"5413",2022-07-21,"BLOUNT",27.4
"5414",2022-07-22,"BLOUNT",28
"5415",2022-07-23,"BLOUNT",27.1
"5416",2022-07-24,"BLOUNT",27
"5417",2022-07-25,"BLOUNT",28
"5418",2022-07-26,"BLOUNT",28.4
"5419",2022-07-27,"BLOUNT",27
"5420",2022-07-28,"BLOUNT",25.9
"5421",2022-07-29,"BLOUNT",22.9
"5422",2022-07-30,"BLOUNT",23.3
"5423",2022-07-31,"BLOUNT",22.3
"5424",2022-08-01,"BLOUNT",20.1
"5425",2022-08-02,"BLOUNT",20.3
"5426",2022-08-03,"BLOUNT",19.1
"5427",2022-08-04,"BLOUNT",19.4
"5428",2022-08-05,"BLOUNT",20.9
"5429",2022-08-06,"BLOUNT",21.4
"5430",2022-08-07,"BLOUNT",20.7
"5431",2022-08-08,"BLOUNT",21.3
"5432",2022-08-09,"BLOUNT",21
"5433",2022-08-10,"BLOUNT",22.6
"5434",2022-08-11,"BLOUNT",22.6
"5435",2022-08-12,"BLOUNT",24.6
"5436",2022-08-13,"BLOUNT",23.7
"5437",2022-08-14,"BLOUNT",25
"5438",2022-08-15,"BLOUNT",26
"5439",2022-08-16,"BLOUNT",26.1
"5440",2022-08-17,"BLOUNT",24.6
"5441",2022-08-18,"BLOUNT",25.7
"5442",2022-08-19,"BLOUNT",23.7
"5443",2022-08-20,"BLOUNT",22.4
"5444",2022-08-21,"BLOUNT",22.3
"5445",2022-08-22,"BLOUNT",21.1
"5446",2022-08-23,"BLOUNT",20.1
"5447",2022-08-24,"BLOUNT",21.4
"5448",2022-08-25,"BLOUNT",20.7
"5449",2022-08-26,"BLOUNT",20.9
"5450",2022-08-27,"BLOUNT",21.4
"5451",2022-08-28,"BLOUNT",20
"5452",2022-08-29,"BLOUNT",18
"5453",2022-08-30,"BLOUNT",18.4
"5454",2022-08-31,"BLOUNT",15.3
"5455",2022-09-01,"BLOUNT",13.7
"5456",2022-09-02,"BLOUNT",12.3
"5457",2022-09-03,"BLOUNT",11.6
"5458",2022-09-04,"BLOUNT",12.1
"5459",2022-09-05,"BLOUNT",10.4
"5460",2022-09-06,"BLOUNT",10.1
"5461",2022-09-07,"BLOUNT",11
"5462",2022-09-08,"BLOUNT",11
"5463",2022-09-09,"BLOUNT",11
"5464",2022-09-10,"BLOUNT",10.9
"5465",2022-09-11,"BLOUNT",9.7
"5466",2022-09-12,"BLOUNT",10.7
"5467",2022-09-13,"BLOUNT",9.3
"5468",2022-09-14,"BLOUNT",7.4
"5469",2022-09-15,"BLOUNT",6.6
"5470",2022-09-16,"BLOUNT",6
"5471",2022-09-17,"BLOUNT",5.9
"5472",2022-09-18,"BLOUNT",6.1
"5473",2022-09-19,"BLOUNT",5.3
"5474",2022-09-20,"BLOUNT",4.4
"5475",2022-09-21,"BLOUNT",5.3
"5476",2022-09-22,"BLOUNT",4.9
"5477",2022-09-23,"BLOUNT",4.4
"5478",2022-09-24,"BLOUNT",4.3
"5479",2022-09-25,"BLOUNT",3.7
"5480",2022-09-26,"BLOUNT",3.6
"5481",2022-09-27,"BLOUNT",3.7
"5482",2022-09-28,"BLOUNT",3
"5483",2022-09-29,"BLOUNT",3.3
"5484",2022-09-30,"BLOUNT",4
"5485",2022-10-01,"BLOUNT",4
"5486",2022-10-02,"BLOUNT",4.6
"5487",2022-10-03,"BLOUNT",4.6
"5488",2022-10-04,"BLOUNT",4.6
"5489",2022-10-05,"BLOUNT",4.1
"5490",2022-10-06,"BLOUNT",4
"5491",2022-10-07,"BLOUNT",3.4
"5492",2022-10-08,"BLOUNT",3.3
"5493",2022-10-09,"BLOUNT",3.1
"5494",2022-10-10,"BLOUNT",4
"5495",2022-10-11,"BLOUNT",4.4
"5496",2022-10-12,"BLOUNT",4.9
"5497",2022-10-13,"BLOUNT",5.1
"5498",2022-10-14,"BLOUNT",5.1
"5499",2022-10-15,"BLOUNT",5
"5500",2022-10-16,"BLOUNT",4.7
"5501",2022-10-17,"BLOUNT",3.6
"5502",2022-10-18,"BLOUNT",3.3
"5503",2022-10-19,"BLOUNT",3.1
"5504",2022-10-20,"BLOUNT",2.7
"5505",2022-10-21,"BLOUNT",3
"5506",2022-10-22,"BLOUNT",3.4
"5507",2022-10-23,"BLOUNT",3.3
"5508",2022-10-24,"BLOUNT",3.6
"5509",2022-10-25,"BLOUNT",3.4
"5510",2022-10-26,"BLOUNT",4.7
"5511",2022-10-27,"BLOUNT",5
"5512",2022-10-28,"BLOUNT",5.9
"5513",2022-10-29,"BLOUNT",5.7
"5514",2022-10-30,"BLOUNT",5.6
"5515",2022-10-31,"BLOUNT",5.1
"5516",2022-11-01,"BLOUNT",5.1
"5517",2022-11-02,"BLOUNT",4.6
"5518",2022-11-03,"BLOUNT",5.1
"5519",2022-11-04,"BLOUNT",4.3
"5520",2022-11-05,"BLOUNT",4
"5521",2022-11-06,"BLOUNT",4.3
"5522",2022-11-07,"BLOUNT",4.6
"5523",2022-11-08,"BLOUNT",5.4
"5524",2022-11-09,"BLOUNT",5.1
"5525",2022-11-10,"BLOUNT",4.7
"5526",2022-11-11,"BLOUNT",4.6
"5527",2022-11-12,"BLOUNT",4.7
"5528",2022-11-13,"BLOUNT",4.6
"5529",2022-11-14,"BLOUNT",4.6
"5530",2022-11-15,"BLOUNT",3.9
"5531",2022-11-16,"BLOUNT",3.4
"5532",2022-11-17,"BLOUNT",3.7
"5533",2022-11-18,"BLOUNT",4.1
"5534",2022-11-19,"BLOUNT",4.9
"5535",2022-11-20,"BLOUNT",5
"5536",2022-11-21,"BLOUNT",5.3
"5537",2022-11-22,"BLOUNT",5.9
"5538",2022-11-23,"BLOUNT",6.6
"5539",2022-11-24,"BLOUNT",6
"5540",2022-11-25,"BLOUNT",5.4
"5541",2022-11-26,"BLOUNT",4.7
"5542",2022-11-27,"BLOUNT",5.3
"5543",2022-11-28,"BLOUNT",6.3
"5544",2022-11-29,"BLOUNT",7
"5545",2022-11-30,"BLOUNT",7.1
"5546",2022-12-01,"BLOUNT",7.7
"5547",2022-12-02,"BLOUNT",8.1
"5548",2022-12-03,"BLOUNT",8.3
"5549",2022-12-04,"BLOUNT",8.1
"5550",2022-12-05,"BLOUNT",7.7
"5551",2022-12-06,"BLOUNT",7.7
"5552",2022-12-07,"BLOUNT",8.1
"5553",2022-12-08,"BLOUNT",9.7
"5554",2022-12-09,"BLOUNT",10.6
"5555",2022-12-10,"BLOUNT",11.1
"5556",2022-12-11,"BLOUNT",11.1
"5557",2022-12-12,"BLOUNT",11.9
"5558",2022-12-13,"BLOUNT",12.4
"5559",2022-12-14,"BLOUNT",12.9
"5560",2022-12-15,"BLOUNT",11.9
"5561",2022-12-16,"BLOUNT",11.3
"5562",2022-12-17,"BLOUNT",11.4
"5563",2022-12-18,"BLOUNT",11.3
"5564",2022-12-19,"BLOUNT",12.4
"5565",2022-12-20,"BLOUNT",12.6
"5566",2022-12-21,"BLOUNT",13.7
"5567",2022-12-22,"BLOUNT",15.1
"5568",2022-12-23,"BLOUNT",16.1
"5569",2022-12-24,"BLOUNT",15.9
"5570",2022-12-25,"BLOUNT",15.9
"5571",2022-12-26,"BLOUNT",15.9
"5572",2022-12-27,"BLOUNT",16.7
"5573",2022-12-28,"BLOUNT",17
"5574",2022-12-29,"BLOUNT",16.7
"5575",2022-12-30,"BLOUNT",16.9
"5576",2022-12-31,"BLOUNT",16.3
"5577",2023-01-01,"BLOUNT",16.6
"5578",2023-01-02,"BLOUNT",15.6
"5579",2023-01-03,"BLOUNT",15
"5580",2023-01-04,"BLOUNT",14.6
"5581",2023-01-05,"BLOUNT",14.3
"5582",2023-01-06,"BLOUNT",14.1
"5583",2023-01-07,"BLOUNT",14.3
"5584",2023-01-08,"BLOUNT",14.9
"5585",2023-01-09,"BLOUNT",14.4
"5586",2023-01-10,"BLOUNT",13.1
"5587",2023-01-11,"BLOUNT",11.6
"5588",2023-01-12,"BLOUNT",10.6
"5589",2023-01-13,"BLOUNT",11
"5590",2023-01-14,"BLOUNT",11.1
"5591",2023-01-15,"BLOUNT",10.4
"5592",2023-01-16,"BLOUNT",10.6
"5593",2023-01-17,"BLOUNT",11.4
"5594",2023-01-18,"BLOUNT",12.1
"5595",2023-01-19,"BLOUNT",12
"5596",2023-01-20,"BLOUNT",11.6
"5597",2023-01-21,"BLOUNT",12.6
"5598",2023-01-22,"BLOUNT",13.4
"5599",2023-01-23,"BLOUNT",12.6
"5600",2023-01-24,"BLOUNT",10.9
"5601",2020-01-01,"BULLOCK",0
"5602",2020-01-02,"BULLOCK",0
"5603",2020-01-03,"BULLOCK",0
"5604",2020-01-04,"BULLOCK",0
"5605",2020-01-05,"BULLOCK",0
"5606",2020-01-06,"BULLOCK",0
"5607",2020-01-07,"BULLOCK",0
"5608",2020-01-08,"BULLOCK",0
"5609",2020-01-09,"BULLOCK",0
"5610",2020-01-10,"BULLOCK",0
"5611",2020-01-11,"BULLOCK",0
"5612",2020-01-12,"BULLOCK",0
"5613",2020-01-13,"BULLOCK",0
"5614",2020-01-14,"BULLOCK",0
"5615",2020-01-15,"BULLOCK",0
"5616",2020-01-16,"BULLOCK",0
"5617",2020-01-17,"BULLOCK",0
"5618",2020-01-18,"BULLOCK",0
"5619",2020-01-19,"BULLOCK",0
"5620",2020-01-20,"BULLOCK",0
"5621",2020-01-21,"BULLOCK",0
"5622",2020-01-22,"BULLOCK",0
"5623",2020-01-23,"BULLOCK",0
"5624",2020-01-24,"BULLOCK",0
"5625",2020-01-25,"BULLOCK",0
"5626",2020-01-26,"BULLOCK",0
"5627",2020-01-27,"BULLOCK",0
"5628",2020-01-28,"BULLOCK",0
"5629",2020-01-29,"BULLOCK",0
"5630",2020-01-30,"BULLOCK",0
"5631",2020-01-31,"BULLOCK",0
"5632",2020-02-01,"BULLOCK",0
"5633",2020-02-02,"BULLOCK",0
"5634",2020-02-03,"BULLOCK",0
"5635",2020-02-04,"BULLOCK",0
"5636",2020-02-05,"BULLOCK",0
"5637",2020-02-06,"BULLOCK",0
"5638",2020-02-07,"BULLOCK",0
"5639",2020-02-08,"BULLOCK",0
"5640",2020-02-09,"BULLOCK",0
"5641",2020-02-10,"BULLOCK",0
"5642",2020-02-11,"BULLOCK",0
"5643",2020-02-12,"BULLOCK",0
"5644",2020-02-13,"BULLOCK",0
"5645",2020-02-14,"BULLOCK",0
"5646",2020-02-15,"BULLOCK",0
"5647",2020-02-16,"BULLOCK",0
"5648",2020-02-17,"BULLOCK",0
"5649",2020-02-18,"BULLOCK",0
"5650",2020-02-19,"BULLOCK",0
"5651",2020-02-20,"BULLOCK",0
"5652",2020-02-21,"BULLOCK",0
"5653",2020-02-22,"BULLOCK",0
"5654",2020-02-23,"BULLOCK",0
"5655",2020-02-24,"BULLOCK",0
"5656",2020-02-25,"BULLOCK",0
"5657",2020-02-26,"BULLOCK",0
"5658",2020-02-27,"BULLOCK",0
"5659",2020-02-28,"BULLOCK",0
"5660",2020-02-29,"BULLOCK",0
"5661",2020-03-01,"BULLOCK",0
"5662",2020-03-02,"BULLOCK",0
"5663",2020-03-03,"BULLOCK",0
"5664",2020-03-04,"BULLOCK",0
"5665",2020-03-05,"BULLOCK",0
"5666",2020-03-06,"BULLOCK",0
"5667",2020-03-07,"BULLOCK",0
"5668",2020-03-08,"BULLOCK",0
"5669",2020-03-09,"BULLOCK",0
"5670",2020-03-10,"BULLOCK",0
"5671",2020-03-11,"BULLOCK",0
"5672",2020-03-12,"BULLOCK",0
"5673",2020-03-13,"BULLOCK",0
"5674",2020-03-14,"BULLOCK",0
"5675",2020-03-15,"BULLOCK",0
"5676",2020-03-16,"BULLOCK",0
"5677",2020-03-17,"BULLOCK",0
"5678",2020-03-18,"BULLOCK",0
"5679",2020-03-19,"BULLOCK",0
"5680",2020-03-20,"BULLOCK",0
"5681",2020-03-21,"BULLOCK",0
"5682",2020-03-22,"BULLOCK",0
"5683",2020-03-23,"BULLOCK",0.3
"5684",2020-03-24,"BULLOCK",0.3
"5685",2020-03-25,"BULLOCK",0.4
"5686",2020-03-26,"BULLOCK",0.4
"5687",2020-03-27,"BULLOCK",0.4
"5688",2020-03-28,"BULLOCK",0.6
"5689",2020-03-29,"BULLOCK",0.6
"5690",2020-03-30,"BULLOCK",0.4
"5691",2020-03-31,"BULLOCK",0.4
"5692",2020-04-01,"BULLOCK",0.3
"5693",2020-04-02,"BULLOCK",0.4
"5694",2020-04-03,"BULLOCK",0.6
"5695",2020-04-04,"BULLOCK",0.6
"5696",2020-04-05,"BULLOCK",0.6
"5697",2020-04-06,"BULLOCK",0.4
"5698",2020-04-07,"BULLOCK",0.4
"5699",2020-04-08,"BULLOCK",0.9
"5700",2020-04-09,"BULLOCK",0.7
"5701",2020-04-10,"BULLOCK",0.7
"5702",2020-04-11,"BULLOCK",0.6
"5703",2020-04-12,"BULLOCK",0.6
"5704",2020-04-13,"BULLOCK",0.6
"5705",2020-04-14,"BULLOCK",0.6
"5706",2020-04-15,"BULLOCK",0.1
"5707",2020-04-16,"BULLOCK",0.1
"5708",2020-04-17,"BULLOCK",0
"5709",2020-04-18,"BULLOCK",0
"5710",2020-04-19,"BULLOCK",0
"5711",2020-04-20,"BULLOCK",0.1
"5712",2020-04-21,"BULLOCK",0.1
"5713",2020-04-22,"BULLOCK",0.1
"5714",2020-04-23,"BULLOCK",0.1
"5715",2020-04-24,"BULLOCK",0.1
"5716",2020-04-25,"BULLOCK",0.4
"5717",2020-04-26,"BULLOCK",0.6
"5718",2020-04-27,"BULLOCK",0.7
"5719",2020-04-28,"BULLOCK",1
"5720",2020-04-29,"BULLOCK",1.3
"5721",2020-04-30,"BULLOCK",1.4
"5722",2020-05-01,"BULLOCK",2.1
"5723",2020-05-02,"BULLOCK",1.9
"5724",2020-05-03,"BULLOCK",1.7
"5725",2020-05-04,"BULLOCK",1.7
"5726",2020-05-05,"BULLOCK",2.3
"5727",2020-05-06,"BULLOCK",2
"5728",2020-05-07,"BULLOCK",1.9
"5729",2020-05-08,"BULLOCK",1.4
"5730",2020-05-09,"BULLOCK",2
"5731",2020-05-10,"BULLOCK",2.1
"5732",2020-05-11,"BULLOCK",2.4
"5733",2020-05-12,"BULLOCK",2.7
"5734",2020-05-13,"BULLOCK",3.3
"5735",2020-05-14,"BULLOCK",4.7
"5736",2020-05-15,"BULLOCK",5.3
"5737",2020-05-16,"BULLOCK",6.4
"5738",2020-05-17,"BULLOCK",6.9
"5739",2020-05-18,"BULLOCK",7.7
"5740",2020-05-19,"BULLOCK",10.1
"5741",2020-05-20,"BULLOCK",15.7
"5742",2020-05-21,"BULLOCK",15.6
"5743",2020-05-22,"BULLOCK",16.7
"5744",2020-05-23,"BULLOCK",15.6
"5745",2020-05-24,"BULLOCK",15.6
"5746",2020-05-25,"BULLOCK",15.3
"5747",2020-05-26,"BULLOCK",12.7
"5748",2020-05-27,"BULLOCK",8.4
"5749",2020-05-28,"BULLOCK",8.4
"5750",2020-05-29,"BULLOCK",7.1
"5751",2020-05-30,"BULLOCK",7.4
"5752",2020-05-31,"BULLOCK",6.9
"5753",2020-06-01,"BULLOCK",7.6
"5754",2020-06-02,"BULLOCK",7.4
"5755",2020-06-03,"BULLOCK",7.1
"5756",2020-06-04,"BULLOCK",6.6
"5757",2020-06-05,"BULLOCK",6.4
"5758",2020-06-06,"BULLOCK",6.3
"5759",2020-06-07,"BULLOCK",6.7
"5760",2020-06-08,"BULLOCK",6
"5761",2020-06-09,"BULLOCK",5.6
"5762",2020-06-10,"BULLOCK",5.3
"5763",2020-06-11,"BULLOCK",5
"5764",2020-06-12,"BULLOCK",4.9
"5765",2020-06-13,"BULLOCK",4.3
"5766",2020-06-14,"BULLOCK",4.4
"5767",2020-06-15,"BULLOCK",3.9
"5768",2020-06-16,"BULLOCK",4
"5769",2020-06-17,"BULLOCK",3.1
"5770",2020-06-18,"BULLOCK",3
"5771",2020-06-19,"BULLOCK",3
"5772",2020-06-20,"BULLOCK",3.3
"5773",2020-06-21,"BULLOCK",3
"5774",2020-06-22,"BULLOCK",2.6
"5775",2020-06-23,"BULLOCK",2.3
"5776",2020-06-24,"BULLOCK",2.3
"5777",2020-06-25,"BULLOCK",2.3
"5778",2020-06-26,"BULLOCK",2
"5779",2020-06-27,"BULLOCK",1.7
"5780",2020-06-28,"BULLOCK",1.4
"5781",2020-06-29,"BULLOCK",2.1
"5782",2020-06-30,"BULLOCK",2.1
"5783",2020-07-01,"BULLOCK",2.6
"5784",2020-07-02,"BULLOCK",2.6
"5785",2020-07-03,"BULLOCK",2.4
"5786",2020-07-04,"BULLOCK",2.3
"5787",2020-07-05,"BULLOCK",2.4
"5788",2020-07-06,"BULLOCK",2.4
"5789",2020-07-07,"BULLOCK",2.7
"5790",2020-07-08,"BULLOCK",2.7
"5791",2020-07-09,"BULLOCK",2.6
"5792",2020-07-10,"BULLOCK",2.9
"5793",2020-07-11,"BULLOCK",3
"5794",2020-07-12,"BULLOCK",2.9
"5795",2020-07-13,"BULLOCK",2.6
"5796",2020-07-14,"BULLOCK",2.1
"5797",2020-07-15,"BULLOCK",2
"5798",2020-07-16,"BULLOCK",2
"5799",2020-07-17,"BULLOCK",2
"5800",2020-07-18,"BULLOCK",2.1
"5801",2020-07-19,"BULLOCK",2.4
"5802",2020-07-20,"BULLOCK",2.6
"5803",2020-07-21,"BULLOCK",2.9
"5804",2020-07-22,"BULLOCK",3
"5805",2020-07-23,"BULLOCK",3
"5806",2020-07-24,"BULLOCK",2.7
"5807",2020-07-25,"BULLOCK",2.6
"5808",2020-07-26,"BULLOCK",2.4
"5809",2020-07-27,"BULLOCK",2.4
"5810",2020-07-28,"BULLOCK",2.4
"5811",2020-07-29,"BULLOCK",3.1
"5812",2020-07-30,"BULLOCK",3.3
"5813",2020-07-31,"BULLOCK",3.7
"5814",2020-08-01,"BULLOCK",4
"5815",2020-08-02,"BULLOCK",4
"5816",2020-08-03,"BULLOCK",4
"5817",2020-08-04,"BULLOCK",4.3
"5818",2020-08-05,"BULLOCK",3.6
"5819",2020-08-06,"BULLOCK",4
"5820",2020-08-07,"BULLOCK",7.3
"5821",2020-08-08,"BULLOCK",7
"5822",2020-08-09,"BULLOCK",7.1
"5823",2020-08-10,"BULLOCK",6.7
"5824",2020-08-11,"BULLOCK",6.1
"5825",2020-08-12,"BULLOCK",5.7
"5826",2020-08-13,"BULLOCK",5.1
"5827",2020-08-14,"BULLOCK",5
"5828",2020-08-15,"BULLOCK",5.1
"5829",2020-08-16,"BULLOCK",4.9
"5830",2020-08-17,"BULLOCK",4.6
"5831",2020-08-18,"BULLOCK",4.7
"5832",2020-08-19,"BULLOCK",4.6
"5833",2020-08-20,"BULLOCK",4.6
"5834",2020-08-21,"BULLOCK",1.7
"5835",2020-08-22,"BULLOCK",1.7
"5836",2020-08-23,"BULLOCK",2
"5837",2020-08-24,"BULLOCK",2.4
"5838",2020-08-25,"BULLOCK",2.6
"5839",2020-08-26,"BULLOCK",3.4
"5840",2020-08-27,"BULLOCK",3.4
"5841",2020-08-28,"BULLOCK",3
"5842",2020-08-29,"BULLOCK",2.7
"5843",2020-08-30,"BULLOCK",2.7
"5844",2020-08-31,"BULLOCK",2.3
"5845",2020-09-01,"BULLOCK",2
"5846",2020-09-02,"BULLOCK",0.9
"5847",2020-09-03,"BULLOCK",0.7
"5848",2020-09-04,"BULLOCK",0.4
"5849",2020-09-05,"BULLOCK",0.9
"5850",2020-09-06,"BULLOCK",0.9
"5851",2020-09-07,"BULLOCK",1
"5852",2020-09-08,"BULLOCK",1.1
"5853",2020-09-09,"BULLOCK",1.4
"5854",2020-09-10,"BULLOCK",1.7
"5855",2020-09-11,"BULLOCK",2
"5856",2020-09-12,"BULLOCK",1.7
"5857",2020-09-13,"BULLOCK",1.6
"5858",2020-09-14,"BULLOCK",1.4
"5859",2020-09-15,"BULLOCK",1.3
"5860",2020-09-16,"BULLOCK",1.4
"5861",2020-09-17,"BULLOCK",1.4
"5862",2020-09-18,"BULLOCK",1.4
"5863",2020-09-19,"BULLOCK",1.4
"5864",2020-09-20,"BULLOCK",1.7
"5865",2020-09-21,"BULLOCK",2.1
"5866",2020-09-22,"BULLOCK",2.6
"5867",2020-09-23,"BULLOCK",2.4
"5868",2020-09-24,"BULLOCK",2.4
"5869",2020-09-25,"BULLOCK",2.1
"5870",2020-09-26,"BULLOCK",2
"5871",2020-09-27,"BULLOCK",1.7
"5872",2020-09-28,"BULLOCK",1.4
"5873",2020-09-29,"BULLOCK",0.9
"5874",2020-09-30,"BULLOCK",0.7
"5875",2020-10-01,"BULLOCK",0.7
"5876",2020-10-02,"BULLOCK",0.9
"5877",2020-10-03,"BULLOCK",1
"5878",2020-10-04,"BULLOCK",0.9
"5879",2020-10-05,"BULLOCK",1.4
"5880",2020-10-06,"BULLOCK",1.4
"5881",2020-10-07,"BULLOCK",2
"5882",2020-10-08,"BULLOCK",1.9
"5883",2020-10-09,"BULLOCK",2
"5884",2020-10-10,"BULLOCK",2
"5885",2020-10-11,"BULLOCK",2
"5886",2020-10-12,"BULLOCK",1.6
"5887",2020-10-13,"BULLOCK",2
"5888",2020-10-14,"BULLOCK",1.3
"5889",2020-10-15,"BULLOCK",1.1
"5890",2020-10-16,"BULLOCK",1.1
"5891",2020-10-17,"BULLOCK",1
"5892",2020-10-18,"BULLOCK",1
"5893",2020-10-19,"BULLOCK",1.1
"5894",2020-10-20,"BULLOCK",1.1
"5895",2020-10-21,"BULLOCK",1.3
"5896",2020-10-22,"BULLOCK",1.4
"5897",2020-10-23,"BULLOCK",1.3
"5898",2020-10-24,"BULLOCK",1.3
"5899",2020-10-25,"BULLOCK",1.3
"5900",2020-10-26,"BULLOCK",0.9
"5901",2020-10-27,"BULLOCK",0.6
"5902",2020-10-28,"BULLOCK",0.7
"5903",2020-10-29,"BULLOCK",0.7
"5904",2020-10-30,"BULLOCK",0.6
"5905",2020-10-31,"BULLOCK",0.9
"5906",2020-11-01,"BULLOCK",1.3
"5907",2020-11-02,"BULLOCK",1.7
"5908",2020-11-03,"BULLOCK",1.9
"5909",2020-11-04,"BULLOCK",2
"5910",2020-11-05,"BULLOCK",2
"5911",2020-11-06,"BULLOCK",2.1
"5912",2020-11-07,"BULLOCK",2
"5913",2020-11-08,"BULLOCK",1.6
"5914",2020-11-09,"BULLOCK",2
"5915",2020-11-10,"BULLOCK",2.1
"5916",2020-11-11,"BULLOCK",2
"5917",2020-11-12,"BULLOCK",2.6
"5918",2020-11-13,"BULLOCK",2.4
"5919",2020-11-14,"BULLOCK",2.4
"5920",2020-11-15,"BULLOCK",2.4
"5921",2020-11-16,"BULLOCK",1.7
"5922",2020-11-17,"BULLOCK",1.6
"5923",2020-11-18,"BULLOCK",1.4
"5924",2020-11-19,"BULLOCK",1
"5925",2020-11-20,"BULLOCK",1.3
"5926",2020-11-21,"BULLOCK",1.1
"5927",2020-11-22,"BULLOCK",1.6
"5928",2020-11-23,"BULLOCK",1.4
"5929",2020-11-24,"BULLOCK",1.9
"5930",2020-11-25,"BULLOCK",2.1
"5931",2020-11-26,"BULLOCK",1.9
"5932",2020-11-27,"BULLOCK",1.6
"5933",2020-11-28,"BULLOCK",2
"5934",2020-11-29,"BULLOCK",1.6
"5935",2020-11-30,"BULLOCK",2.7
"5936",2020-12-01,"BULLOCK",2.9
"5937",2020-12-02,"BULLOCK",2.4
"5938",2020-12-03,"BULLOCK",2.6
"5939",2020-12-04,"BULLOCK",3.1
"5940",2020-12-05,"BULLOCK",3.1
"5941",2020-12-06,"BULLOCK",3.4
"5942",2020-12-07,"BULLOCK",2.3
"5943",2020-12-08,"BULLOCK",1.4
"5944",2020-12-09,"BULLOCK",1.6
"5945",2020-12-10,"BULLOCK",2.1
"5946",2020-12-11,"BULLOCK",2
"5947",2020-12-12,"BULLOCK",2.1
"5948",2020-12-13,"BULLOCK",2.3
"5949",2020-12-14,"BULLOCK",3.3
"5950",2020-12-15,"BULLOCK",3.9
"5951",2020-12-16,"BULLOCK",3.7
"5952",2020-12-17,"BULLOCK",3.6
"5953",2020-12-18,"BULLOCK",3.6
"5954",2020-12-19,"BULLOCK",3.1
"5955",2020-12-20,"BULLOCK",3
"5956",2020-12-21,"BULLOCK",10.4
"5957",2020-12-22,"BULLOCK",10.6
"5958",2020-12-23,"BULLOCK",11.3
"5959",2020-12-24,"BULLOCK",11.4
"5960",2020-12-25,"BULLOCK",11.3
"5961",2020-12-26,"BULLOCK",11.7
"5962",2020-12-27,"BULLOCK",12.1
"5963",2020-12-28,"BULLOCK",6
"5964",2020-12-29,"BULLOCK",9.4
"5965",2020-12-30,"BULLOCK",10.6
"5966",2020-12-31,"BULLOCK",10.6
"5967",2021-01-01,"BULLOCK",10.4
"5968",2021-01-02,"BULLOCK",10.7
"5969",2021-01-03,"BULLOCK",10.3
"5970",2021-01-04,"BULLOCK",9.6
"5971",2021-01-05,"BULLOCK",6.1
"5972",2021-01-06,"BULLOCK",5.6
"5973",2021-01-07,"BULLOCK",5.7
"5974",2021-01-08,"BULLOCK",6.4
"5975",2021-01-09,"BULLOCK",5.6
"5976",2021-01-10,"BULLOCK",5.6
"5977",2021-01-11,"BULLOCK",5.1
"5978",2021-01-12,"BULLOCK",5.7
"5979",2021-01-13,"BULLOCK",5.6
"5980",2021-01-14,"BULLOCK",5.3
"5981",2021-01-15,"BULLOCK",5
"5982",2021-01-16,"BULLOCK",6.1
"5983",2021-01-17,"BULLOCK",6.9
"5984",2021-01-18,"BULLOCK",6.7
"5985",2021-01-19,"BULLOCK",7.6
"5986",2021-01-20,"BULLOCK",6.7
"5987",2021-01-21,"BULLOCK",8
"5988",2021-01-22,"BULLOCK",8.4
"5989",2021-01-23,"BULLOCK",8.1
"5990",2021-01-24,"BULLOCK",7.7
"5991",2021-01-25,"BULLOCK",8.1
"5992",2021-01-26,"BULLOCK",6.6
"5993",2021-01-27,"BULLOCK",7.6
