"","Date","Deaths per day","Cumulative deaths","Death rate per 100,000","Death rate 7-day average","Deaths in the last 7 days","Death rate in the last 7 days","% change in deaths","7-day average of daily deaths","14-day average of daily deaths","14-day deaths"
"990",2022-09-16,7,20473,0.1,0.1,48,1,"-7.7%",7,7,103
"991",2022-09-17,3,20476,0.1,0.1,43,0.9,"-10.4%",6,7,99
"992",2022-09-18,7,20483,0.1,0.1,41,0.8,"-4.7%",6,7,97
"993",2022-09-19,8,20491,0.2,0.1,45,0.9,"9.8%",6,7,100
"994",2022-09-20,6,20497,0.1,0.1,44,0.9,"-2.2%",6,7,96
"995",2022-09-21,7,20504,0.1,0.1,42,0.9,"-4.5%",6,7,97
"996",2022-09-22,7,20511,0.1,0.1,45,0.9,"7.1%",6,7,97
"997",2022-09-23,3,20514,0.1,0.1,41,0.8,"-8.9%",6,6,89
"998",2022-09-24,4,20518,0.1,0.1,42,0.9,"2.4%",6,6,85
"999",2022-09-25,0,20518,0,0.1,35,0.7,"-16.7%",5,5,76
"1000",2022-09-26,5,20523,0.1,0.1,32,0.7,"-8.6%",5,6,77
"1001",2022-09-27,11,20534,0.2,0.1,37,0.8,"15.6%",5,6,81
"1002",2022-09-28,4,20538,0.1,0.1,34,0.7,"-8.1%",5,5,76
"1003",2022-09-29,1,20539,0,0.1,28,0.6,"-17.6%",4,5,73
"1004",2022-09-30,2,20541,0,0.1,27,0.6,"-3.6%",4,5,68
"1005",2022-10-01,6,20547,0.1,0.1,29,0.6,"7.4%",4,5,71
"1006",2022-10-02,6,20553,0.1,0.1,35,0.7,"20.7%",5,5,70
"1007",2022-10-03,2,20555,0,0.1,32,0.7,"-8.6%",5,5,64
"1008",2022-10-04,4,20559,0.1,0.1,25,0.5,"-21.9%",4,4,62
"1009",2022-10-05,0,20559,0,0.1,21,0.4,"-16%",3,4,55
"1010",2022-10-06,1,20560,0,0.1,21,0.4,"0%",3,4,49
"1011",2022-10-07,4,20564,0.1,0.1,23,0.5,"9.5%",3,4,50
"1012",2022-10-08,4,20568,0.1,0.1,21,0.4,"-8.7%",3,4,50
"1013",2022-10-09,0,20568,0,0,15,0.3,"-28.6%",2,4,50
"1014",2022-10-10,1,20569,0,0,14,0.3,"-6.7%",2,3,46
"1015",2022-10-11,5,20574,0.1,0,15,0.3,"7.1%",2,3,40
"1016",2022-10-12,3,20577,0.1,0.1,18,0.4,"20%",3,3,39
"1017",2022-10-13,2,20579,0,0.1,19,0.4,"5.6%",3,3,40
"1018",2022-10-14,4,20583,0.1,0.1,19,0.4,"0%",3,3,42
"1019",2022-10-15,4,20587,0.1,0.1,19,0.4,"0%",3,3,40
"1020",2022-10-16,4,20591,0.1,0.1,23,0.5,"21.1%",3,3,38
"1021",2022-10-17,4,20595,0.1,0.1,26,0.5,"13%",4,3,40
"1022",2022-10-18,3,20598,0.1,0.1,24,0.5,"-7.7%",3,3,39
"1023",2022-10-19,1,20599,0,0.1,22,0.4,"-8.3%",3,3,40
"1024",2022-10-20,2,20601,0,0.1,22,0.4,"0%",3,3,41
"1025",2022-10-21,1,20602,0,0.1,19,0.4,"-13.6%",3,3,38
"1026",2022-10-22,3,20605,0.1,0.1,18,0.4,"-5.3%",3,3,37
"1027",2022-10-23,5,20610,0.1,0.1,19,0.4,"5.6%",3,3,42
"1028",2022-10-24,3,20613,0.1,0.1,18,0.4,"-5.3%",3,3,44
"1029",2022-10-25,2,20615,0,0,17,0.3,"-5.6%",2,3,41
"1030",2022-10-26,3,20618,0.1,0.1,19,0.4,"11.8%",3,3,41
"1031",2022-10-27,3,20621,0.1,0.1,20,0.4,"5.3%",3,3,42
"1032",2022-10-28,5,20626,0.1,0.1,24,0.5,"20%",3,3,43
"1033",2022-10-29,4,20630,0.1,0.1,25,0.5,"4.2%",4,3,43
"1034",2022-10-30,4,20634,0.1,0.1,24,0.5,"-4%",3,3,43
"1035",2022-10-31,2,20636,0,0.1,23,0.5,"-4.2%",3,3,41
"1036",2022-11-01,1,20637,0,0.1,22,0.4,"-4.3%",3,3,39
"1037",2022-11-02,2,20639,0,0.1,21,0.4,"-4.5%",3,3,40
"1038",2022-11-03,2,20641,0,0.1,20,0.4,"-4.8%",3,3,40
"1039",2022-11-04,4,20645,0.1,0.1,19,0.4,"-5%",3,3,43
"1040",2022-11-05,3,20648,0.1,0.1,18,0.4,"-5.3%",3,3,43
"1041",2022-11-06,4,20652,0.1,0.1,18,0.4,"0%",3,3,42
"1042",2022-11-07,2,20654,0,0.1,18,0.4,"0%",3,3,41
"1043",2022-11-08,2,20656,0,0.1,19,0.4,"5.6%",3,3,41
"1044",2022-11-09,3,20659,0.1,0.1,20,0.4,"5.3%",3,3,41
"1045",2022-11-10,1,20660,0,0.1,19,0.4,"-5%",3,3,39
"1046",2022-11-11,1,20661,0,0,16,0.3,"-15.8%",2,2,35
"1047",2022-11-12,2,20663,0,0,15,0.3,"-6.3%",2,2,33
"1048",2022-11-13,6,20669,0.1,0,17,0.3,"13.3%",2,2,35
"1049",2022-11-14,5,20674,0.1,0.1,20,0.4,"17.6%",3,3,38
"1050",2022-11-15,1,20675,0,0.1,19,0.4,"-5%",3,3,38
"1051",2022-11-16,1,20676,0,0,17,0.3,"-10.5%",2,3,37
"1052",2022-11-17,0,20676,0,0,16,0.3,"-5.9%",2,2,35
"1053",2022-11-18,9,20685,0.2,0.1,24,0.5,"50%",3,3,40
"1054",2022-11-19,3,20688,0.1,0.1,25,0.5,"4.2%",4,3,40
"1055",2022-11-20,3,20691,0.1,0.1,22,0.4,"-12%",3,3,39
"1056",2022-11-21,5,20696,0.1,0.1,22,0.4,"0%",3,3,42
"1057",2022-11-22,3,20699,0.1,0.1,24,0.5,"9.1%",3,3,43
"1058",2022-11-23,4,20703,0.1,0.1,27,0.6,"12.5%",4,3,44
"1059",2022-11-24,2,20705,0,0.1,29,0.6,"7.4%",4,3,45
"1060",2022-11-25,1,20706,0,0.1,21,0.4,"-27.6%",3,3,45
"1061",2022-11-26,5,20711,0.1,0.1,23,0.5,"9.5%",3,3,48
"1062",2022-11-27,4,20715,0.1,0.1,24,0.5,"4.3%",3,3,46
"1063",2022-11-28,5,20720,0.1,0.1,24,0.5,"0%",3,3,46
"1064",2022-11-29,4,20724,0.1,0.1,25,0.5,"4.2%",4,4,49
"1065",2022-11-30,3,20727,0.1,0.1,24,0.5,"-4%",3,4,51
"1066",2022-12-01,2,20729,0,0.1,24,0.5,"0%",3,4,53
"1067",2022-12-02,3,20732,0.1,0.1,26,0.5,"8.3%",4,3,47
"1068",2022-12-03,2,20734,0,0.1,23,0.5,"-11.5%",3,3,46
"1069",2022-12-04,2,20736,0,0.1,21,0.4,"-8.7%",3,3,45
"1070",2022-12-05,4,20740,0.1,0.1,20,0.4,"-4.8%",3,3,44
"1071",2022-12-06,5,20745,0.1,0.1,21,0.4,"5%",3,3,46
"1072",2022-12-07,8,20753,0.2,0.1,26,0.5,"23.8%",4,4,50
"1073",2022-12-08,5,20758,0.1,0.1,29,0.6,"11.5%",4,4,53
"1074",2022-12-09,7,20765,0.1,0.1,33,0.7,"13.8%",5,4,59
"1075",2022-12-10,5,20770,0.1,0.1,36,0.7,"9.1%",5,4,59
"1076",2022-12-11,8,20778,0.2,0.1,42,0.9,"16.7%",6,4,63
"1077",2022-12-12,5,20783,0.1,0.1,43,0.9,"2.4%",6,4,63
"1078",2022-12-13,9,20792,0.2,0.1,47,1,"9.3%",7,5,68
"1079",2022-12-14,4,20796,0.1,0.1,43,0.9,"-8.5%",6,5,69
"1080",2022-12-15,4,20800,0.1,0.1,42,0.9,"-2.3%",6,5,71
"1081",2022-12-16,7,20807,0.1,0.1,42,0.9,"0%",6,5,75
"1082",2022-12-17,6,20813,0.1,0.1,43,0.9,"2.4%",6,6,79
"1083",2022-12-18,6,20819,0.1,0.1,41,0.8,"-4.7%",6,6,83
"1084",2022-12-19,4,20823,0.1,0.1,40,0.8,"-2.4%",6,6,83
"1085",2022-12-20,3,20826,0.1,0.1,34,0.7,"-15%",5,6,81
"1086",2022-12-21,2,20828,0,0.1,32,0.7,"-5.9%",5,5,75
"1087",2022-12-22,4,20832,0.1,0.1,32,0.7,"0%",5,5,74
"1088",2022-12-23,4,20836,0.1,0.1,29,0.6,"-9.4%",4,5,71
"1089",2022-12-24,6,20842,0.1,0.1,29,0.6,"0%",4,5,72
"1090",2022-12-25,4,20846,0.1,0.1,27,0.6,"-6.9%",4,5,68
"1091",2022-12-26,13,20859,0.3,0.1,36,0.7,"33.3%",5,5,76
"1092",2022-12-27,5,20864,0.1,0.1,38,0.8,"5.6%",5,5,72
"1093",2022-12-28,7,20871,0.1,0.1,43,0.9,"13.2%",6,5,75
"1094",2022-12-29,4,20875,0.1,0.1,43,0.9,"0%",6,5,75
"1095",2022-12-30,7,20882,0.1,0.1,46,0.9,"7%",7,5,75
"1096",2022-12-31,2,20884,0,0.1,42,0.9,"-8.7%",6,5,71
"1097",2023-01-01,8,20892,0.2,0.1,46,0.9,"9.5%",7,5,73
"1098",2023-01-02,7,20899,0.1,0.1,40,0.8,"-13%",6,5,76
"1099",2023-01-03,5,20904,0.1,0.1,40,0.8,"0%",6,6,78
"1100",2023-01-04,3,20907,0.1,0.1,36,0.7,"-10%",5,6,79
"1101",2023-01-05,6,20913,0.1,0.1,38,0.8,"5.6%",5,6,81
"1102",2023-01-06,3,20916,0.1,0.1,34,0.7,"-10.5%",5,6,80
"1103",2023-01-07,9,20925,0.2,0.1,41,0.8,"20.6%",6,6,83
"1104",2023-01-08,3,20928,0.1,0.1,36,0.7,"-12.2%",5,6,82
"1105",2023-01-09,5,20933,0.1,0.1,34,0.7,"-5.6%",5,5,74
"1106",2023-01-10,5,20938,0.1,0.1,34,0.7,"0%",5,5,74
"1107",2023-01-11,6,20944,0.1,0.1,37,0.8,"8.8%",5,5,73
"1108",2023-01-12,8,20952,0.2,0.1,39,0.8,"5.4%",6,6,77
"1109",2023-01-13,1,20953,0,0.1,37,0.8,"-5.1%",5,5,71
"1110",2023-01-14,1,20954,0,0.1,29,0.6,"-21.6%",4,5,70
"1111",2023-01-15,1,20955,0,0.1,27,0.6,"-6.9%",4,4,63
"1112",2023-01-16,1,20956,0,0.1,23,0.5,"-14.8%",3,4,57
"1113",2023-01-17,4,20960,0.1,0.1,22,0.4,"-4.3%",3,4,56
"1114",2023-01-18,1,20961,0,0,17,0.3,"-22.7%",2,4,54
"1115",2023-01-19,2,20963,0,0,11,0.2,"-35.3%",2,4,50
"1116",2023-01-20,0,20963,0,0,10,0.2,"-9.1%",1,3,47
"1117",2023-01-21,1,20964,0,0,10,0.2,"0%",1,3,39
"1118",2023-01-22,1,20965,0,0,10,0.2,"0%",1,3,37
"1119",2023-01-23,3,20968,0.1,0,12,0.2,"20%",2,2,35
"1120",2023-01-24,0,20968,0,0,8,0.2,"-33.3%",1,2,30
"1121",2023-01-25,2,20970,0,0,9,0.2,"12.5%",1,2,26
"1122",2023-01-26,4,20974,0.1,0,11,0.2,"22.2%",2,2,22
"1123",2023-01-27,1,20975,0,0,12,0.2,"9.1%",2,2,22
"1124",2023-01-28,3,20978,0.1,0,14,0.3,"16.7%",2,2,24
"1125",2023-01-29,4,20982,0.1,0,17,0.3,"21.4%",2,2,27
"1126",2023-01-30,0,20982,0,0,14,0.3,"-17.6%",2,2,26
"1127",2023-01-31,2,20984,0,0,16,0.3,"14.3%",2,2,24
"1128",2023-02-01,1,20985,0,0,15,0.3,"-6.3%",2,2,24
"1129",2023-02-02,2,20987,0,0,13,0.3,"-13.3%",2,2,24
"1130",2023-02-03,0,20987,0,0,12,0.2,"-7.7%",2,2,24
"1131",2023-02-04,2,20989,0,0,11,0.2,"-8.3%",2,2,25
"1132",2023-02-05,2,20991,0,0,9,0.2,"-18.2%",1,2,26
"1133",2023-02-06,0,20991,0,0,9,0.2,"0%",1,2,23
"1134",2023-02-07,1,20992,0,0,8,0.2,"-11.1%",1,2,24
"1135",2023-02-08,1,20993,0,0,8,0.2,"0%",1,2,23
"1136",2023-02-09,1,20994,0,0,7,0.1,"-12.5%",1,1,20
"1137",2023-02-10,0,20994,0,0,7,0.1,"0%",1,1,19
"1138",2023-02-11,1,20995,0,0,6,0.1,"-14.3%",1,1,17
"1139",2023-02-12,0,20995,0,0,4,0.1,"-33.3%",1,1,13
"1140",2023-02-13,1,20996,0,0,5,0.1,"25%",1,1,14
"1141",2023-02-14,2,20998,0,0,6,0.1,"20%",1,1,14
"1142",2023-02-15,1,20999,0,0,6,0.1,"0%",1,1,14
"1143",2023-02-16,0,20999,0,0,5,0.1,"-16.7%",1,1,12
"1144",2023-02-17,0,20999,0,0,5,0.1,"0%",1,1,12
"1145",2023-02-18,0,20999,0,0,4,0.1,"-20%",1,1,10
"1146",2023-02-19,0,20999,0,0,4,0.1,"0%",1,1,8
"1147",2023-02-20,1,21000,0,0,4,0.1,"0%",1,1,9
"1148",2023-02-21,0,21000,0,0,2,0,"-50%",0,1,8
"1149",2023-02-22,0,21000,0,0,1,0,"-50%",0,0,7
"1150",2023-02-23,0,21000,0,0,1,0,"0%",0,0,6
"1151",2023-02-24,1,21001,0,0,2,0,"100%",0,0,7
"1152",2023-02-25,0,21001,0,0,2,0,"0%",0,0,6
"1153",2023-02-26,0,21001,0,0,2,0,"0%",0,0,6
"1154",2023-02-27,0,21001,0,0,1,0,"-50%",0,0,5
"1155",2023-02-28,0,21001,0,0,1,0,"0%",0,0,3
